Element 1: (2, (14, 1), ['.', '%', '%', '%'], [(15, 3), (1, 9), (14, 5)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (13, 1))
Element 2: (2, (13, 1), ['.', '%', '.', ''], [(15, 4), (1, 8), (15, 5)], [False, True, False, False], 96, False, [True, False, True, False], 48, 'North', (13, 2))
Element 3: (2, (13, 2), ['%', '', '.', '%'], [(14, 4), (1, 7), (15, 6)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', 'G'], [(14, 3), (1, 6), (15, 7)], [False, False, False, False], 92, False, [True, False, True, False], 126, 'North', (13, 4))
Element 5: (2, (13, 4), ['.', 'G', '.', ''], [(13, 3), (1, 5), (15, 8)], [False, False, False, False], 90, False, [True, False, True, False], 155, 'North', (13, 5))
Element 6: (2, (13, 5), ['.', '', '.', ''], [(12, 3), (1, 4), (15, 9)], [False, False, False, False], 88, False, [True, False, True, False], 194, 'North', (13, 6))
Element 7: (2, (13, 6), ['.', '', '.', '.'], [(12, 4), (1, 3), (14, 9)], [False, False, False, False], 86, False, [True, False, True, True], 233, 'East', (14, 6))
Element 8: (2, (14, 6), ['', '', '.', ''], [(11, 4), (1, 2), (14, 8)], [False, False, False, False], 84, False, [False, False, True, False], 1262, 'North', (14, 7))
Element 9: (2, (14, 7), ['.', '', '', ''], [(10, 4), (1, 1), (13, 8)], [False, False, False, False], 82, False, [True, False, False, False], 2291, 'West', (13, 7))
Element 10: (2, (13, 7), ['.', '', '', ''], [(10, 5), (2, 1), (13, 9)], [False, False, False, False], 80, False, [True, False, False, False], 2330, 'West', (12, 7))
Element 11: (2, (12, 7), ['.', '.', '.', ''], [(11, 5), (3, 1), (12, 9)], [False, False, False, False], 78, False, [True, True, True, False], 2369, 'North', (12, 8))
Element 12: (2, (12, 8), ['F', '', '', ''], [(12, 5), (4, 1), (11, 9)], [False, False, False, False], 76, False, [False, False, False, False], 3398, 'West', (11, 8))
Element 13: (2, (11, 8), ['F', '.', '', ''], [(12, 6), (4, 2), (10, 9)], [False, False, False, False], 74, False, [False, True, False, False], 5417, 'West', (10, 8))
Element 14: #1#
