Element 1: (3, (15, 6), ['.', '.', '.', '%'], [(13, 3), (6, 4), (13, 5)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 7))
Element 2: (3, (15, 7), ['.', '', '.', '%'], [(14, 3), (7, 4), (14, 5)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (15, 8))
Element 3: (3, (15, 8), ['.', '', '.', '%'], [(15, 3), (8, 4), (15, 5)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (15, 9))
Element 4: (3, (15, 9), ['.', '', '%', '%'], [(15, 4), (9, 4), (15, 6)], [False, False, True, True], 92, False, [True, False, False, False], 136, 'West', (14, 9))
Element 5: (3, (14, 9), ['.', '.', '%', ''], [(14, 4), (10, 4), (14, 6)], [False, False, True, False], 90, False, [True, True, False, False], 1165, 'South', (14, 8))
Element 6: (3, (14, 8), ['.', 'G', '', ''], [(13, 4), (11, 4), (14, 7)], [False, False, False, False], 88, False, [True, False, False, False], 2194, 'West', (13, 8))
Element 7: (3, (13, 8), ['.', 'G', '.', ''], [(12, 4), (11, 5), (13, 7)], [False, False, False, False], 86, False, [True, False, True, False], 2233, 'North', (13, 9))
Element 8: (3, (13, 9), ['.', '', '%', ''], [(12, 3), (11, 6), (13, 6)], [False, False, True, False], 84, False, [True, False, False, False], 2272, 'West', (12, 9))
Element 9: (3, (12, 9), ['F', '.', '%', ''], [(11, 3), (12, 6), (13, 7)], [False, False, True, False], 82, False, [False, True, False, False], 2301, 'West', (11, 9))
Element 10: (3, (11, 9), ['F', 'F', '%', ''], [(10, 3), (12, 7), (13, 6)], [False, False, True, False], 80, False, [False, False, False, False], 3320, 'South', (11, 8))
Element 11: (3, (11, 8), ['F', '.', '', 'G'], [(10, 2), (12, 8), (13, 7)], [False, False, False, False], 78, False, [False, True, False, False], 4339, 'West', (10, 8))
Element 12: (3, (10, 8), ['.', '.', 'F', ''], [(10, 1), (13, 8), (12, 7)], [False, False, False, False], 76, False, [True, True, False, False], 5348, 'North', (10, 9))
Element 13: #1#
