Element 1: (0, (3, 7), ['%', '.', '.', '.'], [(1, 9), (3, 4), (15, 9)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 7))
Element 2: (0, (4, 7), ['', '.', '.', '.'], [(1, 8), (4, 4), (15, 8)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 7))
Element 3: (0, (5, 7), ['', '.', '.', '.'], [(1, 7), (5, 4), (15, 7)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (6, 7))
Element 4: (0, (6, 7), ['', '.', '.', '.'], [(1, 6), (6, 4), (15, 6)], [False, False, False, False], 92, False, [False, True, True, True], 117, 'East', (7, 7))
Element 5: (0, (7, 7), ['', '.', '.', '.'], [(1, 5), (7, 4), (15, 5)], [False, False, False, False], 90, False, [False, True, True, True], 156, 'East', (8, 7))
Element 6: (0, (8, 7), ['', '.', '.', '.'], [(1, 4), (8, 4), (15, 4)], [False, False, False, False], 88, False, [False, True, True, True], 195, 'East', (9, 7))
Element 7: (0, (9, 7), ['', '.', '.', '.'], [(1, 3), (9, 4), (15, 3)], [False, False, False, False], 86, False, [False, True, True, True], 234, 'East', (10, 7))
Element 8: (0, (10, 7), ['', '.', 'F', '.'], [(1, 2), (10, 4), (15, 2)], [False, False, False, False], 84, False, [False, True, False, True], 1263, 'North', (10, 8))
Element 9: (0, (10, 8), ['.', '', 'F', 'F'], [(1, 1), (11, 4), (15, 3)], [False, False, False, False], 82, False, [True, False, False, False], 3272, 'East', (11, 8))
Element 10: (0, (11, 8), ['', '.', 'F', '.'], [(2, 1), (12, 4), (14, 3)], [False, False, False, False], 80, False, [False, True, False, True], 4301, 'North', (11, 9))
Element 11: (0, (11, 9), ['F', '', '%', '.'], [(3, 1), (13, 4), (14, 4)], [False, False, True, False], 78, False, [False, False, False, True], 5330, 'West', (10, 9))
Element 12: #1#
