Element 1: (2, (12, 6), ['.', '.', '.', '.'], [(4, 4), (9, 2), (14, 6)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (13, 6))
Element 2: (2, (13, 6), ['', '.', '.', ''], [(5, 4), (10, 2), (15, 6)], [False, False, False, False], 96, False, [False, True, True, False], 58, 'North', (13, 7))
Element 3: (2, (13, 7), ['.', '', '.', '.'], [(6, 4), (10, 3), (15, 7)], [False, False, False, False], 94, False, [True, False, True, True], 97, 'East', (14, 7))
Element 4: (2, (14, 7), ['', '', '.', ''], [(7, 4), (10, 4), (15, 8)], [False, False, False, False], 92, False, [False, False, True, False], 1126, 'North', (14, 8))
Element 5: (2, (14, 8), ['.', '', '.', ''], [(8, 4), (11, 4), (15, 9)], [False, False, False, False], 90, False, [True, False, True, False], 2155, 'North', (14, 9))
Element 6: (2, (14, 9), ['.', '', '%', ''], [(9, 4), (12, 4), (15, 8)], [False, False, True, False], 88, False, [True, False, False, False], 2184, 'West', (13, 9))
Element 7: (2, (13, 9), ['.', '.', '%', ''], [(9, 5), (13, 4), (15, 7)], [False, False, True, False], 86, False, [True, True, False, False], 2213, 'South', (13, 8))
Element 8: (2, (13, 8), ['.', '', '', ''], [(10, 5), (14, 4), (15, 6)], [False, False, False, False], 84, False, [True, False, False, False], 2242, 'West', (12, 8))
Element 9: (2, (12, 8), ['F', '.', '.', ''], [(11, 5), (15, 4), (15, 5)], [False, False, False, False], 82, False, [False, True, True, False], 2281, 'West', (11, 8))
Element 10: (2, (11, 8), ['F', '.', 'F', ''], [(12, 5), (15, 3), (14, 5)], [False, False, False, False], 80, False, [False, True, False, False], 3310, 'North', (11, 9))
Element 11: (2, (11, 9), ['F', '', '%', '.'], [(12, 6), (15, 2), (13, 5)], [False, False, True, False], 78, False, [False, False, False, True], 4329, 'West', (10, 9))
Element 12: (2, (10, 9), ['.', 'F', '%', ''], [(12, 7), (15, 3), (13, 6)], [False, False, True, False], 76, False, [True, False, False, False], 5338, 'South', (10, 8))
Element 13: #1#
