Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(13, 3), (4, 5), (13, 4)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(14, 3), (5, 5), (14, 4)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(15, 3), (6, 5), (15, 4)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '.', '%', '.'], [(15, 2), (7, 5), (15, 5)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '.', '%', '.'], [(15, 3), (8, 5), (15, 6)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '.', '%', '.'], [(15, 4), (9, 5), (15, 7)], [False, False, True, False], 88, False, [False, True, False, True], 184, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '.', '%', 'F'], [(15, 5), (10, 5), (15, 8)], [False, False, True, False], 86, False, [False, True, False, False], 213, 'East', (10, 9))
Element 8: (1, (10, 9), ['', 'F', '%', 'F'], [(14, 5), (10, 4), (15, 9)], [False, False, True, False], 84, False, [False, False, False, False], 2232, 'East', (11, 9))
Element 9: (1, (11, 9), ['', 'F', '%', '.'], [(14, 6), (11, 4), (14, 9)], [False, False, True, False], 82, False, [False, False, False, True], 4251, 'South', (11, 8))
Element 10: (1, (11, 8), ['F', '.', '', '.'], [(14, 7), (12, 4), (14, 8)], [False, False, False, False], 80, False, [False, True, False, True], 5280, 'West', (10, 8))
Element 11: #1#
