Element 1: (2, (3, 9), ['%', '.', '%', '.'], [(15, 9), (1, 8), (8, 3)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (4, 9))
Element 2: (2, (4, 9), ['', '.', '%', '.'], [(15, 8), (1, 7), (9, 3)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 9))
Element 3: (2, (5, 9), ['', '.', '%', '.'], [(15, 7), (1, 6), (10, 3)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (6, 9))
Element 4: (2, (6, 9), ['', '.', '%', '.'], [(15, 6), (1, 5), (10, 4)], [False, False, True, False], 92, False, [False, True, False, True], 1126, 'East', (7, 9))
Element 5: (2, (7, 9), ['', '.', '%', '.'], [(15, 5), (1, 4), (11, 4)], [False, False, True, False], 90, False, [False, True, False, True], 2155, 'East', (8, 9))
Element 6: (2, (8, 9), ['', '.', '%', '.'], [(15, 4), (1, 3), (12, 4)], [False, False, True, False], 88, False, [False, True, False, True], 2194, 'East', (9, 9))
Element 7: (2, (9, 9), ['', '.', '%', 'F'], [(15, 3), (1, 2), (13, 4)], [False, False, True, False], 86, False, [False, True, False, False], 2233, 'East', (10, 9))
Element 8: (2, (10, 9), ['', 'F', '%', 'F'], [(15, 2), (1, 1), (14, 4)], [False, False, True, False], 84, False, [False, False, False, False], 3262, 'East', (11, 9))
Element 9: (2, (11, 9), ['', 'F', '%', '.'], [(15, 3), (2, 1), (14, 5)], [False, False, True, False], 82, False, [False, False, False, True], 4281, 'South', (11, 8))
Element 10: (2, (11, 8), ['F', '.', '', '.'], [(14, 3), (3, 1), (14, 6)], [False, False, False, False], 80, False, [False, True, False, True], 5310, 'West', (10, 8))
Element 11: #1#
