Element 1: (3, (14, 1), ['.', '%', '%', '%'], [(14, 4), (10, 5), (11, 4)], [False, True, True, True], 98, False, [True, False, False, False], 1019, 'West', (13, 1))
Element 2: (3, (13, 1), ['.', '%', '.', ''], [(15, 4), (10, 4), (12, 4)], [False, True, False, False], 96, False, [True, False, True, False], 2048, 'North', (13, 2))
Element 3: (3, (13, 2), ['%', '', '.', '%'], [(15, 5), (10, 3), (12, 5)], [True, False, False, True], 94, False, [False, False, True, False], 2087, 'North', (13, 3))
Element 4: (3, (13, 3), ['.', '', '', '.'], [(15, 6), (10, 2), (13, 5)], [False, False, False, False], 92, False, [True, False, False, True], 2126, 'East', (14, 3))
Element 5: (3, (14, 3), ['', '%', '', '.'], [(15, 7), (10, 1), (14, 5)], [False, True, False, False], 90, False, [False, False, False, True], 2165, 'East', (15, 3))
Element 6: (3, (15, 3), ['', '.', '', '%'], [(15, 8), (11, 1), (14, 6)], [False, False, False, True], 88, False, [False, True, False, False], 2204, 'South', (15, 2))
Element 7: (3, (15, 2), ['%', '%', '', '%'], [(15, 9), (12, 1), (14, 7)], [True, True, False, True], 86, False, [False, False, False, False], 2243, 'North', (15, 3))
Element 8: (3, (15, 3), ['', '', '', '%'], [(14, 9), (13, 1), (14, 8)], [False, False, False, True], 84, False, [False, False, False, False], 2262, 'North', (15, 4))
Element 9: (3, (15, 4), ['', '', '', '%'], [(13, 9), (14, 1), (13, 8)], [False, False, False, True], 82, False, [False, False, False, False], 2281, 'North', (15, 5))
Element 10: (3, (15, 5), ['', '', '', '%'], [(12, 9), (13, 1), (13, 7)], [False, False, False, True], 80, False, [False, False, False, False], 2300, 'North', (15, 6))
Element 11: (3, (15, 6), ['', '', '', '%'], [(11, 9), (13, 2), (13, 6)], [False, False, False, True], 78, False, [False, False, False, False], 3309, 'North', (15, 7))
Element 12: (3, (15, 7), ['', '', '', '%'], [(11, 8), (13, 3), (12, 6)], [False, False, False, True], 76, False, [False, False, False, False], 4318, 'North', (15, 8))
Element 13: (3, (15, 8), ['', '', '', '%'], [(10, 8), (12, 3), (12, 7)], [False, False, False, True], 74, False, [False, False, False, False], 5337, 'North', (15, 9))
Element 14: #1#
