Element 1: (3, (18, 1), ['', '%', '%', '%'], [(7, 4), (14, 8), (16, 1)], [False, True, True, True], 98, False, [False, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['G', '%', '%', ''], [(8, 4), (15, 8), (16, 1)], [False, True, True, False], 96, False, [False, False, False, False], 48, 'East', (18, 1))
Element 3: (3, (18, 1), ['', '%', '%', '%'], [(9, 4), (15, 9), (16, 1)], [False, True, True, True], 94, False, [False, False, False, False], 67, 'Stop', (18, 1))
Element 4: (3, (18, 1), ['G', '%', '%', '%'], [(10, 4), (14, 9), (17, 1)], [False, True, True, True], 92, False, [False, False, False, False], 1076, 'Stop', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(11, 4), (13, 9), (16, 1)], [False, True, True, True], 90, False, [False, False, False, False], 2085, 'West', (17, 1))
Element 6: (3, (17, 1), ['G', '%', '%', ''], [(12, 4), (12, 9), (16, 1)], [False, True, True, False], 88, False, [False, False, False, False], 2104, 'East', (18, 1))
Element 7: (3, (18, 1), ['G', '%', '%', '%'], [(13, 4), (11, 9), (17, 1)], [False, True, True, True], 86, False, [False, False, False, False], 3113, 'Stop', (18, 1))
Element 8: (3, (18, 1), ['', '%', '%', '%'], [(14, 4), (11, 8), (16, 1)], [False, True, True, True], 84, False, [False, False, False, False], 4122, 'West', (17, 1))
Element 9: (3, (17, 1), ['G', '%', '%', ''], [(15, 4), (10, 8), (16, 1)], [False, True, True, False], 82, False, [False, False, False, False], 5131, 'East', (18, 1))
Element 10: #1#
