Element 1: (0, (1, 4), ['%', '.', '.', '%'], [(2, 1), (7, 8), (15, 7)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 5))
Element 2: (0, (1, 5), ['%', '', '.', '%'], [(3, 1), (8, 8), (15, 8)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (1, 6))
Element 3: (0, (1, 6), ['%', '', '.', '%'], [(4, 1), (9, 8), (15, 9)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (1, 7))
Element 4: (0, (1, 7), ['%', '', '.', '%'], [(4, 2), (10, 8), (14, 9)], [True, False, False, True], 92, False, [False, False, True, False], 1107, 'North', (1, 8))
Element 5: (0, (1, 8), ['%', '', '.', '%'], [(4, 3), (11, 8), (14, 8)], [True, False, False, True], 90, False, [False, False, True, False], 2136, 'North', (1, 9))
Element 6: (0, (1, 9), ['%', '', '%', '%'], [(5, 3), (11, 9), (14, 7)], [True, False, True, True], 88, False, [False, False, False, False], 3165, 'South', (1, 8))
Element 7: (0, (1, 8), ['%', '', '', '%'], [(6, 3), (10, 9), (14, 6)], [True, False, False, True], 86, False, [False, False, False, False], 4184, 'South', (1, 7))
Element 8: (0, (1, 7), ['%', '', '', '%'], [(7, 3), (9, 9), (15, 6)], [True, False, False, True], 84, False, [False, False, False, False], 4213, 'South', (1, 6))
Element 9: (0, (1, 6), ['%', '', '', '%'], [(8, 3), (8, 9), (15, 5)], [True, False, False, True], 82, False, [False, False, False, False], 4242, 'South', (1, 5))
Element 10: (0, (1, 5), ['%', '', '', '%'], [(9, 3), (7, 9), (15, 4)], [True, False, False, True], 80, False, [False, False, False, False], 4271, 'South', (1, 4))
Element 11: (0, (1, 4), ['%', '.', '', '%'], [(10, 3), (6, 9), (15, 3)], [True, False, False, True], 78, False, [False, True, False, False], 4300, 'South', (1, 3))
Element 12: (0, (1, 3), ['%', '.', '', '%'], [(10, 4), (6, 8), (15, 2)], [True, False, False, True], 76, False, [False, True, False, False], 5329, 'South', (1, 2))
Element 13: #1#
