Element 1: (0, (3, 6), ['%', 'G', '.', '.'], [(3, 5), (8, 7), (12, 8)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'East', (4, 6))
Element 2: (0, (4, 6), ['', 'G', '.', '.'], [(4, 5), (9, 7), (11, 8)], [False, False, False, False], 96, False, [False, False, True, True], 1029, 'East', (5, 6))
Element 3: (0, (5, 6), ['', 'G', '.', '.'], [(5, 5), (10, 7), (11, 9)], [False, False, False, False], 94, False, [False, False, True, True], 2058, 'East', (6, 6))
Element 4: (0, (6, 6), ['', 'G', '.', '.'], [(6, 5), (10, 8), (10, 9)], [False, False, False, False], 92, False, [False, False, True, True], 4077, 'East', (7, 6))
Element 5: (0, (7, 6), ['', 'G', '.', '.'], [(7, 5), (9, 8), (9, 9)], [False, False, False, False], 90, False, [False, False, True, True], 4116, 'East', (8, 6))
Element 6: (0, (8, 6), ['', 'G', '', '.'], [(8, 5), (8, 8), (8, 9)], [False, False, False, False], 88, False, [False, False, False, True], 4155, 'East', (9, 6))
Element 7: (0, (9, 6), ['', 'G', '', '.'], [(9, 5), (7, 8), (7, 9)], [False, False, False, False], 86, False, [False, False, False, True], 4194, 'East', (10, 6))
Element 8: (0, (10, 6), ['', 'G', '', '.'], [(10, 5), (7, 7), (6, 9)], [False, False, False, False], 84, False, [False, False, False, True], 4233, 'East', (11, 6))
Element 9: (0, (11, 6), ['', '.', '.', '.'], [(10, 4), (6, 7), (6, 8)], [False, False, False, False], 82, False, [False, True, True, True], 5262, 'East', (12, 6))
Element 10: #1#
