Element 1: (3, (15, 3), ['.', '.', '.', '%'], [(10, 8), (9, 6), (15, 8)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (15, 4))
Element 2: (3, (15, 4), ['.', '', '.', '%'], [(11, 8), (10, 6), (15, 9)], [False, False, False, True], 96, False, [True, False, True, False], 2048, 'North', (15, 5))
Element 3: (3, (15, 5), ['.', '', '.', '%'], [(11, 9), (11, 6), (14, 9)], [False, False, False, True], 94, False, [True, False, True, False], 3077, 'North', (15, 6))
Element 4: (3, (15, 6), ['.', '', '.', '%'], [(10, 9), (12, 6), (13, 9)], [False, False, False, True], 92, False, [True, False, True, False], 4106, 'North', (15, 7))
Element 5: (3, (15, 7), ['.', '', '', '%'], [(9, 9), (13, 6), (13, 8)], [False, False, False, True], 90, False, [True, False, False, False], 4145, 'West', (14, 7))
Element 6: (3, (14, 7), ['G', 'G', '', ''], [(9, 8), (14, 6), (13, 7)], [False, False, False, False], 88, False, [False, False, False, False], 4184, 'North', (14, 8))
Element 7: (3, (14, 8), ['', '', '', ''], [(9, 7), (14, 5), (12, 7)], [False, False, False, False], 86, False, [False, False, False, False], 4213, 'East', (15, 8))
Element 8: (3, (15, 8), ['', '', '', '%'], [(8, 7), (14, 4), (12, 8)], [False, False, False, True], 84, False, [False, False, False, False], 4242, 'North', (15, 9))
Element 9: (3, (15, 9), ['', '', '%', '%'], [(8, 8), (14, 3), (12, 9)], [False, False, True, True], 82, False, [False, False, False, False], 4271, 'West', (14, 9))
Element 10: (3, (14, 9), ['', '', '%', ''], [(8, 9), (13, 3), (11, 9)], [False, False, True, False], 80, False, [False, False, False, False], 4290, 'West', (13, 9))
Element 11: (3, (13, 9), ['', '', '%', ''], [(7, 9), (13, 4), (11, 8)], [False, False, True, False], 78, False, [False, False, False, False], 4309, 'South', (13, 8))
Element 12: (3, (13, 8), ['', '', '', ''], [(7, 8), (13, 5), (11, 7)], [False, False, False, False], 76, False, [False, False, False, False], 4338, 'South', (13, 7))
Element 13: (3, (13, 7), ['', '', '', ''], [(7, 7), (12, 5), (11, 6)], [False, False, False, False], 74, False, [False, False, False, False], 4357, 'South', (13, 6))
Element 14: (3, (13, 6), ['', '', '', ''], [(7, 6), (12, 4), (11, 5)], [False, False, False, False], 72, False, [False, False, False, False], 4386, 'East', (14, 6))
Element 15: (3, (14, 6), ['', '', '', ''], [(7, 5), (11, 4), (10, 5)], [False, False, False, False], 70, False, [False, False, False, False], 5405, 'South', (14, 5))
Element 16: #1#
