Element 1: (2, (5, 6), ['.', '.', '.', '.'], [(10, 9), (5, 8), (18, 1)], [False, False, False, False], 98, False, [True, True, True, True], 1009, 'East', (6, 6))
Element 2: (2, (6, 6), ['', '.', '.', '.'], [(11, 9), (6, 8), (17, 1)], [False, False, False, False], 96, False, [False, True, True, True], 2038, 'East', (7, 6))
Element 3: (2, (7, 6), ['', '.', '.', '.'], [(11, 8), (7, 8), (16, 1)], [False, False, False, False], 94, False, [False, True, True, True], 3067, 'East', (8, 6))
Element 4: (2, (8, 6), ['', '.', '.', '.'], [(10, 8), (8, 8), (17, 1)], [False, False, False, False], 92, False, [False, True, True, True], 4086, 'East', (9, 6))
Element 5: (2, (9, 6), ['', '.', '.', '.'], [(10, 7), (9, 8), (18, 1)], [False, False, False, False], 90, False, [False, True, True, True], 4115, 'East', (10, 6))
Element 6: (2, (10, 6), ['', '.', '', '.'], [(11, 7), (9, 7), (18, 1)], [False, False, False, False], 88, False, [False, True, False, True], 4144, 'East', (11, 6))
Element 7: (2, (11, 6), ['', '.', '', '.'], [(12, 7), (8, 7), (17, 1)], [False, False, False, False], 86, False, [False, True, False, True], 4173, 'East', (12, 6))
Element 8: (2, (12, 6), ['', '.', '', '.'], [(13, 7), (7, 7), (16, 1)], [False, False, False, False], 84, False, [False, True, False, True], 4202, 'East', (13, 6))
Element 9: (2, (13, 6), ['', '.', '', '.'], [(14, 7), (6, 7), (17, 1)], [False, False, False, False], 82, False, [False, True, False, True], 4231, 'East', (14, 6))
Element 10: (2, (14, 6), ['', '.', '', '.'], [(15, 7), (5, 7), (18, 1)], [False, False, False, False], 80, False, [False, True, False, True], 4260, 'East', (15, 6))
Element 11: (2, (15, 6), ['', '.', '', '%'], [(15, 8), (4, 7), (18, 1)], [False, False, False, True], 78, False, [False, True, False, False], 4289, 'South', (15, 5))
Element 12: (2, (15, 5), ['.', '.', '', '%'], [(15, 9), (4, 6), (17, 1)], [False, False, False, True], 76, False, [True, True, False, False], 4318, 'South', (15, 4))
Element 13: (2, (15, 4), ['.', '.', '', '%'], [(14, 9), (4, 5), (16, 1)], [False, False, False, True], 74, False, [True, True, False, False], 4347, 'South', (15, 3))
Element 14: (2, (15, 3), ['.', '.', '', '%'], [(14, 8), (5, 5), (17, 1)], [False, False, False, True], 72, False, [True, True, False, False], 4376, 'South', (15, 2))
Element 15: (2, (15, 2), ['%', '%', '', '%'], [(13, 8), (6, 5), (18, 1)], [True, True, False, True], 70, False, [False, False, False, False], 4405, 'North', (15, 3))
Element 16: (2, (15, 3), ['.', '', '', '%'], [(13, 9), (7, 5), (18, 1)], [False, False, False, True], 68, False, [True, False, False, False], 4424, 'West', (14, 3))
Element 17: (2, (14, 3), ['.', '%', '.', ''], [(12, 9), (8, 5), (17, 1)], [False, True, False, False], 66, False, [True, False, True, False], 4453, 'North', (14, 4))
Element 18: (2, (14, 4), ['.', '', '.', ''], [(12, 8), (9, 5), (16, 1)], [False, False, False, False], 64, False, [True, False, True, False], 4482, 'North', (14, 5))
Element 19: (2, (14, 5), ['.', '', '', ''], [(12, 9), (10, 5), (17, 1)], [False, False, False, False], 62, False, [True, False, False, False], 4501, 'West', (13, 5))
Element 20: (2, (13, 5), ['.', '.', '', ''], [(13, 9), (10, 4), (18, 1)], [False, False, False, False], 60, False, [True, True, False, False], 5510, 'South', (13, 4))
Element 21: #1#
