Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(1, 5), (10, 1), (17, 1)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['%', '', '.', '%'], [(1, 6), (11, 1), (18, 1)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (4, 3))
Element 3: (1, (4, 3), ['.', '', '.', '.'], [(1, 7), (12, 1), (17, 1)], [False, False, False, False], 94, False, [True, False, True, True], 77, 'East', (5, 3))
Element 4: (1, (5, 3), ['', '%', '.', '.'], [(1, 8), (13, 1), (16, 1)], [False, True, False, False], 92, False, [False, False, True, True], 116, 'East', (6, 3))
Element 5: (1, (6, 3), ['', '.', '.', '.'], [(1, 9), (14, 1), (17, 1)], [False, False, False, False], 90, False, [False, True, True, True], 145, 'East', (7, 3))
Element 6: (1, (7, 3), ['', '.', '.', '.'], [(1, 8), (13, 1), (17, 1)], [False, False, False, False], 88, False, [False, True, True, True], 154, 'East', (8, 3))
Element 7: (1, (8, 3), ['', '.', '.', '.'], [(1, 7), (13, 2), (18, 1)], [False, False, False, False], 86, False, [False, True, True, True], 173, 'East', (9, 3))
Element 8: (1, (9, 3), ['', '.', '.', '.'], [(1, 6), (13, 3), (17, 1)], [False, False, False, False], 84, False, [False, True, True, True], 192, 'East', (10, 3))
Element 9: (1, (10, 3), ['', '.', 'F', '.'], [(1, 5), (14, 3), (16, 1)], [False, False, False, False], 82, False, [False, True, False, True], 211, 'North', (10, 4))
Element 10: (1, (10, 4), ['.', '', '.', 'F'], [(1, 4), (15, 3), (17, 1)], [False, False, False, False], 80, False, [True, False, True, False], 1220, 'East', (11, 4))
Element 11: (1, (11, 4), ['', '.', '.', '.'], [(1, 3), (15, 4), (17, 1)], [False, False, False, False], 78, False, [False, True, True, True], 2239, 'East', (12, 4))
Element 12: (1, (12, 4), ['', '.', '.', '.'], [(1, 2), (15, 5), (18, 1)], [False, False, False, False], 76, False, [False, True, True, True], 2268, 'East', (13, 4))
Element 13: (1, (13, 4), ['', '', '.', '.'], [(1, 1), (15, 6), (17, 1)], [False, False, False, False], 74, False, [False, False, True, True], 2297, 'East', (14, 4))
Element 14: (1, (14, 4), ['', '', '.', ''], [(2, 1), (15, 7), (16, 1)], [False, False, False, False], 72, False, [False, False, True, False], 2326, 'North', (14, 5))
Element 15: (1, (14, 5), ['.', '', '.', ''], [(3, 1), (15, 8), (17, 1)], [False, False, False, False], 70, False, [True, False, True, False], 2355, 'North', (14, 6))
Element 16: (1, (14, 6), ['.', '', '.', ''], [(4, 1), (15, 9), (17, 1)], [False, False, False, False], 68, False, [True, False, True, False], 2374, 'North', (14, 7))
Element 17: (1, (14, 7), ['.', '', '.', ''], [(4, 2), (14, 9), (18, 1)], [False, False, False, False], 66, False, [True, False, True, False], 2393, 'North', (14, 8))
Element 18: (1, (14, 8), ['.', '', '', ''], [(4, 3), (13, 9), (17, 1)], [False, False, False, False], 64, False, [True, False, False, False], 2412, 'West', (13, 8))
Element 19: (1, (13, 8), ['.', '.', '', ''], [(4, 4), (12, 9), (16, 1)], [False, False, False, False], 62, False, [True, True, False, False], 2441, 'South', (13, 7))
Element 20: (1, (13, 7), ['.', '.', '', ''], [(5, 4), (11, 9), (17, 1)], [False, False, False, False], 60, False, [True, True, False, False], 3460, 'South', (13, 6))
Element 21: (1, (13, 6), ['.', '.', '', ''], [(6, 4), (11, 8), (17, 1)], [False, False, False, False], 58, False, [True, True, False, False], 4479, 'South', (13, 5))
Element 22: (1, (13, 5), ['.', '', '', ''], [(7, 4), (10, 8), (18, 1)], [False, False, False, False], 56, False, [True, False, False, False], 5498, 'West', (12, 5))
Element 23: #1#
