Element 1: (1, (1, 3), ['%', '.', '.', '%'], [(9, 1), (6, 1), (9, 3)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 4))
Element 2: (1, (1, 4), ['%', '', '.', '%'], [(10, 1), (7, 1), (10, 3)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 5))
Element 3: (1, (1, 5), ['%', '', '.', '%'], [(11, 1), (7, 2), (10, 4)], [True, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (1, 6))
Element 4: (1, (1, 6), ['%', '', '.', '%'], [(12, 1), (8, 2), (11, 4)], [True, False, False, True], 92, False, [False, False, True, False], 2106, 'North', (1, 7))
Element 5: (1, (1, 7), ['%', '', '.', '%'], [(13, 1), (9, 2), (12, 4)], [True, False, False, True], 90, False, [False, False, True, False], 2145, 'North', (1, 8))
Element 6: (1, (1, 8), ['%', '', '.', '%'], [(14, 1), (10, 2), (13, 4)], [True, False, False, True], 88, False, [False, False, True, False], 2184, 'North', (1, 9))
Element 7: (1, (1, 9), ['%', '', '%', '%'], [(13, 1), (10, 3), (14, 4)], [True, False, True, True], 86, False, [False, False, False, False], 2203, 'South', (1, 8))
Element 8: (1, (1, 8), ['%', '', '', '%'], [(13, 2), (11, 3), (15, 4)], [True, False, False, True], 84, False, [False, False, False, False], 2232, 'South', (1, 7))
Element 9: (1, (1, 7), ['%', '', '', '%'], [(13, 3), (12, 3), (15, 5)], [True, False, False, True], 82, False, [False, False, False, False], 2261, 'South', (1, 6))
Element 10: (1, (1, 6), ['%', '', '', '%'], [(14, 3), (12, 4), (15, 6)], [True, False, False, True], 80, False, [False, False, False, False], 2280, 'South', (1, 5))
Element 11: (1, (1, 5), ['%', '', '', '%'], [(15, 3), (12, 5), (15, 7)], [True, False, False, True], 78, False, [False, False, False, False], 2309, 'South', (1, 4))
Element 12: (1, (1, 4), ['%', '', '', '%'], [(15, 2), (13, 5), (15, 8)], [True, False, False, True], 76, False, [False, False, False, False], 2338, 'South', (1, 3))
Element 13: (1, (1, 3), ['%', '.', '', '%'], [(15, 3), (14, 5), (15, 9)], [True, False, False, True], 74, False, [False, True, False, False], 2357, 'South', (1, 2))
Element 14: (1, (1, 2), ['%', '.', '', '%'], [(15, 4), (14, 6), (14, 9)], [True, False, False, True], 72, False, [False, True, False, False], 2386, 'South', (1, 1))
Element 15: (1, (1, 1), ['%', '%', '', '.'], [(15, 5), (14, 7), (14, 8)], [True, True, False, False], 70, False, [False, False, False, True], 2415, 'East', (2, 1))
Element 16: (1, (2, 1), ['', '%', '%', '.'], [(15, 6), (13, 7), (13, 8)], [False, True, True, False], 68, False, [False, False, False, True], 2444, 'East', (3, 1))
Element 17: (1, (3, 1), ['', '%', '%', '.'], [(15, 7), (13, 6), (13, 9)], [False, True, True, False], 66, False, [False, False, False, True], 2473, 'East', (4, 1))
Element 18: (1, (4, 1), ['', '%', '.', '%'], [(15, 8), (12, 6), (12, 9)], [False, True, False, True], 64, False, [False, False, True, False], 2502, 'North', (4, 2))
Element 19: (1, (4, 2), ['%', '', '.', '%'], [(15, 9), (12, 7), (11, 9)], [True, False, False, True], 62, False, [False, False, True, False], 3521, 'North', (4, 3))
Element 20: (1, (4, 3), ['.', '', '.', '.'], [(14, 9), (12, 8), (11, 8)], [False, False, False, False], 60, False, [True, False, True, True], 4540, 'East', (5, 3))
Element 21: (1, (5, 3), ['', '%', '.', '.'], [(14, 8), (13, 8), (10, 8)], [False, True, False, False], 58, False, [False, False, True, True], 5549, 'East', (6, 3))
Element 22: #1#
