Element 1: (0, (8, 1), ['.', '%', '.', '.'], [(1, 5), (12, 6), (15, 3)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', '.', '.'], [(1, 6), (13, 6), (15, 4)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', '.'], [(1, 7), (14, 6), (15, 5)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '%', '.'], [(1, 8), (15, 6), (14, 5)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '%', '.'], [(1, 9), (15, 7), (14, 4)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '.', '.'], [(1, 8), (15, 8), (14, 3)], [False, True, False, False], 88, False, [False, False, True, True], 185, 'East', (14, 1))
Element 7: (0, (14, 1), ['', '%', '%', '%'], [(1, 7), (15, 9), (13, 3)], [False, True, True, True], 86, False, [False, False, False, False], 214, 'West', (13, 1))
Element 8: (0, (13, 1), ['', '%', '.', ''], [(1, 6), (14, 9), (13, 4)], [False, True, False, False], 84, False, [False, False, True, False], 233, 'North', (13, 2))
Element 9: (0, (13, 2), ['%', '', '', '%'], [(1, 5), (14, 8), (13, 5)], [True, False, False, True], 82, False, [False, False, False, False], 262, 'North', (13, 3))
Element 10: (0, (13, 3), ['.', '', '', ''], [(1, 4), (14, 7), (12, 5)], [False, False, False, False], 80, False, [True, False, False, False], 291, 'West', (12, 3))
Element 11: (0, (12, 3), ['.', '%', 'G', ''], [(1, 3), (13, 7), (12, 4)], [False, True, False, False], 78, False, [True, False, False, False], 330, 'West', (11, 3))
Element 12: (0, (11, 3), ['.', '%', 'G', ''], [(1, 2), (13, 8), (11, 4)], [False, True, False, False], 76, False, [True, False, False, False], 1359, 'West', (10, 3))
Element 13: (0, (10, 3), ['.', '.', 'G', ''], [(1, 1), (13, 9), (10, 4)], [False, False, False, False], 74, False, [True, True, False, False], 2388, 'South', (10, 2))
Element 14: (0, (10, 2), ['.', '', '', '%'], [(2, 1), (12, 9), (10, 5)], [False, False, False, True], 72, False, [True, False, False, False], 2427, 'West', (9, 2))
Element 15: (0, (9, 2), ['.', '', '.', ''], [(3, 1), (11, 9), (11, 5)], [False, False, False, False], 70, False, [True, False, True, False], 3456, 'North', (9, 3))
Element 16: (0, (9, 3), ['.', '', '.', ''], [(4, 1), (11, 8), (11, 6)], [False, False, False, False], 68, False, [True, False, True, False], 4485, 'North', (9, 4))
Element 17: (0, (9, 4), ['.', '', '.', ''], [(4, 2), (10, 8), (11, 7)], [False, False, False, False], 66, False, [True, False, True, False], 5514, 'North', (9, 5))
Element 18: #1#
