Element 1: (0, (4, 9), ['.', '.', '%', '.'], [(6, 1), (9, 8), (12, 3)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (5, 9))
Element 2: (0, (5, 9), ['', '.', '%', '.'], [(7, 1), (10, 8), (13, 3)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (6, 9))
Element 3: (0, (6, 9), ['', '.', '%', '.'], [(8, 1), (11, 8), (14, 3)], [False, False, True, False], 94, False, [False, True, False, True], 2058, 'East', (7, 9))
Element 4: (0, (7, 9), ['', '.', '%', '.'], [(9, 1), (11, 9), (15, 3)], [False, False, True, False], 92, False, [False, True, False, True], 3087, 'East', (8, 9))
Element 5: (0, (8, 9), ['', '.', '%', '.'], [(10, 1), (10, 9), (15, 4)], [False, False, True, False], 90, False, [False, True, False, True], 4116, 'East', (9, 9))
Element 6: (0, (9, 9), ['', '', '%', ''], [(11, 1), (11, 9), (15, 5)], [False, False, True, False], 88, False, [False, False, False, False], 4145, 'East', (10, 9))
Element 7: (0, (10, 9), ['', '', '%', ''], [(12, 1), (12, 9), (15, 6)], [False, False, True, False], 86, False, [False, False, False, False], 4174, 'East', (11, 9))
Element 8: (0, (11, 9), ['', '', '%', ''], [(13, 1), (13, 9), (15, 7)], [False, False, True, False], 84, False, [False, False, False, False], 4203, 'East', (12, 9))
Element 9: (0, (12, 9), ['', '.', '%', ''], [(14, 1), (14, 9), (15, 8)], [False, False, True, False], 82, False, [False, True, False, False], 4232, 'South', (12, 8))
Element 10: (0, (12, 8), ['', '.', '', '.'], [(13, 1), (15, 9), (14, 8)], [False, False, False, False], 80, False, [False, True, False, True], 4261, 'East', (13, 8))
Element 11: (0, (13, 8), ['', '.', '', ''], [(13, 2), (15, 8), (14, 7)], [False, False, False, False], 78, False, [False, True, False, False], 4290, 'South', (13, 7))
Element 12: (0, (13, 7), ['.', '.', '', ''], [(13, 3), (15, 7), (14, 6)], [False, False, False, False], 76, False, [True, True, False, False], 4309, 'South', (13, 6))
Element 13: (0, (13, 6), ['.', '.', '', ''], [(13, 4), (15, 6), (14, 5)], [False, False, False, False], 74, False, [True, True, False, False], 4338, 'South', (13, 5))
Element 14: (0, (13, 5), ['.', '', '', ''], [(14, 4), (15, 5), (14, 6)], [False, False, False, False], 72, False, [True, False, False, False], 4357, 'West', (12, 5))
Element 15: (0, (12, 5), ['.', '.', '.', ''], [(15, 4), (14, 5), (14, 7)], [False, False, False, False], 70, False, [True, True, True, False], 4366, 'North', (12, 6))
Element 16: (0, (12, 6), ['.', '', '.', ''], [(15, 5), (14, 6), (14, 8)], [False, False, False, False], 68, False, [True, False, True, False], 4375, 'North', (12, 7))
Element 17: (0, (12, 7), ['.', '', '', ''], [(15, 6), (14, 7), (14, 9)], [False, False, False, False], 66, False, [True, False, False, False], 4384, 'West', (11, 7))
Element 18: (0, (11, 7), ['.', '.', '', ''], [(15, 7), (14, 8), (15, 9)], [False, False, False, False], 64, False, [True, True, False, False], 4393, 'South', (11, 6))
Element 19: (0, (11, 6), ['.', '.', '', ''], [(15, 8), (13, 8), (14, 9)], [False, False, False, False], 62, False, [True, True, False, False], 4402, 'South', (11, 5))
Element 20: (0, (11, 5), ['.', 'F', '', ''], [(15, 9), (13, 7), (13, 9)], [False, False, False, False], 60, False, [True, False, False, False], 4411, 'South', (11, 4))
Element 21: (0, (11, 4), ['F', '.', '', '.'], [(14, 9), (13, 6), (13, 8)], [False, False, False, False], 58, False, [False, True, False, True], 5410, 'West', (10, 4))
Element 22: #1#
