Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(13, 3), (12, 6), (18, 1)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(14, 3), (13, 6), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(15, 3), (14, 6), (16, 1)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '.', '%', '.'], [(15, 4), (15, 6), (17, 1)], [False, False, True, False], 92, False, [False, True, False, True], 116, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '.', '%', '.'], [(15, 5), (15, 7), (18, 1)], [False, False, True, False], 90, False, [False, True, False, True], 145, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '.', '%', '.'], [(14, 5), (15, 8), (18, 1)], [False, False, True, False], 88, False, [False, True, False, True], 174, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '.', '%', 'F'], [(14, 4), (15, 9), (17, 1)], [False, False, True, False], 86, False, [False, True, False, False], 203, 'East', (10, 9))
Element 8: (1, (10, 9), ['', 'F', '%', 'F'], [(13, 4), (14, 9), (16, 1)], [False, False, True, False], 84, False, [False, False, False, False], 1222, 'East', (11, 9))
Element 9: (1, (11, 9), ['', 'F', '%', '.'], [(13, 5), (14, 8), (17, 1)], [False, False, True, False], 82, False, [False, False, False, True], 2241, 'South', (11, 8))
Element 10: (1, (11, 8), ['F', '.', '', '.'], [(12, 5), (14, 7), (18, 1)], [False, False, False, False], 80, False, [False, True, False, True], 3260, 'West', (10, 8))
Element 11: (1, (10, 8), ['.', '.', '', ''], [(12, 4), (13, 7), (18, 1)], [False, False, False, False], 78, False, [True, True, False, False], 4279, 'South', (10, 7))
Element 12: (1, (10, 7), ['.', '.', '', '.'], [(11, 4), (13, 8), (17, 1)], [False, False, False, False], 76, False, [True, True, False, True], 5298, 'East', (11, 7))
Element 13: #1#
