Element 1: (0, (3, 5), ['%', '.', '.', '.'], [(8, 1), (9, 5), (11, 5)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 5))
Element 2: (0, (4, 5), ['', '.', '.', '.'], [(9, 1), (10, 5), (11, 4)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (5, 5))
Element 3: (0, (5, 5), ['', '.', '.', '.'], [(10, 1), (10, 4), (12, 4)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (6, 5))
Element 4: (0, (6, 5), ['', '.', '.', '.'], [(11, 1), (10, 3), (13, 4)], [False, False, False, False], 92, False, [False, True, True, True], 2097, 'East', (7, 5))
Element 5: (0, (7, 5), ['', '.', '.', '.'], [(12, 1), (11, 3), (14, 4)], [False, False, False, False], 90, False, [False, True, True, True], 2136, 'East', (8, 5))
Element 6: (0, (8, 5), ['', '.', '.', ''], [(13, 1), (12, 3), (15, 4)], [False, False, False, False], 88, False, [False, True, True, False], 2175, 'North', (8, 6))
Element 7: (0, (8, 6), ['.', '', '.', '.'], [(14, 1), (13, 3), (15, 5)], [False, False, False, False], 86, False, [True, False, True, True], 2214, 'East', (9, 6))
Element 8: (0, (9, 6), ['', '', '.', '.'], [(13, 1), (14, 3), (15, 6)], [False, False, False, False], 84, False, [False, False, True, True], 2243, 'East', (10, 6))
Element 9: (0, (10, 6), ['', '', '.', '.'], [(13, 2), (15, 3), (15, 7)], [False, False, False, False], 82, False, [False, False, True, True], 2282, 'East', (11, 6))
Element 10: (0, (11, 6), ['', '', '.', '.'], [(13, 3), (15, 2), (15, 8)], [False, False, False, False], 80, False, [False, False, True, True], 2311, 'East', (12, 6))
Element 11: (0, (12, 6), ['', '.', '.', '.'], [(14, 3), (15, 3), (15, 9)], [False, False, False, False], 78, False, [False, True, True, True], 2330, 'East', (13, 6))
Element 12: (0, (13, 6), ['', '.', '.', '.'], [(14, 4), (15, 4), (14, 9)], [False, False, False, False], 76, False, [False, True, True, True], 2349, 'East', (14, 6))
Element 13: (0, (14, 6), ['', 'G', '.', ''], [(14, 5), (15, 5), (14, 8)], [False, False, False, False], 74, False, [False, False, True, False], 2378, 'North', (14, 7))
Element 14: (0, (14, 7), ['.', '', '', ''], [(13, 5), (15, 6), (13, 8)], [False, False, False, False], 72, False, [True, False, False, False], 2407, 'West', (13, 7))
Element 15: (0, (13, 7), ['.', '', '', ''], [(12, 5), (15, 7), (13, 9)], [False, False, False, False], 70, False, [True, False, False, False], 2436, 'West', (12, 7))
Element 16: (0, (12, 7), ['.', 'G', '.', ''], [(12, 6), (15, 8), (12, 9)], [False, False, False, False], 68, False, [True, False, True, False], 2455, 'North', (12, 8))
Element 17: (0, (12, 8), ['F', '', '', ''], [(13, 6), (15, 9), (11, 9)], [False, False, False, False], 66, False, [False, False, False, False], 3464, 'West', (11, 8))
Element 18: (0, (11, 8), ['F', '.', '', ''], [(14, 6), (14, 9), (10, 9)], [False, False, False, False], 64, False, [False, True, False, False], 5463, 'West', (10, 8))
Element 19: #1#
