Element 1: (3, (15, 7), ['.', '.', '.', '%'], [(5, 6), (9, 7), (14, 8)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 8))
Element 2: (3, (15, 8), ['', '', '.', '%'], [(6, 6), (10, 7), (14, 9)], [False, False, False, True], 96, False, [False, False, True, False], 68, 'North', (15, 9))
Element 3: (3, (15, 9), ['', '', '%', '%'], [(7, 6), (10, 8), (13, 9)], [False, False, True, True], 94, False, [False, False, False, False], 1097, 'West', (14, 9))
Element 4: (3, (14, 9), ['', '', '%', ''], [(8, 6), (11, 8), (12, 9)], [False, False, True, False], 92, False, [False, False, False, False], 2116, 'South', (14, 8))
Element 5: (3, (14, 8), ['', '.', '', ''], [(9, 6), (11, 9), (12, 8)], [False, False, False, False], 90, False, [False, True, False, False], 3135, 'South', (14, 7))
Element 6: (3, (14, 7), ['.', '.', '', ''], [(10, 6), (10, 9), (12, 7)], [False, False, False, False], 88, False, [True, True, False, False], 4164, 'South', (14, 6))
Element 7: (3, (14, 6), ['.', '.', '', '.'], [(11, 6), (9, 9), (13, 7)], [False, False, False, False], 86, False, [True, True, False, True], 4203, 'East', (15, 6))
Element 8: (3, (15, 6), ['', '.', '', '%'], [(12, 6), (9, 8), (13, 6)], [False, False, False, True], 84, False, [False, True, False, False], 4242, 'South', (15, 5))
Element 9: (3, (15, 5), ['.', '.', '', '%'], [(12, 5), (8, 8), (13, 5)], [False, False, False, True], 82, False, [True, True, False, False], 4281, 'South', (15, 4))
Element 10: (3, (15, 4), ['.', '.', '', '%'], [(12, 4), (8, 9), (14, 5)], [False, False, False, True], 80, False, [True, True, False, False], 4320, 'South', (15, 3))
Element 11: (3, (15, 3), ['.', '.', '', '%'], [(11, 4), (7, 9), (14, 4)], [False, False, False, True], 78, False, [True, True, False, False], 5349, 'South', (15, 2))
Element 12: #1#
