Element 1: (2, (13, 2), ['%', '.', '.', '%'], [(10, 5), (5, 4), (13, 5)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 3))
Element 2: (2, (13, 3), ['.', '', '.', '.'], [(10, 4), (6, 4), (14, 5)], [False, False, False, False], 96, False, [True, False, True, True], 1048, 'East', (14, 3))
Element 3: (2, (14, 3), ['', '%', '.', '.'], [(11, 4), (7, 4), (15, 5)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (15, 3))
Element 4: (2, (15, 3), ['', '.', '.', '%'], [(12, 4), (8, 4), (15, 6)], [False, False, False, True], 92, False, [False, True, True, False], 2116, 'North', (15, 4))
Element 5: (2, (15, 4), ['.', '', '', '%'], [(13, 4), (9, 4), (15, 7)], [False, False, False, True], 90, False, [True, False, False, False], 2155, 'West', (14, 4))
Element 6: (2, (14, 4), ['', '', '', ''], [(13, 5), (9, 3), (15, 8)], [False, False, False, False], 88, False, [False, False, False, False], 2184, 'North', (14, 5))
Element 7: (2, (14, 5), ['', '', '.', ''], [(13, 6), (10, 3), (15, 9)], [False, False, False, False], 86, False, [False, False, True, False], 2213, 'North', (14, 6))
Element 8: (2, (14, 6), ['', '', '.', ''], [(13, 7), (11, 3), (14, 9)], [False, False, False, False], 84, False, [False, False, True, False], 2252, 'North', (14, 7))
Element 9: (2, (14, 7), ['', '', 'G', ''], [(13, 8), (12, 3), (14, 8)], [False, False, False, False], 82, False, [False, False, False, False], 2291, 'East', (15, 7))
Element 10: (2, (15, 7), ['G', '', '', '%'], [(13, 9), (13, 3), (14, 7)], [False, False, False, True], 80, False, [False, False, False, False], 2300, 'North', (15, 8))
Element 11: (2, (15, 8), ['', '', '', '%'], [(12, 9), (14, 3), (14, 6)], [False, False, False, True], 78, False, [False, False, False, False], 2309, 'North', (15, 9))
Element 12: (2, (15, 9), ['', '', '%', '%'], [(11, 9), (15, 3), (13, 6)], [False, False, True, True], 76, False, [False, False, False, False], 3308, 'West', (14, 9))
Element 13: (2, (14, 9), ['', '', '%', ''], [(11, 8), (15, 2), (12, 6)], [False, False, True, False], 74, False, [False, False, False, False], 4327, 'South', (14, 8))
Element 14: (2, (14, 8), ['', '', '', ''], [(10, 8), (15, 3), (12, 7)], [False, False, False, False], 72, False, [False, False, False, False], 5336, 'West', (13, 8))
Element 15: #1#
