Element 1: (3, (17, 1), ['.', '%', '%', '.'], [(15, 6), (6, 6), (6, 9)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (18, 1))
Element 2: (3, (18, 1), ['', '%', '%', '%'], [(15, 7), (7, 6), (7, 9)], [False, True, True, True], 96, False, [False, False, False, False], 68, 'West', (17, 1))
Element 3: (3, (17, 1), ['.', '%', '%', ''], [(15, 8), (8, 6), (8, 9)], [False, True, True, False], 94, False, [True, False, False, False], 97, 'West', (16, 1))
Element 4: (3, (16, 1), ['%', '%', '%', ''], [(15, 9), (9, 6), (9, 9)], [True, True, True, False], 92, False, [False, False, False, False], 136, 'East', (17, 1))
Element 5: (3, (17, 1), ['', '%', '%', ''], [(14, 9), (10, 6), (10, 9)], [False, True, True, False], 90, False, [False, False, False, False], 1155, 'Stop', (17, 1))
Element 6: (3, (17, 1), ['', '%', '%', ''], [(14, 8), (11, 6), (11, 9)], [False, True, True, False], 88, False, [False, False, False, False], 2174, 'East', (18, 1))
Element 7: (3, (18, 1), ['', '%', '%', '%'], [(14, 7), (12, 6), (11, 8)], [False, True, True, True], 86, False, [False, False, False, False], 3193, 'West', (17, 1))
Element 8: (3, (17, 1), ['', '%', '%', ''], [(13, 7), (13, 6), (10, 8)], [False, True, True, False], 84, False, [False, False, False, False], 4212, 'West', (16, 1))
Element 9: (3, (16, 1), ['%', '%', '%', ''], [(13, 8), (13, 5), (10, 7)], [True, True, True, False], 82, False, [False, False, False, False], 4241, 'East', (17, 1))
Element 10: (3, (17, 1), ['', '%', '%', ''], [(13, 9), (14, 5), (11, 7)], [False, True, True, False], 80, False, [False, False, False, False], 4270, 'Stop', (17, 1))
Element 11: (3, (17, 1), ['', '%', '%', ''], [(12, 9), (15, 5), (12, 7)], [False, True, True, False], 78, False, [False, False, False, False], 4299, 'East', (18, 1))
Element 12: (3, (18, 1), ['', '%', '%', '%'], [(12, 8), (15, 4), (13, 7)], [False, True, True, True], 76, False, [False, False, False, False], 4318, 'West', (17, 1))
Element 13: (3, (17, 1), ['', '%', '%', ''], [(12, 7), (15, 3), (14, 7)], [False, True, True, False], 74, False, [False, False, False, False], 4327, 'West', (16, 1))
Element 14: (3, (16, 1), ['%', '%', '%', ''], [(12, 6), (15, 2), (15, 7)], [True, True, True, False], 72, False, [False, False, False, False], 4336, 'East', (17, 1))
Element 15: (3, (17, 1), ['', '%', '%', ''], [(12, 5), (15, 3), (15, 8)], [False, True, True, False], 70, False, [False, False, False, False], 4345, 'Stop', (17, 1))
Element 16: (3, (17, 1), ['', '%', '%', ''], [(12, 4), (14, 3), (15, 9)], [False, True, True, False], 68, False, [False, False, False, False], 4364, 'East', (18, 1))
Element 17: (3, (18, 1), ['', '%', '%', '%'], [(11, 4), (14, 4), (14, 9)], [False, True, True, True], 66, False, [False, False, False, False], 5373, 'West', (17, 1))
Element 18: #1#
