Element 1: (0, (1, 6), ['%', '.', '.', '%'], [(4, 7), (9, 9), (14, 5)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 7))
Element 2: (0, (1, 7), ['%', '', '.', '%'], [(5, 7), (10, 9), (15, 5)], [True, False, False, True], 96, False, [False, False, True, False], 1029, 'North', (1, 8))
Element 3: (0, (1, 8), ['%', '', '.', '%'], [(6, 7), (11, 9), (15, 6)], [True, False, False, True], 94, False, [False, False, True, False], 2058, 'North', (1, 9))
Element 4: (0, (1, 9), ['%', '', '%', '%'], [(7, 7), (11, 8), (15, 7)], [True, False, True, True], 92, False, [False, False, False, False], 3087, 'South', (1, 8))
Element 5: (0, (1, 8), ['%', '', '', '%'], [(8, 7), (10, 8), (15, 8)], [True, False, False, True], 90, False, [False, False, False, False], 4106, 'South', (1, 7))
Element 6: (0, (1, 7), ['%', '', '', '%'], [(9, 7), (10, 7), (15, 9)], [True, False, False, True], 88, False, [False, False, False, False], 4135, 'South', (1, 6))
Element 7: (0, (1, 6), ['%', '.', '', '%'], [(9, 8), (11, 7), (14, 9)], [True, False, False, True], 86, False, [False, True, False, False], 4164, 'South', (1, 5))
Element 8: (0, (1, 5), ['%', '.', '', '%'], [(8, 8), (12, 7), (14, 8)], [True, False, False, True], 84, False, [False, True, False, False], 4203, 'South', (1, 4))
Element 9: (0, (1, 4), ['%', '.', '', '%'], [(8, 9), (13, 7), (14, 7)], [True, False, False, True], 82, False, [False, True, False, False], 4242, 'South', (1, 3))
Element 10: (0, (1, 3), ['%', '.', '', '%'], [(7, 9), (13, 8), (14, 6)], [True, False, False, True], 80, False, [False, True, False, False], 4281, 'South', (1, 2))
Element 11: (0, (1, 2), ['%', '.', '', '%'], [(7, 8), (13, 9), (13, 6)], [True, False, False, True], 78, False, [False, True, False, False], 4320, 'South', (1, 1))
Element 12: (0, (1, 1), ['%', '%', '', '.'], [(6, 8), (12, 9), (13, 5)], [True, True, False, False], 76, False, [False, False, False, True], 4359, 'East', (2, 1))
Element 13: (0, (2, 1), ['', '%', '%', '.'], [(6, 9), (12, 8), (13, 4)], [False, True, True, False], 74, False, [False, False, False, True], 4398, 'East', (3, 1))
Element 14: (0, (3, 1), ['', '%', '%', '.'], [(5, 9), (12, 9), (14, 4)], [False, True, True, False], 72, False, [False, False, False, True], 4427, 'East', (4, 1))
Element 15: (0, (4, 1), ['', '%', '.', '%'], [(5, 8), (13, 9), (15, 4)], [False, True, False, True], 70, False, [False, False, True, False], 4456, 'North', (4, 2))
Element 16: (0, (4, 2), ['%', '', '.', '%'], [(4, 8), (14, 9), (15, 3)], [True, False, False, True], 68, False, [False, False, True, False], 4485, 'North', (4, 3))
Element 17: (0, (4, 3), ['.', '', '.', '.'], [(4, 9), (15, 9), (15, 2)], [False, False, False, False], 66, False, [True, False, True, True], 4514, 'East', (5, 3))
Element 18: (0, (5, 3), ['', '%', '.', '.'], [(3, 9), (15, 8), (15, 3)], [False, True, False, False], 64, False, [False, False, True, True], 4533, 'East', (6, 3))
Element 19: (0, (6, 3), ['', '.', '.', '.'], [(3, 8), (15, 7), (14, 3)], [False, False, False, False], 62, False, [False, True, True, True], 4562, 'East', (7, 3))
Element 20: (0, (7, 3), ['', '.', '.', '.'], [(3, 7), (15, 6), (13, 3)], [False, False, False, False], 60, False, [False, True, True, True], 4591, 'East', (8, 3))
Element 21: (0, (8, 3), ['', '.', '.', '.'], [(3, 6), (15, 5), (13, 2)], [False, False, False, False], 58, False, [False, True, True, True], 4620, 'East', (9, 3))
Element 22: (0, (9, 3), ['', '.', '.', '.'], [(4, 6), (15, 4), (13, 1)], [False, False, False, False], 56, False, [False, True, True, True], 4649, 'East', (10, 3))
Element 23: (0, (10, 3), ['', '.', 'F', '.'], [(5, 6), (15, 3), (14, 1)], [False, False, False, False], 54, False, [False, True, False, True], 4678, 'North', (10, 4))
Element 24: (0, (10, 4), ['.', '', '.', 'F'], [(6, 6), (15, 2), (13, 1)], [False, False, False, False], 52, False, [True, False, True, False], 5687, 'East', (11, 4))
Element 25: #1#
