Element 1: (0, (2, 1), ['.', '%', '%', '.'], [(7, 1), (8, 7), (9, 7)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (3, 1))
Element 2: (0, (3, 1), ['', '%', '%', '.'], [(8, 1), (8, 8), (10, 7)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (4, 1))
Element 3: (0, (4, 1), ['', '%', '.', '%'], [(9, 1), (9, 8), (10, 8)], [False, True, False, True], 94, False, [False, False, True, False], 1068, 'North', (4, 2))
Element 4: (0, (4, 2), ['%', '', '.', '%'], [(10, 1), (9, 9), (11, 8)], [True, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (4, 3))
Element 5: (0, (4, 3), ['.', '', '.', '.'], [(11, 1), (10, 9), (11, 9)], [False, False, False, False], 90, False, [True, False, True, True], 4116, 'East', (5, 3))
Element 6: (0, (5, 3), ['', '%', '.', '.'], [(12, 1), (10, 8), (12, 9)], [False, True, False, False], 88, False, [False, False, True, True], 4145, 'East', (6, 3))
Element 7: (0, (6, 3), ['', '.', '.', '.'], [(13, 1), (11, 8), (13, 9)], [False, False, False, False], 86, False, [False, True, True, True], 4174, 'East', (7, 3))
Element 8: (0, (7, 3), ['', '.', '.', '.'], [(14, 1), (12, 8), (14, 9)], [False, False, False, False], 84, False, [False, True, True, True], 4213, 'East', (8, 3))
Element 9: (0, (8, 3), ['', '.', '.', '.'], [(13, 1), (13, 8), (15, 9)], [False, False, False, False], 82, False, [False, True, True, True], 4242, 'East', (9, 3))
Element 10: (0, (9, 3), ['', '.', '.', '.'], [(13, 2), (14, 8), (15, 8)], [False, False, False, False], 80, False, [False, True, True, True], 4281, 'East', (10, 3))
Element 11: (0, (10, 3), ['', '.', 'F', '.'], [(13, 3), (14, 7), (15, 7)], [False, False, False, False], 78, False, [False, True, False, True], 4320, 'North', (10, 4))
Element 12: (0, (10, 4), ['.', '', '.', 'F'], [(14, 3), (14, 6), (15, 6)], [False, False, False, False], 76, False, [True, False, True, False], 5349, 'East', (11, 4))
Element 13: #1#
