Element 1: (1, (6, 9), ['.', '.', '%', '.'], [(13, 1), (7, 6), (10, 6)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (7, 9))
Element 2: (1, (7, 9), ['', '.', '%', '.'], [(14, 1), (8, 6), (11, 6)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (8, 9))
Element 3: (1, (8, 9), ['', '.', '%', '.'], [(13, 1), (9, 6), (12, 6)], [False, False, True, False], 94, False, [False, True, False, True], 77, 'East', (9, 9))
Element 4: (1, (9, 9), ['', '.', '%', 'F'], [(13, 2), (9, 7), (13, 6)], [False, False, True, False], 92, False, [False, True, False, False], 116, 'East', (10, 9))
Element 5: (1, (10, 9), ['', 'F', '%', 'F'], [(13, 3), (10, 7), (14, 6)], [False, False, True, False], 90, False, [False, False, False, False], 1145, 'East', (11, 9))
Element 6: (1, (11, 9), ['', 'F', '%', '.'], [(14, 3), (10, 8), (15, 6)], [False, False, True, False], 88, False, [False, False, False, True], 3164, 'South', (11, 8))
Element 7: (1, (11, 8), ['', '.', '', '.'], [(15, 3), (9, 8), (15, 7)], [False, False, False, False], 86, False, [False, True, False, True], 4193, 'East', (12, 8))
Element 8: (1, (12, 8), ['', '.', '.', '.'], [(15, 4), (8, 8), (15, 8)], [False, False, False, False], 84, False, [False, True, True, True], 4232, 'East', (13, 8))
Element 9: (1, (13, 8), ['', '.', '.', '.'], [(15, 5), (8, 7), (15, 9)], [False, False, False, False], 82, False, [False, True, True, True], 4271, 'East', (14, 8))
Element 10: (1, (14, 8), ['', '.', 'G', ''], [(14, 5), (7, 7), (14, 9)], [False, False, False, False], 80, False, [False, True, False, False], 4310, 'South', (14, 7))
Element 11: (1, (14, 7), ['.', '', '', ''], [(14, 4), (7, 8), (13, 9)], [False, False, False, False], 78, False, [True, False, False, False], 4349, 'West', (13, 7))
Element 12: (1, (13, 7), ['.', '', '', ''], [(13, 4), (6, 8), (12, 9)], [False, False, False, False], 76, False, [True, False, False, False], 4388, 'West', (12, 7))
Element 13: (1, (12, 7), ['.', '', 'G', ''], [(13, 5), (6, 7), (12, 8)], [False, False, False, False], 74, False, [True, False, False, False], 4417, 'West', (11, 7))
Element 14: (1, (11, 7), ['', '', '', ''], [(12, 5), (6, 6), (13, 8)], [False, False, False, False], 72, False, [False, False, False, False], 4446, 'South', (11, 6))
Element 15: (1, (11, 6), ['', '.', '', ''], [(12, 4), (6, 5), (14, 8)], [False, False, False, False], 70, False, [False, True, False, False], 4465, 'South', (11, 5))
Element 16: (1, (11, 5), ['.', 'G', '', ''], [(11, 4), (7, 5), (14, 7)], [False, False, False, False], 68, False, [True, False, False, False], 5484, 'West', (10, 5))
Element 17: #1#
