Element 1: (1, (3, 3), ['%', '%', '.', '.'], [(6, 6), (4, 4), (8, 5)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 3))
Element 2: (1, (4, 3), ['', '.', '', '.'], [(7, 6), (5, 4), (9, 5)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '', '.'], [(8, 6), (6, 4), (10, 5)], [False, True, False, False], 94, False, [False, False, False, True], 87, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '', '.'], [(9, 6), (7, 4), (10, 4)], [False, False, False, False], 92, False, [False, True, False, True], 1116, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '', '.'], [(10, 6), (8, 4), (11, 4)], [False, False, False, False], 90, False, [False, True, False, True], 2145, 'East', (8, 3))
Element 6: (1, (8, 3), ['', '.', '', '.'], [(11, 6), (9, 4), (12, 4)], [False, False, False, False], 88, False, [False, True, False, True], 2184, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '.', '', '.'], [(12, 6), (10, 4), (13, 4)], [False, False, False, False], 86, False, [False, True, False, True], 2213, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '.', '', '.'], [(13, 6), (11, 4), (14, 4)], [False, False, False, False], 84, False, [False, True, False, True], 2242, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', '', '.'], [(14, 6), (11, 5), (15, 4)], [False, True, False, False], 82, False, [False, False, False, True], 2281, 'East', (12, 3))
Element 10: (1, (12, 3), ['', '%', '', '.'], [(15, 6), (12, 5), (15, 5)], [False, True, False, False], 80, False, [False, False, False, True], 2320, 'East', (13, 3))
Element 11: (1, (13, 3), ['', '.', '', '.'], [(15, 7), (13, 5), (14, 5)], [False, False, False, False], 78, False, [False, True, False, True], 2359, 'East', (14, 3))
Element 12: (1, (14, 3), ['', '%', '', '.'], [(15, 8), (13, 6), (14, 6)], [False, True, False, False], 76, False, [False, False, False, True], 2378, 'East', (15, 3))
Element 13: (1, (15, 3), ['', '.', '', '%'], [(15, 9), (13, 7), (14, 7)], [False, False, False, True], 74, False, [False, True, False, False], 2417, 'South', (15, 2))
Element 14: (1, (15, 2), ['%', '%', '', '%'], [(14, 9), (13, 8), (14, 8)], [True, True, False, True], 72, False, [False, False, False, False], 2456, 'North', (15, 3))
Element 15: (1, (15, 3), ['', '', '', '%'], [(14, 8), (13, 9), (15, 8)], [False, False, False, True], 70, False, [False, False, False, False], 2465, 'North', (15, 4))
Element 16: (1, (15, 4), ['', '', '', '%'], [(14, 7), (12, 9), (15, 9)], [False, False, False, True], 68, False, [False, False, False, False], 2474, 'North', (15, 5))
Element 17: (1, (15, 5), ['', '', '', '%'], [(13, 7), (11, 9), (14, 9)], [False, False, False, True], 66, False, [False, False, False, False], 3473, 'North', (15, 6))
Element 18: (1, (15, 6), ['', '', '', '%'], [(12, 7), (11, 8), (13, 9)], [False, False, False, True], 64, False, [False, False, False, False], 4482, 'North', (15, 7))
Element 19: (1, (15, 7), ['', '', '', '%'], [(12, 8), (10, 8), (13, 8)], [False, False, False, True], 62, False, [False, False, False, False], 5491, 'North', (15, 8))
Element 20: #1#
