Element 1: (0, (3, 3), ['%', '%', '.', '.'], [(4, 7), (6, 3), (13, 2)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (4, 3))
Element 2: (0, (4, 3), ['', '.', '.', '.'], [(5, 7), (7, 3), (13, 3)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 3))
Element 3: (0, (5, 3), ['', '%', '.', ''], [(6, 7), (8, 3), (14, 3)], [False, True, False, False], 94, False, [False, False, True, False], 78, 'North', (5, 4))
Element 4: (0, (5, 4), ['.', '', '.', '.'], [(7, 7), (9, 3), (15, 3)], [False, False, False, False], 92, False, [True, False, True, True], 117, 'East', (6, 4))
Element 5: (0, (6, 4), ['', '', '.', '.'], [(8, 7), (10, 3), (15, 4)], [False, False, False, False], 90, False, [False, False, True, True], 156, 'East', (7, 4))
Element 6: (0, (7, 4), ['', '', '.', '.'], [(9, 7), (10, 4), (15, 5)], [False, False, False, False], 88, False, [False, False, True, True], 1185, 'East', (8, 4))
Element 7: (0, (8, 4), ['', '', '.', '.'], [(10, 7), (11, 4), (15, 6)], [False, False, False, False], 86, False, [False, False, True, True], 2214, 'East', (9, 4))
Element 8: (0, (9, 4), ['', '', '.', ''], [(10, 8), (12, 4), (15, 7)], [False, False, False, False], 84, False, [False, False, True, False], 3243, 'North', (9, 5))
Element 9: (0, (9, 5), ['.', '', '.', '.'], [(11, 8), (13, 4), (15, 8)], [False, False, False, False], 82, False, [True, False, True, True], 4272, 'East', (10, 5))
Element 10: (0, (10, 5), ['', '', '.', '.'], [(11, 9), (14, 4), (15, 9)], [False, False, False, False], 80, False, [False, False, True, True], 5301, 'East', (11, 5))
Element 11: #1#
