Element 1: (2, (14, 1), ['.', '%', '%', '%'], [(15, 5), (10, 9), (14, 6)], [False, True, True, True], 98, False, [True, False, False, False], 1009, 'West', (13, 1))
Element 2: (2, (13, 1), ['.', '%', '.', ''], [(14, 5), (11, 9), (15, 6)], [False, True, False, False], 96, False, [True, False, True, False], 2038, 'North', (13, 2))
Element 3: (2, (13, 2), ['%', '', '.', '%'], [(14, 4), (11, 8), (15, 7)], [True, False, False, True], 94, False, [False, False, True, False], 3067, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', 'G'], [(14, 3), (10, 8), (15, 8)], [False, False, False, False], 92, False, [True, False, True, False], 4096, 'North', (13, 4))
Element 5: (2, (13, 4), ['.', '', '.', ''], [(15, 3), (10, 7), (15, 9)], [False, False, False, False], 90, False, [True, False, True, False], 4135, 'North', (13, 5))
Element 6: (2, (13, 5), ['.', '', '.', ''], [(15, 2), (11, 7), (14, 9)], [False, False, False, False], 88, False, [True, False, True, False], 4174, 'North', (13, 6))
Element 7: (2, (13, 6), ['.', '', '.', ''], [(15, 3), (12, 7), (14, 8)], [False, False, False, False], 86, False, [True, False, True, False], 4203, 'North', (13, 7))
Element 8: (2, (13, 7), ['', '', '.', 'G'], [(14, 3), (12, 8), (14, 7)], [False, False, False, False], 84, False, [False, False, True, False], 4232, 'North', (13, 8))
Element 9: (2, (13, 8), ['', 'G', '.', ''], [(13, 3), (12, 9), (13, 7)], [False, False, False, False], 82, False, [False, False, True, False], 4251, 'North', (13, 9))
Element 10: (2, (13, 9), ['', 'G', '%', ''], [(12, 3), (12, 8), (13, 8)], [False, False, True, False], 80, False, [False, False, False, False], 4270, 'East', (14, 9))
Element 11: (2, (14, 9), ['G', '', '%', ''], [(12, 4), (12, 7), (13, 9)], [False, False, True, False], 78, False, [False, False, False, False], 4279, 'East', (15, 9))
Element 12: (2, (15, 9), ['', '', '%', '%'], [(11, 4), (12, 6), (12, 9)], [False, False, True, True], 76, False, [False, False, False, False], 5288, 'South', (15, 8))
Element 13: #1#
