Element 1: (1, (3, 7), ['%', '.', '.', ''], [(5, 7), (4, 5), (17, 1)], [True, False, False, False], 98, False, [False, True, True, False], 9, 'North', (3, 8))
Element 2: (1, (3, 8), ['%', '', '.', '.'], [(6, 7), (5, 5), (18, 1)], [True, False, False, False], 96, False, [False, False, True, True], 48, 'East', (4, 8))
Element 3: (1, (4, 8), ['', '', '.', '.'], [(7, 7), (6, 5), (17, 1)], [False, False, False, False], 94, False, [False, False, True, True], 77, 'East', (5, 8))
Element 4: (1, (5, 8), ['', '', '.', '.'], [(8, 7), (7, 5), (16, 1)], [False, False, False, False], 92, False, [False, False, True, True], 116, 'East', (6, 8))
Element 5: (1, (6, 8), ['', '', '.', '.'], [(9, 7), (8, 5), (17, 1)], [False, False, False, False], 90, False, [False, False, True, True], 145, 'East', (7, 8))
Element 6: (1, (7, 8), ['', '', '.', '.'], [(10, 7), (9, 5), (17, 1)], [False, False, False, False], 88, False, [False, False, True, True], 174, 'East', (8, 8))
Element 7: (1, (8, 8), ['', '', '.', '.'], [(10, 8), (10, 5), (18, 1)], [False, False, False, False], 86, False, [False, False, True, True], 1193, 'East', (9, 8))
Element 8: (1, (9, 8), ['', '', '.', ''], [(11, 8), (10, 4), (17, 1)], [False, False, False, False], 84, False, [False, False, True, False], 3202, 'North', (9, 9))
Element 9: (1, (9, 9), ['.', '', '%', 'F'], [(11, 9), (11, 4), (16, 1)], [False, False, True, False], 82, False, [True, False, False, False], 5211, 'East', (10, 9))
Element 10: #1#
