Element 1: (0, (18, 1), ['.', '%', '%', '%'], [(5, 3), (5, 6), (12, 5)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 1))
Element 2: (0, (17, 1), ['.', '%', '%', ''], [(6, 3), (6, 6), (13, 5)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (16, 1))
Element 3: (0, (16, 1), ['%', '%', '%', ''], [(7, 3), (7, 6), (14, 5)], [True, True, True, False], 94, False, [False, False, False, False], 78, 'East', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(8, 3), (8, 6), (15, 5)], [False, True, True, False], 92, False, [False, False, False, False], 107, 'East', (18, 1))
Element 5: (0, (18, 1), ['', '%', '%', '%'], [(9, 3), (9, 6), (15, 6)], [False, True, True, True], 90, False, [False, False, False, False], 136, 'Stop', (18, 1))
Element 6: (0, (18, 1), ['', '%', '%', '%'], [(10, 3), (10, 6), (15, 7)], [False, True, True, True], 88, False, [False, False, False, False], 165, 'West', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(10, 4), (11, 6), (15, 8)], [False, True, True, False], 86, False, [False, False, False, False], 1184, 'West', (16, 1))
Element 8: (0, (16, 1), ['%', '%', '%', ''], [(11, 4), (12, 6), (15, 9)], [True, True, True, False], 84, False, [False, False, False, False], 2203, 'East', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(12, 4), (13, 6), (14, 9)], [False, True, True, False], 82, False, [False, False, False, False], 2232, 'East', (18, 1))
Element 10: (0, (18, 1), ['', '%', '%', '%'], [(13, 4), (14, 6), (14, 8)], [False, True, True, True], 80, False, [False, False, False, False], 2261, 'Stop', (18, 1))
Element 11: (0, (18, 1), ['', '%', '%', '%'], [(14, 4), (14, 7), (13, 8)], [False, True, True, True], 78, False, [False, False, False, False], 2290, 'West', (17, 1))
Element 12: (0, (17, 1), ['', '%', '%', ''], [(15, 4), (13, 7), (13, 9)], [False, True, True, False], 76, False, [False, False, False, False], 2319, 'West', (16, 1))
Element 13: (0, (16, 1), ['%', '%', '%', ''], [(15, 3), (12, 7), (12, 9)], [True, True, True, False], 74, False, [False, False, False, False], 2348, 'East', (17, 1))
Element 14: (0, (17, 1), ['', '%', '%', ''], [(15, 2), (12, 8), (11, 9)], [False, True, True, False], 72, False, [False, False, False, False], 3367, 'East', (18, 1))
Element 15: (0, (18, 1), ['', '%', '%', '%'], [(15, 3), (11, 8), (10, 9)], [False, True, True, True], 70, False, [False, False, False, False], 5366, 'Stop', (18, 1))
Element 16: #1#
