Element 1: (1, (3, 6), ['%', '.', '.', '.'], [(15, 5), (6, 9), (9, 8)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '.', '.', '.'], [(15, 6), (7, 9), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '.', '.', '.'], [(15, 7), (8, 9), (11, 8)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '.', '.'], [(15, 8), (9, 9), (11, 9)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (7, 6))
Element 5: (1, (7, 6), ['', '.', '.', '.'], [(15, 9), (10, 9), (12, 9)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (8, 6))
Element 6: (1, (8, 6), ['', '.', '.', '.'], [(14, 9), (11, 9), (13, 9)], [False, False, False, False], 88, False, [False, True, True, True], 4154, 'East', (9, 6))
Element 7: (1, (9, 6), ['', '.', '.', '.'], [(14, 8), (12, 9), (13, 8)], [False, False, False, False], 86, False, [False, True, True, True], 4183, 'East', (10, 6))
Element 8: (1, (10, 6), ['', '.', '.', '.'], [(14, 7), (12, 8), (13, 7)], [False, False, False, False], 84, False, [False, True, True, True], 4222, 'East', (11, 6))
Element 9: (1, (11, 6), ['', '.', '.', '.'], [(14, 6), (12, 7), (13, 6)], [False, False, False, False], 82, False, [False, True, True, True], 4261, 'East', (12, 6))
Element 10: (1, (12, 6), ['', '.', '', ''], [(14, 5), (11, 7), (13, 5)], [False, False, False, False], 80, False, [False, True, False, False], 4300, 'South', (12, 5))
Element 11: (1, (12, 5), ['.', '.', '', ''], [(14, 4), (10, 7), (13, 4)], [False, False, False, False], 78, False, [True, True, False, False], 4339, 'South', (12, 4))
Element 12: (1, (12, 4), ['F', '.', '', ''], [(14, 3), (9, 7), (13, 3)], [False, False, False, False], 76, False, [False, True, False, False], 4378, 'West', (11, 4))
Element 13: (1, (11, 4), ['F', '.', '.', ''], [(15, 3), (8, 7), (13, 2)], [False, False, False, False], 74, False, [False, True, True, False], 5407, 'West', (10, 4))
Element 14: #1#
