Element 1: (2, (15, 3), ['.', '.', '.', '%'], [(15, 6), (9, 4), (16, 1)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (15, 4))
Element 2: (2, (15, 4), ['.', '', '', '%'], [(15, 7), (10, 4), (17, 1)], [False, False, False, True], 96, False, [True, False, False, False], 1048, 'West', (14, 4))
Element 3: (2, (14, 4), ['.', '.', '.', ''], [(15, 8), (11, 4), (18, 1)], [False, False, False, False], 94, False, [True, True, True, False], 2077, 'North', (14, 5))
Element 4: (2, (14, 5), ['.', '', '.', ''], [(15, 9), (12, 4), (17, 1)], [False, False, False, False], 92, False, [True, False, True, False], 2106, 'North', (14, 6))
Element 5: (2, (14, 6), ['.', '', '.', ''], [(14, 9), (13, 4), (16, 1)], [False, False, False, False], 90, False, [True, False, True, False], 2135, 'North', (14, 7))
Element 6: (2, (14, 7), ['.', '', 'G', ''], [(14, 8), (13, 5), (16, 1)], [False, False, False, False], 88, False, [True, False, False, False], 2164, 'West', (13, 7))
Element 7: (2, (13, 7), ['.', 'G', 'G', ''], [(13, 8), (13, 6), (17, 1)], [False, False, False, False], 86, False, [True, False, False, False], 2193, 'West', (12, 7))
Element 8: (2, (12, 7), ['.', 'G', '.', ''], [(13, 9), (12, 6), (18, 1)], [False, False, False, False], 84, False, [True, False, True, False], 2222, 'North', (12, 8))
Element 9: (2, (12, 8), ['F', '', 'G', ''], [(12, 9), (12, 5), (17, 1)], [False, False, False, False], 82, False, [False, False, False, False], 2251, 'West', (11, 8))
Element 10: (2, (11, 8), ['F', '.', 'G', ''], [(11, 9), (11, 5), (16, 1)], [False, False, False, False], 80, False, [False, True, False, False], 4260, 'West', (10, 8))
Element 11: #1#
