Element 1: (3, (12, 1), ['.', '%', '%', '.'], [(13, 3), (5, 5), (7, 2)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 1))
Element 2: (3, (13, 1), ['', '%', '', '.'], [(14, 3), (6, 5), (8, 2)], [False, True, False, False], 96, False, [False, False, False, True], 68, 'East', (14, 1))
Element 3: (3, (14, 1), ['', '%', '%', '%'], [(15, 3), (7, 5), (9, 2)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (13, 1))
Element 4: (3, (13, 1), ['', '%', '', ''], [(15, 4), (8, 5), (10, 2)], [False, True, False, False], 92, False, [False, False, False, False], 136, 'North', (13, 2))
Element 5: (3, (13, 2), ['%', '', '', '%'], [(15, 5), (9, 5), (10, 3)], [True, False, False, True], 90, False, [False, False, False, False], 165, 'North', (13, 3))
Element 6: (3, (13, 3), ['.', '', '.', ''], [(15, 6), (10, 5), (10, 4)], [False, False, False, False], 88, False, [True, False, True, False], 1184, 'North', (13, 4))
Element 7: (3, (13, 4), ['.', '', '.', '.'], [(15, 7), (11, 5), (11, 4)], [False, False, False, False], 86, False, [True, False, True, True], 2213, 'East', (14, 4))
Element 8: (3, (14, 4), ['', '', '.', ''], [(15, 8), (12, 5), (12, 4)], [False, False, False, False], 84, False, [False, False, True, False], 2252, 'North', (14, 5))
Element 9: (3, (14, 5), ['G', '', '.', ''], [(15, 9), (13, 5), (12, 3)], [False, False, False, False], 82, False, [False, False, True, False], 2291, 'North', (14, 6))
Element 10: (3, (14, 6), ['G', '', '.', ''], [(14, 9), (13, 6), (11, 3)], [False, False, False, False], 80, False, [False, False, True, False], 2330, 'North', (14, 7))
Element 11: (3, (14, 7), ['G', '', 'G', ''], [(14, 8), (13, 7), (12, 3)], [False, False, False, False], 78, False, [False, False, False, False], 2359, 'East', (15, 7))
Element 12: (3, (15, 7), ['', '', '', '%'], [(13, 8), (12, 7), (13, 3)], [False, False, False, True], 76, False, [False, False, False, False], 2378, 'North', (15, 8))
Element 13: (3, (15, 8), ['', '', '', '%'], [(13, 9), (12, 8), (14, 3)], [False, False, False, True], 74, False, [False, False, False, False], 2397, 'North', (15, 9))
Element 14: (3, (15, 9), ['', '', '%', '%'], [(12, 9), (11, 8), (15, 3)], [False, False, True, True], 72, False, [False, False, False, False], 3406, 'West', (14, 9))
Element 15: (3, (14, 9), ['', '', '%', ''], [(11, 9), (10, 8), (15, 2)], [False, False, True, False], 70, False, [False, False, False, False], 5415, 'South', (14, 8))
Element 16: #1#
