Element 1: (1, (8, 3), ['.', '.', 'G', '.'], [(5, 5), (8, 4), (12, 5)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (9, 3))
Element 2: (1, (9, 3), ['', '.', 'G', '.'], [(6, 5), (9, 4), (13, 5)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (10, 3))
Element 3: (1, (10, 3), ['', '.', 'G', '.'], [(7, 5), (10, 4), (14, 5)], [False, False, False, False], 94, False, [False, True, False, True], 1077, 'East', (11, 3))
Element 4: (1, (11, 3), ['', '%', 'G', '.'], [(8, 5), (11, 4), (15, 5)], [False, True, False, False], 92, False, [False, False, False, True], 2106, 'East', (12, 3))
Element 5: (1, (12, 3), ['', '%', 'G', '.'], [(9, 5), (12, 4), (15, 6)], [False, True, False, False], 90, False, [False, False, False, True], 2145, 'East', (13, 3))
Element 6: (1, (13, 3), ['', '.', 'G', '.'], [(10, 5), (13, 4), (15, 7)], [False, False, False, False], 88, False, [False, True, False, True], 2184, 'East', (14, 3))
Element 7: (1, (14, 3), ['', '%', 'G', '.'], [(11, 5), (14, 4), (15, 8)], [False, True, False, False], 86, False, [False, False, False, True], 2223, 'East', (15, 3))
Element 8: (1, (15, 3), ['', '.', 'G', '%'], [(11, 6), (15, 4), (15, 9)], [False, False, False, True], 84, False, [False, True, False, False], 2262, 'South', (15, 2))
Element 9: (1, (15, 2), ['%', '%', '', '%'], [(12, 6), (15, 5), (14, 9)], [True, True, False, True], 82, False, [False, False, False, False], 2291, 'North', (15, 3))
Element 10: (1, (15, 3), ['', '', '', '%'], [(13, 6), (15, 6), (14, 8)], [False, False, False, True], 80, False, [False, False, False, False], 2310, 'West', (14, 3))
Element 11: (1, (14, 3), ['', '%', '', ''], [(13, 7), (14, 6), (14, 7)], [False, True, False, False], 78, False, [False, False, False, False], 2339, 'West', (13, 3))
Element 12: (1, (13, 3), ['', '.', '', ''], [(13, 8), (14, 5), (14, 6)], [False, False, False, False], 76, False, [False, True, False, False], 2348, 'South', (13, 2))
Element 13: (1, (13, 2), ['%', '.', '', '%'], [(13, 9), (13, 5), (13, 6)], [True, False, False, True], 74, False, [False, True, False, False], 2367, 'South', (13, 1))
Element 14: (1, (13, 1), ['.', '%', '', '.'], [(12, 9), (12, 5), (13, 7)], [False, True, False, False], 72, False, [True, False, False, True], 2386, 'East', (14, 1))
Element 15: (1, (14, 1), ['', '%', '%', '%'], [(11, 9), (12, 6), (12, 7)], [False, True, True, True], 70, False, [False, False, False, False], 3405, 'West', (13, 1))
Element 16: (1, (13, 1), ['.', '%', '', ''], [(11, 8), (13, 6), (12, 8)], [False, True, False, False], 68, False, [True, False, False, False], 4414, 'West', (12, 1))
Element 17: (1, (12, 1), ['.', '%', '%', ''], [(10, 8), (13, 7), (13, 8)], [False, True, True, False], 66, False, [True, False, False, False], 5423, 'West', (11, 1))
Element 18: #1#
