Element 1: (0, (1, 7), ['%', '.', '.', '%'], [(1, 1), (1, 3), (4, 9)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '.', '%'], [(2, 1), (1, 4), (5, 9)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (1, 9))
Element 3: (0, (1, 9), ['%', '', '%', '%'], [(3, 1), (1, 5), (6, 9)], [True, False, True, True], 94, False, [False, False, False, False], 78, 'South', (1, 8))
Element 4: (0, (1, 8), ['%', '', '', '%'], [(4, 1), (1, 6), (7, 9)], [True, False, False, True], 92, False, [False, False, False, False], 107, 'South', (1, 7))
Element 5: (0, (1, 7), ['%', '', '', '%'], [(4, 2), (1, 5), (8, 9)], [True, False, False, True], 90, False, [False, False, False, False], 126, 'South', (1, 6))
Element 6: (0, (1, 6), ['%', '', '', '%'], [(4, 3), (1, 4), (9, 9)], [True, False, False, True], 88, False, [False, False, False, False], 145, 'South', (1, 5))
Element 7: (0, (1, 5), ['%', '', '', '%'], [(5, 3), (1, 3), (10, 9)], [True, False, False, True], 86, False, [False, False, False, False], 1154, 'South', (1, 4))
Element 8: (0, (1, 4), ['%', '', '', '%'], [(6, 3), (1, 2), (11, 9)], [True, False, False, True], 84, False, [False, False, False, False], 2173, 'South', (1, 3))
Element 9: (0, (1, 3), ['%', '', '', '%'], [(7, 3), (1, 1), (11, 8)], [True, False, False, True], 82, False, [False, False, False, False], 3182, 'South', (1, 2))
Element 10: (0, (1, 2), ['%', '', '', '%'], [(8, 3), (2, 1), (10, 8)], [True, False, False, True], 80, False, [False, False, False, False], 4191, 'South', (1, 1))
Element 11: (0, (1, 1), ['%', '%', '', ''], [(9, 3), (3, 1), (10, 7)], [True, True, False, False], 78, False, [False, False, False, False], 4210, 'East', (2, 1))
Element 12: (0, (2, 1), ['', '%', '%', ''], [(10, 3), (4, 1), (11, 7)], [False, True, True, False], 76, False, [False, False, False, False], 4229, 'East', (3, 1))
Element 13: (0, (3, 1), ['', '%', '%', ''], [(10, 4), (4, 2), (12, 7)], [False, True, True, False], 74, False, [False, False, False, False], 5238, 'East', (4, 1))
Element 14: #1#
