Element 1: (3, (12, 5), ['F', '.', '.', '.'], [(7, 6), (4, 13), (6, 5)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 5))
Element 2: (3, (11, 5), ['.', '.', '.', ''], [(8, 6), (5, 13), (7, 5)], [False, False, False, False], 96, False, [True, True, True, False], 1058, 'North', (11, 6))
Element 3: (3, (11, 6), ['.', '', '.', '.'], [(9, 6), (6, 13), (8, 5)], [False, False, False, False], 94, False, [True, False, True, True], 1097, 'East', (12, 6))
Element 4: (3, (12, 6), ['', '', '.', '%'], [(10, 6), (7, 13), (9, 5)], [False, False, False, True], 92, False, [False, False, True, False], 1136, 'North', (12, 7))
Element 5: (3, (12, 7), ['.', '', '.', '.'], [(10, 5), (8, 13), (9, 4)], [False, False, False, False], 90, False, [True, False, True, True], 1175, 'East', (13, 7))
Element 6: (3, (13, 7), ['', '%', '.', '.'], [(11, 5), (9, 13), (9, 3)], [False, True, False, False], 88, False, [False, False, True, True], 1204, 'East', (14, 7))
Element 7: (3, (14, 7), ['', '.', '.', '%'], [(11, 4), (10, 13), (10, 3)], [False, False, False, True], 86, False, [False, True, True, False], 1243, 'North', (14, 8))
Element 8: (3, (14, 8), ['.', '', '.', '.'], [(12, 4), (11, 13), (11, 3)], [False, False, False, False], 84, False, [True, False, True, True], 1282, 'East', (15, 8))
Element 9: (3, (15, 8), ['', '%', '.', '.'], [(13, 4), (12, 13), (12, 3)], [False, True, False, False], 82, False, [False, False, True, True], 1321, 'East', (16, 8))
Element 10: (3, (16, 8), ['', '.', 'F', '.'], [(14, 4), (13, 13), (13, 3)], [False, False, False, False], 80, False, [False, True, False, True], 1360, 'North', (16, 9))
Element 11: (3, (16, 9), ['.', '', '.', '%'], [(15, 4), (14, 13), (13, 4)], [False, False, False, True], 78, False, [True, False, True, False], 2379, 'North', (16, 10))
Element 12: (3, (16, 10), ['.', '', '.', '%'], [(15, 5), (15, 13), (13, 5)], [False, False, False, True], 76, False, [True, False, True, False], 2418, 'North', (16, 11))
Element 13: (3, (16, 11), ['.', '', '.', '%'], [(15, 6), (16, 13), (14, 5)], [False, False, False, True], 74, False, [True, False, True, False], 2457, 'North', (16, 12))
Element 14: (3, (16, 12), ['.', '', '', '.'], [(16, 6), (17, 13), (14, 6)], [False, False, False, False], 72, False, [True, False, False, True], 2496, 'East', (17, 12))
Element 15: (3, (17, 12), ['', '%', '', '%'], [(17, 6), (18, 13), (15, 6)], [False, True, False, True], 70, False, [False, False, False, False], 2525, 'North', (17, 13))
Element 16: (3, (17, 13), ['', '', '%', 'G'], [(18, 6), (18, 13), (16, 6)], [False, False, True, False], 68, False, [False, False, False, False], 2534, 'West', (16, 13))
Element 17: (3, (16, 13), ['', '', '%', 'G'], [(18, 7), (17, 13), (16, 7)], [False, False, True, False], 66, False, [False, False, False, False], 2553, 'West', (15, 13))
Element 18: (3, (15, 13), ['', '.', '%', 'G'], [(18, 8), (16, 13), (17, 7)], [False, False, True, False], 64, False, [False, True, False, False], 2572, 'South', (15, 12))
Element 19: (3, (15, 12), ['.', '.', 'G', ''], [(17, 8), (15, 13), (18, 7)], [False, False, False, False], 62, False, [True, True, False, False], 2591, 'South', (15, 11))
Element 20: (3, (15, 11), ['.', '.', '', ''], [(17, 7), (15, 13), (18, 8)], [False, False, False, False], 60, False, [True, True, False, False], 2600, 'South', (15, 10))
Element 21: (3, (15, 10), ['.', '.', '', ''], [(16, 7), (14, 13), (17, 8)], [False, False, False, False], 58, False, [True, True, False, False], 2609, 'South', (15, 9))
Element 22: (3, (15, 9), ['.', '', '', ''], [(16, 8), (14, 12), (18, 8)], [False, False, False, False], 56, False, [True, False, False, False], 2628, 'West', (14, 9))
Element 23: (3, (14, 9), ['.', '', '.', ''], [(16, 9), (14, 11), (18, 7)], [False, False, False, False], 54, False, [True, False, True, False], 2647, 'North', (14, 10))
Element 24: (3, (14, 10), ['.', '', '', ''], [(16, 10), (13, 11), (18, 6)], [False, False, False, False], 52, False, [True, False, False, False], 2666, 'West', (13, 10))
