Element 1: (0, (10, 9), ['.', '%', 'G', '.'], [(7, 10), (7, 12), (10, 10)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'East', (11, 9))
Element 2: (0, (11, 9), ['', '%', 'G', '.'], [(8, 10), (8, 12), (11, 10)], [False, True, False, False], 96, False, [False, False, False, True], 39, 'East', (12, 9))
Element 3: (0, (12, 9), ['', '.', 'G', '.'], [(8, 9), (9, 12), (12, 10)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'East', (13, 9))
Element 4: (0, (13, 9), ['', '.', 'G', '.'], [(9, 9), (10, 12), (13, 10)], [False, False, False, False], 92, False, [False, True, False, True], 1107, 'East', (14, 9))
Element 5: (0, (14, 9), ['', '.', 'G', '.'], [(9, 10), (10, 13), (14, 10)], [False, False, False, False], 90, False, [False, True, False, True], 1146, 'East', (15, 9))
Element 6: (0, (15, 9), ['', '.', 'G', 'F'], [(9, 11), (11, 13), (15, 10)], [False, False, False, False], 88, False, [False, True, False, False], 1185, 'East', (16, 9))
Element 7: (0, (16, 9), ['', '.', 'G', '%'], [(10, 11), (12, 13), (16, 10)], [False, False, False, True], 86, False, [False, True, False, False], 2214, 'South', (16, 8))
Element 8: (0, (16, 8), ['.', '.', '', '.'], [(11, 11), (13, 13), (16, 11)], [False, False, False, False], 84, False, [True, True, False, True], 2253, 'East', (17, 8))
Element 9: (0, (17, 8), ['', '.', '%', '.'], [(12, 11), (14, 13), (16, 12)], [False, False, True, False], 82, False, [False, True, False, True], 2292, 'East', (18, 8))
Element 10: (0, (18, 8), ['', '.', '%', '%'], [(13, 11), (15, 13), (17, 12)], [False, False, True, True], 80, False, [False, True, False, False], 2331, 'South', (18, 7))
Element 11: (0, (18, 7), ['.', '.', '', '%'], [(14, 11), (16, 13), (17, 13)], [False, False, False, True], 78, False, [True, True, False, False], 2370, 'South', (18, 6))
Element 12: (0, (18, 6), ['.', '%', '', '%'], [(15, 11), (16, 12), (18, 13)], [False, True, False, True], 76, False, [True, False, False, False], 2399, 'West', (17, 6))
Element 13: (0, (17, 6), ['.', '%', '.', ''], [(15, 12), (17, 12), (17, 13)], [False, True, False, False], 74, False, [True, False, True, False], 2418, 'North', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(14, 12), (16, 12), (16, 13)], [False, False, False, False], 72, False, [True, False, False, False], 2437, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '.', '', ''], [(13, 12), (16, 11), (15, 13)], [True, False, False, False], 70, False, [False, True, False, False], 2456, 'South', (16, 6))
Element 16: (0, (16, 6), ['.', '%', '', ''], [(13, 13), (16, 10), (15, 12)], [False, True, False, False], 68, False, [True, False, False, False], 2465, 'West', (15, 6))
Element 17: (0, (15, 6), ['.', '.', '%', ''], [(14, 13), (16, 9), (15, 11)], [False, False, True, False], 66, False, [True, True, False, False], 2474, 'South', (15, 5))
Element 18: (0, (15, 5), ['.', '.', '', '%'], [(15, 13), (16, 8), (14, 11)], [False, False, False, True], 64, False, [True, True, False, False], 2483, 'South', (15, 4))
Element 19: (0, (15, 4), ['.', '.', '', '%'], [(16, 13), (15, 8), (14, 12)], [False, False, False, True], 62, False, [True, True, False, False], 2502, 'South', (15, 3))
Element 20: (0, (15, 3), ['%', '%', '', '.'], [(17, 13), (14, 8), (14, 13)], [True, True, False, False], 60, False, [False, False, False, True], 2521, 'East', (16, 3))
Element 21: (0, (16, 3), ['', 'F', '%', '.'], [(18, 13), (14, 7), (13, 13)], [False, False, True, False], 58, False, [False, False, False, True], 2540, 'South', (16, 2))
Element 22: (0, (16, 2), ['%', '.', '', '%'], [(17, 13), (14, 6), (13, 12)], [True, False, False, True], 56, False, [False, True, False, False], 3549, 'South', (16, 1))
Element 23: (0, (16, 1), ['.', '%', '', '.'], [(17, 12), (14, 5), (13, 11)], [False, True, False, False], 54, False, [True, False, False, True], 3568, 'East', (17, 1))
Element 24: (0, (17, 1), ['', '%', '%', '%'], [(16, 12), (14, 4), (12, 11)], [False, True, True, True], 52, False, [False, False, False, False], 3587, 'West', (16, 1))
Element 25: (0, (16, 1), ['.', '%', '', ''], [(16, 11), (13, 4), (11, 11)], [False, True, False, False], 50, False, [True, False, False, False], 3596, 'West', (15, 1))
Element 26: (0, (15, 1), ['.', '%', '%', ''], [(16, 10), (13, 5), (10, 11)], [False, True, True, False], 48, False, [True, False, False, False], 3615, 'West', (14, 1))
Element 27: (0, (14, 1), ['.', '%', '%', ''], [(16, 9), (12, 5), (10, 12)], [False, True, True, False], 46, False, [True, False, False, False], 3634, 'West', (13, 1))
Element 28: (0, (13, 1), ['.', '%', '%', ''], [(16, 8), (11, 5), (10, 13)], [False, True, True, False], 44, False, [True, False, False, False], 4643, 'West', (12, 1))
Element 29: (0, (12, 1), ['.', '%', '%', ''], [(17, 8), (11, 6), (9, 13)], [False, True, True, False], 42, False, [True, False, False, False], 4672, 'West', (11, 1))
Element 30: (0, (11, 1), ['.', '%', '%', ''], [(18, 8), (12, 6), (8, 13)], [False, True, True, False], 40, False, [True, False, False, False], 4701, 'West', (10, 1))
Element 31: (0, (10, 1), ['.', '%', '%', ''], [(18, 7), (12, 7), (7, 13)], [False, True, True, False], 38, False, [True, False, False, False], 4730, 'West', (9, 1))
Element 32: (0, (9, 1), ['.', '%', '%', ''], [(18, 6), (13, 7), (6, 13)], [False, True, True, False], 36, False, [True, False, False, False], 4759, 'West', (8, 1))
Element 33: (0, (8, 1), ['.', '%', '.', ''], [(17, 6), (13, 8), (6, 12)], [False, True, False, False], 34, False, [True, False, True, False], 4788, 'North', (8, 2))
Element 34: (0, (8, 2), ['.', '', '.', '%'], [(17, 7), (12, 8), (6, 11)], [False, False, False, True], 32, False, [True, False, True, False], 4817, 'North', (8, 3))
Element 35: (0, (8, 3), ['.', '', '.', '.'], [(16, 7), (12, 9), (7, 11)], [False, False, False, False], 30, False, [True, False, True, True], 4836, 'East', (9, 3))
Element 36: (0, (9, 3), ['', '%', '.', '.'], [(16, 6), (13, 9), (8, 11)], [False, True, False, False], 28, False, [False, False, True, True], 4855, 'East', (10, 3))
Element 37: (0, (10, 3), ['', '%', '%', '.'], [(15, 6), (14, 9), (9, 11)], [False, True, True, False], 26, False, [False, False, False, True], 4864, 'East', (11, 3))
Element 38: (0, (11, 3), ['', '%', '.', '.'], [(15, 5), (15, 9), (9, 12)], [False, True, False, False], 24, False, [False, False, True, True], 4873, 'East', (12, 3))
Element 39: (0, (12, 3), ['', '%', '.', '.'], [(15, 4), (15, 10), (8, 12)], [False, True, False, False], 22, False, [False, False, True, True], 4882, 'East', (13, 3))
Element 40: (0, (13, 3), ['', '%', '', '%'], [(15, 3), (15, 11), (7, 12)], [False, True, False, True], 20, False, [False, False, False, False], 4891, 'North', (13, 4))
Element 41: (0, (13, 4), ['.', '', '', ''], [(16, 3), (15, 12), (8, 12)], [False, False, False, False], 18, False, [True, False, False, False], 4890, 'West', (12, 4))
Element 42: (0, (12, 4), ['.', '', '', ''], [(17, 3), (14, 12), (9, 12)], [False, False, False, False], 16, False, [True, False, False, False], 4909, 'West', (11, 4))
Element 43: (0, (11, 4), ['%', '', '', ''], [(18, 3), (14, 11), (9, 11)], [True, False, False, False], 14, False, [False, False, False, False], 4928, 'North', (11, 5))
Element 44: (0, (11, 5), ['.', '', '', ''], [(17, 3), (14, 10), (9, 10)], [False, False, False, False], 12, False, [True, False, False, False], 4927, 'West', (10, 5))
Element 45: (0, (10, 5), ['.', '%', '.', ''], [(16, 3), (13, 10), (9, 9)], [False, True, False, False], 10, False, [True, False, True, False], 4936, 'North', (10, 6))
Element 46: (0, (10, 6), ['.', '', '%', ''], [(16, 2), (13, 11), (10, 9)], [False, False, True, False], 8, False, [True, False, False, False], 4945, 'West', (9, 6))
Element 47: (0, (9, 6), ['.', '.', '%', ''], [(16, 1), (13, 12), (11, 9)], [False, False, True, False], 6, False, [True, True, False, False], 4954, 'South', (9, 5))
Element 48: (0, (9, 5), ['.', '.', '', ''], [(17, 1), (13, 11), (12, 9)], [False, False, False, False], 4, False, [True, True, False, False], 4963, 'South', (9, 4))
Element 49: (0, (9, 4), ['.', '', '', '%'], [(16, 1), (12, 11), (13, 9)], [False, False, False, True], 2, False, [True, False, False, False], 4972, 'West', (8, 4))
Element 50: (0, (8, 4), ['.', '', '.', ''], [(15, 1), (12, 10), (14, 9)], [False, False, False, False], 0, False, [True, False, True, False], 4981, 'Stop', (8, 4))
Element 51: #0#
