Element 1: (3, (12, 13), ['.', '%', '%', '.'], [(16, 8), (7, 13), (13, 1)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 13))
Element 2: (3, (13, 13), ['', '.', '%', '.'], [(16, 9), (8, 13), (14, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (14, 13))
Element 3: (3, (14, 13), ['', '.', '%', '.'], [(16, 10), (9, 13), (15, 1)], [False, False, True, False], 94, False, [False, True, False, True], 1097, 'East', (15, 13))
Element 4: (3, (15, 13), ['', '.', '%', '.'], [(16, 11), (10, 13), (16, 1)], [False, False, True, False], 92, False, [False, True, False, True], 1136, 'East', (16, 13))
Element 5: (3, (16, 13), ['', 'G', '%', '.'], [(16, 12), (11, 13), (16, 2)], [False, False, True, False], 90, False, [False, False, False, True], 2165, 'East', (17, 13))
Element 6: (3, (17, 13), ['', 'G', '%', '.'], [(17, 12), (12, 13), (16, 3)], [False, False, True, False], 88, False, [False, False, False, True], 2194, 'East', (18, 13))
Element 7: (3, (18, 13), ['G', '%', '%', '%'], [(17, 13), (13, 13), (17, 3)], [False, True, True, True], 86, False, [False, False, False, False], 2213, 'Stop', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(16, 13), (13, 12), (18, 3)], [False, True, True, True], 84, False, [False, False, False, False], 2232, 'West', (17, 13))
Element 9: (3, (17, 13), ['', '', '%', ''], [(15, 13), (14, 12), (17, 3)], [False, False, True, False], 82, False, [False, False, False, False], 2241, 'West', (16, 13))
Element 10: (3, (16, 13), ['', '', '%', ''], [(15, 12), (14, 11), (16, 3)], [False, False, True, False], 80, False, [False, False, False, False], 2260, 'West', (15, 13))
Element 11: (3, (15, 13), ['', '', '%', ''], [(15, 11), (14, 10), (15, 3)], [False, False, True, False], 78, False, [False, False, False, False], 2289, 'Stop', (15, 13))
Element 12: (3, (15, 13), ['', '', '%', ''], [(15, 10), (14, 9), (15, 4)], [False, False, True, False], 76, False, [False, False, False, False], 2318, 'West', (14, 13))
Element 13: (3, (14, 13), ['', '', '%', ''], [(15, 9), (14, 8), (15, 5)], [False, False, True, False], 74, False, [False, False, False, False], 2347, 'South', (14, 12))
Element 14: (3, (14, 12), ['', '', '', ''], [(14, 9), (14, 7), (15, 6)], [False, False, False, False], 72, False, [False, False, False, False], 2366, 'East', (15, 12))
Element 15: (3, (15, 12), ['', '', '', ''], [(13, 9), (14, 6), (16, 6)], [False, False, False, False], 70, False, [False, False, False, False], 2395, 'East', (16, 12))
Element 16: (3, (16, 12), ['', '', '', ''], [(13, 10), (14, 5), (17, 6)], [False, False, False, False], 68, False, [False, False, False, False], 2424, 'East', (17, 12))
Element 17: (3, (17, 12), ['', '%', '', '%'], [(13, 11), (14, 4), (18, 6)], [False, True, False, True], 66, False, [False, False, False, False], 2453, 'West', (16, 12))
Element 18: (3, (16, 12), ['', '', '', ''], [(12, 11), (13, 4), (18, 7)], [False, False, False, False], 64, False, [False, False, False, False], 2482, 'South', (16, 11))
Element 19: (3, (16, 11), ['', '', '', '%'], [(12, 10), (13, 5), (18, 8)], [False, False, False, True], 62, False, [False, False, False, False], 2511, 'South', (16, 10))
Element 20: (3, (16, 10), ['', '', '', '%'], [(12, 9), (12, 5), (17, 8)], [False, False, False, True], 60, False, [False, False, False, False], 2540, 'South', (16, 9))
Element 21: (3, (16, 9), ['', '', '', '%'], [(12, 8), (11, 5), (17, 7)], [False, False, False, True], 58, False, [False, False, False, False], 3559, 'South', (16, 8))
Element 22: (3, (16, 8), ['', 'G', '', ''], [(13, 8), (11, 6), (16, 7)], [False, False, False, False], 56, False, [False, False, False, False], 3588, 'East', (17, 8))
Element 23: (3, (17, 8), ['G', '', '%', ''], [(13, 7), (12, 6), (16, 8)], [False, False, True, False], 54, False, [False, False, False, False], 3607, 'East', (18, 8))
Element 24: (3, (18, 8), ['', '', '%', '%'], [(12, 7), (11, 6), (16, 9)], [False, False, True, True], 52, False, [False, False, False, False], 3616, 'South', (18, 7))
Element 25: (3, (18, 7), ['', '', '', '%'], [(11, 7), (11, 5), (16, 10)], [False, False, False, True], 50, False, [False, False, False, False], 3625, 'South', (18, 6))
Element 26: (3, (18, 6), ['', '%', '', '%'], [(11, 6), (12, 5), (16, 11)], [False, True, False, True], 48, False, [False, False, False, False], 3624, 'West', (17, 6))
Element 27: (3, (17, 6), ['', '%', '', ''], [(10, 6), (11, 5), (16, 12)], [False, True, False, False], 46, False, [False, False, False, False], 3633, 'North', (17, 7))
