Element 1: (0, (6, 10), ['G', '.', '.', '.'], [(5, 10), (13, 9), (15, 3)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (7, 10))
Element 2: (0, (7, 10), ['', '.', '.', '.'], [(5, 11), (14, 9), (16, 3)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (8, 10))
Element 3: (0, (8, 10), ['', 'F', '.', '.'], [(6, 11), (15, 9), (16, 2)], [False, False, False, False], 94, False, [False, False, True, True], 1068, 'South', (8, 9))
Element 4: (0, (8, 9), ['.', '.', '', '.'], [(7, 11), (16, 9), (16, 1)], [False, False, False, False], 92, False, [True, True, False, True], 3087, 'East', (9, 9))
Element 5: (0, (9, 9), ['', '%', '.', '.'], [(8, 11), (16, 10), (17, 1)], [False, True, False, False], 90, False, [False, False, True, True], 3126, 'East', (10, 9))
Element 6: (0, (10, 9), ['', '%', '.', '.'], [(9, 11), (16, 11), (16, 1)], [False, True, False, False], 88, False, [False, False, True, True], 3155, 'East', (11, 9))
Element 7: (0, (11, 9), ['', '%', '.', '.'], [(10, 11), (16, 12), (15, 1)], [False, True, False, False], 86, False, [False, False, True, True], 3194, 'East', (12, 9))
Element 8: (0, (12, 9), ['', '.', '.', ''], [(11, 11), (17, 12), (14, 1)], [False, False, False, False], 84, False, [False, True, True, False], 3233, 'North', (12, 10))
Element 9: (0, (12, 10), ['.', '', 'G', '.'], [(12, 11), (17, 13), (13, 1)], [False, False, False, False], 82, False, [True, False, False, True], 3272, 'East', (13, 10))
Element 10: (0, (13, 10), ['', '', 'G', '.'], [(13, 11), (18, 13), (12, 1)], [False, False, False, False], 80, False, [False, False, False, True], 3311, 'East', (14, 10))
Element 11: (0, (14, 10), ['', '', 'G', '.'], [(14, 11), (17, 13), (11, 1)], [False, False, False, False], 78, False, [False, False, False, True], 3340, 'East', (15, 10))
Element 12: (0, (15, 10), ['', '', 'G', ''], [(15, 11), (16, 13), (10, 1)], [False, False, False, False], 76, False, [False, False, False, False], 3379, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '', '', '%'], [(15, 12), (15, 13), (9, 1)], [False, False, False, True], 74, False, [False, False, False, False], 3408, 'North', (16, 11))
Element 14: (0, (16, 11), ['', '', '', '%'], [(14, 12), (14, 13), (8, 1)], [False, False, False, True], 72, False, [False, False, False, False], 3437, 'North', (16, 12))
Element 15: (0, (16, 12), ['', '', '', ''], [(13, 12), (13, 13), (8, 2)], [False, False, False, False], 70, False, [False, False, False, False], 3466, 'East', (17, 12))
Element 16: (0, (17, 12), ['', '%', '', '%'], [(14, 12), (12, 13), (8, 3)], [False, True, False, True], 68, False, [False, False, False, False], 3485, 'North', (17, 13))
Element 17: (0, (17, 13), ['', '', '%', ''], [(15, 12), (11, 13), (9, 3)], [False, False, True, False], 66, False, [False, False, False, False], 3504, 'East', (18, 13))
Element 18: (0, (18, 13), ['', '%', '%', '%'], [(16, 12), (10, 13), (10, 3)], [False, True, True, True], 64, False, [False, False, False, False], 3523, 'West', (17, 13))
Element 19: (0, (17, 13), ['', 'G', '%', ''], [(17, 12), (10, 12), (11, 3)], [False, False, True, False], 62, False, [False, False, False, False], 3542, 'West', (16, 13))
Element 20: (0, (16, 13), ['', '', '%', 'G'], [(17, 13), (9, 12), (12, 3)], [False, False, True, False], 60, False, [False, False, False, False], 3561, 'West', (15, 13))
Element 21: (0, (15, 13), ['', '', '%', ''], [(18, 13), (9, 13), (13, 3)], [False, False, True, False], 58, False, [False, False, False, False], 3580, 'South', (15, 12))
Element 22: (0, (15, 12), ['', '', '', ''], [(17, 13), (8, 13), (13, 4)], [False, False, False, False], 56, False, [False, False, False, False], 3599, 'South', (15, 11))
Element 23: (0, (15, 11), ['', '', '', ''], [(16, 13), (8, 12), (14, 4)], [False, False, False, False], 54, False, [False, False, False, False], 3618, 'West', (14, 11))
Element 24: (0, (14, 11), ['', '', '', ''], [(15, 13), (7, 12), (15, 4)], [False, False, False, False], 52, False, [False, False, False, False], 3637, 'North', (14, 12))
Element 25: (0, (14, 12), ['', '', 'G', ''], [(14, 13), (7, 13), (15, 5)], [False, False, False, False], 50, False, [False, False, False, False], 3656, 'West', (13, 12))
Element 26: (0, (13, 12), ['%', '', 'G', ''], [(13, 13), (6, 13), (15, 6)], [True, False, False, False], 48, False, [False, False, False, False], 3675, 'South', (13, 11))
Element 27: (0, (13, 11), ['', '', '', ''], [(12, 13), (6, 12), (16, 6)], [False, False, False, False], 46, False, [False, False, False, False], 3694, 'West', (12, 11))
Element 28: (0, (12, 11), ['', '', '%', ''], [(11, 13), (5, 12), (17, 6)], [False, False, True, False], 44, False, [False, False, False, False], 3713, 'West', (11, 11))
Element 29: (0, (11, 11), ['', '.', '%', ''], [(10, 13), (5, 13), (18, 6)], [False, False, True, False], 42, False, [False, True, False, False], 3732, 'South', (11, 10))
Element 30: (0, (11, 10), ['.', '', '', ''], [(10, 12), (4, 13), (18, 7)], [False, False, False, False], 40, False, [True, False, False, False], 3761, 'West', (10, 10))
Element 31: (0, (10, 10), ['.', '', '', ''], [(9, 12), (4, 12), (18, 8)], [False, False, False, False], 38, False, [True, False, False, False], 3790, 'West', (9, 10))
Element 32: (0, (9, 10), ['', '', '', ''], [(9, 13), (4, 11), (17, 8)], [False, False, False, False], 36, False, [False, False, False, False], 3819, 'North', (9, 11))
Element 33: (0, (9, 11), ['', '', '', ''], [(8, 13), (4, 10), (17, 7)], [False, False, False, False], 34, False, [False, False, False, False], 3838, 'East', (10, 11))
Element 34: (0, (10, 11), ['', '', '', ''], [(8, 12), (4, 9), (16, 7)], [False, False, False, False], 32, False, [False, False, False, False], 3857, 'North', (10, 12))
Element 35: (0, (10, 12), ['', '', '', '%'], [(7, 12), (5, 9), (16, 8)], [False, False, False, True], 30, False, [False, False, False, False], 3876, 'North', (10, 13))
Element 36: (0, (10, 13), ['', '', '%', ''], [(7, 13), (6, 9), (15, 8)], [False, False, True, False], 28, False, [False, False, False, False], 3895, 'East', (11, 13))
Element 37: (0, (11, 13), ['', '%', '%', ''], [(6, 13), (7, 9), (14, 8)], [False, True, True, False], 26, False, [False, False, False, False], 3914, 'East', (12, 13))
Element 38: (0, (12, 13), ['', '%', '%', ''], [(6, 12), (7, 8), (14, 7)], [False, True, True, False], 24, False, [False, False, False, False], 3933, 'East', (13, 13))
Element 39: (0, (13, 13), ['', '', '%', ''], [(5, 12), (8, 8), (14, 6)], [False, False, True, False], 22, False, [False, False, False, False], 3952, 'East', (14, 13))
Element 40: (0, (14, 13), ['', '', '%', ''], [(5, 13), (8, 9), (14, 5)], [False, False, True, False], 20, False, [False, False, False, False], 3961, 'West', (13, 13))
Element 41: (0, (13, 13), ['', '', '%', ''], [(4, 13), (9, 9), (13, 5)], [False, False, True, False], 18, False, [False, False, False, False], 3970, 'West', (12, 13))
Element 42: (0, (12, 13), ['', '%', '%', ''], [(3, 13), (10, 9), (12, 5)], [False, True, True, False], 16, False, [False, False, False, False], 3989, 'West', (11, 13))
Element 43: (0, (11, 13), ['', '%', '%', ''], [(3, 12), (11, 9), (11, 5)], [False, True, True, False], 14, False, [False, False, False, False], 4998, 'West', (10, 13))
Element 44: (0, (10, 13), ['', '', '%', ''], [(3, 11), (12, 9), (11, 6)], [False, False, True, False], 12, False, [False, False, False, False], 5017, 'West', (9, 13))
Element 45: (0, (9, 13), ['', '', '%', ''], [(3, 10), (12, 8), (12, 6)], [False, False, True, False], 10, False, [False, False, False, False], 5046, 'South', (9, 12))
Element 46: (0, (9, 12), ['', '', '', ''], [(3, 9), (13, 8), (12, 7)], [False, False, False, False], 8, False, [False, False, False, False], 5075, 'West', (8, 12))
Element 47: (0, (8, 12), ['', '', '', ''], [(4, 9), (13, 7), (11, 7)], [False, False, False, False], 6, False, [False, False, False, False], 5094, 'North', (8, 13))
Element 48: (0, (8, 13), ['', '', '%', ''], [(4, 8), (14, 7), (12, 7)], [False, False, True, False], 4, False, [False, False, False, False], 5103, 'West', (7, 13))
Element 49: (0, (7, 13), ['', '', '%', ''], [(5, 8), (14, 8), (12, 8)], [False, False, True, False], 2, False, [False, False, False, False], 5112, 'South', (7, 12))
Element 50: (0, (7, 12), ['', '', '', ''], [(6, 8), (15, 8), (13, 8)], [False, False, False, False], 0, False, [False, False, False, False], 5121, 'Stop', (7, 12))
Element 51: #0#
