Element 1: (1, (1, 12), ['%', '%', '.', '.'], [(15, 1), (10, 13), (13, 11)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 12))
Element 2: (1, (2, 12), ['', '%', '.', '.'], [(16, 1), (11, 13), (14, 11)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (3, 12))
Element 3: (1, (3, 12), ['', '.', '.', '.'], [(16, 2), (12, 13), (15, 11)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (4, 12))
Element 4: (1, (4, 12), ['', '.', '.', '.'], [(16, 3), (13, 13), (16, 11)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (5, 12))
Element 5: (1, (5, 12), ['', '.', '.', '.'], [(17, 3), (14, 13), (16, 12)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (6, 12))
Element 6: (1, (6, 12), ['', '.', '.', '.'], [(18, 3), (15, 13), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (7, 12))
Element 7: (1, (7, 12), ['', '.', '.', '.'], [(17, 3), (16, 13), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 1223, 'East', (8, 12))
Element 8: (1, (8, 12), ['', '.', '.', '.'], [(16, 3), (16, 12), (18, 13)], [False, False, False, False], 84, False, [False, True, True, True], 1242, 'East', (9, 12))
Element 9: (1, (9, 12), ['', '.', '.', '.'], [(15, 3), (15, 12), (17, 13)], [False, False, False, False], 82, False, [False, True, True, True], 1271, 'East', (10, 12))
Element 10: (1, (10, 12), ['', '.', '', '%'], [(15, 4), (14, 12), (16, 13)], [False, False, False, True], 80, False, [False, True, False, False], 1300, 'South', (10, 11))
Element 11: (1, (10, 11), ['.', '.', '', '.'], [(15, 5), (13, 12), (15, 13)], [False, False, False, False], 78, False, [True, True, False, True], 1329, 'East', (11, 11))
Element 12: (1, (11, 11), ['', '.', '%', '.'], [(15, 6), (13, 11), (15, 12)], [False, False, True, False], 76, False, [False, True, False, True], 1348, 'East', (12, 11))
Element 13: (1, (12, 11), ['', '.', '%', ''], [(16, 6), (13, 10), (14, 12)], [False, False, True, False], 74, False, [False, True, False, False], 1377, 'South', (12, 10))
Element 14: (1, (12, 10), ['.', '.', '', ''], [(17, 6), (14, 10), (14, 13)], [False, False, False, False], 72, False, [True, True, False, False], 1406, 'South', (12, 9))
Element 15: (1, (12, 9), ['.', '.', '', '.'], [(18, 6), (15, 10), (13, 13)], [False, False, False, False], 70, False, [True, True, False, True], 1435, 'East', (13, 9))
Element 16: (1, (13, 9), ['', '.', '', '.'], [(18, 7), (16, 10), (13, 12)], [False, False, False, False], 68, False, [False, True, False, True], 1464, 'East', (14, 9))
Element 17: (1, (14, 9), ['', '.', '', '.'], [(18, 8), (16, 9), (13, 13)], [False, False, False, False], 66, False, [False, True, False, True], 2483, 'East', (15, 9))
Element 18: (1, (15, 9), ['', '.', '', ''], [(17, 8), (16, 8), (12, 13)], [False, False, False, False], 64, False, [False, True, False, False], 2512, 'South', (15, 8))
Element 19: (1, (15, 8), ['.', '%', '', ''], [(17, 7), (16, 7), (11, 13)], [False, True, False, False], 62, False, [True, False, False, False], 2541, 'West', (14, 8))
