Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(2, 12), (6, 8), (14, 8)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 2: (0, (11, 5), ['.', '', '.', '.'], [(3, 12), (7, 8), (15, 8)], [False, False, False, False], 96, False, [True, False, True, True], 1029, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '.', '.'], [(4, 12), (8, 8), (16, 8)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(5, 12), (8, 9), (16, 9)], [False, False, True, False], 92, False, [False, True, False, True], 3087, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(6, 12), (9, 9), (16, 10)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(7, 12), (10, 9), (16, 11)], [False, False, False, True], 88, False, [False, True, True, False], 3165, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(8, 12), (11, 9), (16, 12)], [False, False, True, False], 86, False, [True, False, False, True], 3204, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(9, 12), (12, 9), (17, 12)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(10, 12), (13, 9), (17, 13)], [False, True, False, False], 82, False, [False, False, True, True], 3282, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(10, 13), (14, 9), (18, 13)], [False, True, False, True], 80, False, [False, False, True, False], 3321, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(11, 13), (15, 9), (17, 13)], [False, False, False, True], 78, False, [True, False, True, False], 3350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(12, 13), (15, 10), (16, 13)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (17, 8))
Element 13: (0, (17, 8), ['', '.', '%', ''], [(13, 13), (15, 11), (15, 13)], [False, False, True, False], 74, False, [False, True, False, False], 3428, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(14, 13), (15, 12), (16, 13)], [False, False, False, False], 72, False, [True, False, False, False], 3457, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', ''], [(14, 12), (16, 12), (17, 13)], [True, False, False, False], 70, False, [False, False, False, False], 3476, 'North', (16, 8))
Element 16: (0, (16, 8), ['', '', '', ''], [(14, 11), (17, 12), (16, 13)], [False, False, False, False], 68, False, [False, False, False, False], 3485, 'North', (16, 9))
