Element 1: (1, (8, 12), ['.', '.', 'G', '.'], [(8, 13), (11, 3), (15, 13)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (9, 12))
Element 2: (1, (9, 12), ['', '.', 'G', '.'], [(9, 13), (12, 3), (16, 13)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (10, 12))
Element 3: (1, (10, 12), ['', '.', 'G', '%'], [(10, 13), (13, 3), (17, 13)], [False, False, False, True], 94, False, [False, True, False, False], 87, 'South', (10, 11))
Element 4: (1, (10, 11), ['.', '.', '', '.'], [(11, 13), (13, 4), (18, 13)], [False, False, False, False], 92, False, [True, True, False, True], 126, 'East', (11, 11))
Element 5: (1, (11, 11), ['', '.', '%', '.'], [(12, 13), (14, 4), (17, 13)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (12, 11))
Element 6: (1, (12, 11), ['', '.', '%', '.'], [(13, 13), (15, 4), (17, 12)], [False, False, True, False], 88, False, [False, True, False, True], 194, 'East', (13, 11))
Element 7: (1, (13, 11), ['', '.', '.', '.'], [(14, 13), (15, 5), (16, 12)], [False, False, False, False], 86, False, [False, True, True, True], 233, 'East', (14, 11))
Element 8: (1, (14, 11), ['', '.', 'G', '.'], [(14, 12), (15, 6), (16, 11)], [False, False, False, False], 84, False, [False, True, False, True], 272, 'East', (15, 11))
Element 9: (1, (15, 11), ['', '.', 'G', ''], [(15, 12), (16, 6), (16, 10)], [False, False, False, False], 82, False, [False, True, False, False], 311, 'South', (15, 10))
Element 10: (1, (15, 10), ['.', '.', '', ''], [(16, 12), (17, 6), (16, 9)], [False, False, False, False], 80, False, [True, True, False, False], 1330, 'South', (15, 9))
Element 11: (1, (15, 9), ['.', '.', '', ''], [(17, 12), (18, 6), (16, 8)], [False, False, False, False], 78, False, [True, True, False, False], 1359, 'South', (15, 8))
Element 12: (1, (15, 8), ['.', '%', '', ''], [(17, 13), (18, 7), (17, 8)], [False, True, False, False], 76, False, [True, False, False, False], 1388, 'West', (14, 8))
Element 13: (1, (14, 8), ['.', '.', '.', ''], [(18, 13), (18, 8), (17, 7)], [False, False, False, False], 74, False, [True, True, True, False], 1417, 'North', (14, 9))
Element 14: (1, (14, 9), ['.', '', '.', ''], [(17, 13), (17, 8), (16, 7)], [False, False, False, False], 72, False, [True, False, True, False], 1436, 'North', (14, 10))
Element 15: (1, (14, 10), ['.', '', '', ''], [(16, 13), (17, 7), (16, 6)], [False, False, False, False], 70, False, [True, False, False, False], 1445, 'West', (13, 10))
Element 16: (1, (13, 10), ['.', '.', '', ''], [(15, 13), (16, 7), (17, 6)], [False, False, False, False], 68, False, [True, True, False, False], 1454, 'South', (13, 9))
Element 17: (1, (13, 9), ['.', '.', '', ''], [(16, 13), (16, 8), (18, 6)], [False, False, False, False], 66, False, [True, True, False, False], 1463, 'South', (13, 8))
Element 18: (1, (13, 8), ['.', '.', '', ''], [(17, 13), (16, 9), (18, 7)], [False, False, False, False], 64, False, [True, True, False, False], 1472, 'South', (13, 7))
Element 19: (1, (13, 7), ['.', '%', '', '.'], [(17, 12), (16, 10), (18, 8)], [False, True, False, False], 62, False, [True, False, False, True], 1481, 'East', (14, 7))
Element 20: (1, (14, 7), ['', '.', '', '%'], [(16, 12), (16, 11), (18, 7)], [False, False, False, True], 60, False, [False, True, False, False], 1490, 'South', (14, 6))
Element 21: (1, (14, 6), ['%', '.', '', ''], [(16, 13), (15, 11), (18, 6)], [True, False, False, False], 58, False, [False, True, False, False], 1499, 'South', (14, 5))
Element 22: (1, (14, 5), ['.', '', '', ''], [(16, 12), (15, 12), (17, 6)], [False, False, False, False], 56, False, [True, False, False, False], 1508, 'West', (13, 5))
Element 23: (1, (13, 5), ['.', '', '%', ''], [(16, 11), (15, 13), (16, 6)], [False, False, True, False], 54, False, [True, False, False, False], 1517, 'West', (12, 5))
Element 24: (1, (12, 5), ['F', '.', '.', ''], [(16, 10), (16, 13), (15, 6)], [False, False, False, False], 52, False, [False, True, True, False], 1526, 'West', (11, 5))
Element 25: (1, (11, 5), ['.', '.', '.', ''], [(16, 9), (17, 13), (15, 5)], [False, False, False, False], 50, False, [True, True, True, False], 2525, 'North', (11, 6))
Element 26: (1, (11, 6), ['.', '', '.', '.'], [(16, 8), (18, 13), (15, 4)], [False, False, False, False], 48, False, [True, False, True, True], 2534, 'East', (12, 6))
Element 27: (1, (12, 6), ['', '', '.', '%'], [(17, 8), (17, 13), (15, 3)], [False, False, False, True], 46, False, [False, False, True, False], 2553, 'North', (12, 7))
Element 28: (1, (12, 7), ['.', '', '.', ''], [(18, 8), (17, 12), (16, 3)], [False, False, False, False], 44, False, [True, False, True, False], 2572, 'North', (12, 8))
Element 29: (1, (12, 8), ['%', '', '.', ''], [(18, 7), (16, 12), (16, 2)], [True, False, False, False], 42, False, [False, False, True, False], 3581, 'North', (12, 9))
Element 30: (1, (12, 9), ['.', '', '.', ''], [(18, 6), (17, 12), (16, 1)], [False, False, False, False], 40, False, [True, False, True, False], 3600, 'North', (12, 10))
Element 31: (1, (12, 10), ['.', '', '', ''], [(17, 6), (17, 13), (17, 1)], [False, False, False, False], 38, False, [True, False, False, False], 3619, 'West', (11, 10))
Element 32: (1, (11, 10), ['.', '.', '', ''], [(17, 7), (16, 13), (16, 1)], [False, False, False, False], 36, False, [True, True, False, False], 3628, 'South', (11, 9))
Element 33: (1, (11, 9), ['.', '%', '', ''], [(16, 7), (16, 12), (15, 1)], [False, True, False, False], 34, False, [True, False, False, False], 3647, 'West', (10, 9))
Element 34: (1, (10, 9), ['.', '%', '.', ''], [(16, 6), (16, 13), (14, 1)], [False, True, False, False], 32, False, [True, False, True, False], 3666, 'North', (10, 10))
Element 35: (1, (10, 10), ['.', '', '', ''], [(15, 6), (15, 13), (13, 1)], [False, False, False, False], 30, False, [True, False, False, False], 3685, 'West', (9, 10))
Element 36: (1, (9, 10), ['.', '.', '.', ''], [(15, 5), (14, 13), (12, 1)], [False, False, False, False], 28, False, [True, True, True, False], 3704, 'North', (9, 11))
Element 37: (1, (9, 11), ['.', '', '', ''], [(15, 4), (14, 12), (11, 1)], [False, False, False, False], 26, False, [True, False, False, False], 3723, 'West', (8, 11))
Element 38: (1, (8, 11), ['.', '.', '', ''], [(15, 3), (13, 12), (10, 1)], [False, False, False, False], 24, False, [True, True, False, False], 3752, 'South', (8, 10))
Element 39: (1, (8, 10), ['.', 'F', '', ''], [(16, 3), (13, 13), (9, 1)], [False, False, False, False], 22, False, [True, False, False, False], 3771, 'South', (8, 9))
Element 40: (1, (8, 9), ['.', '.', '', '.'], [(17, 3), (12, 13), (8, 1)], [False, False, False, False], 20, False, [True, True, False, True], 4790, 'East', (9, 9))
Element 41: (1, (9, 9), ['', '%', '', ''], [(18, 3), (11, 13), (8, 2)], [False, True, False, False], 18, False, [False, False, False, False], 4819, 'West', (8, 9))
Element 42: (1, (8, 9), ['.', '.', '', ''], [(17, 3), (10, 13), (8, 3)], [False, False, False, False], 16, False, [True, True, False, False], 4828, 'South', (8, 8))
Element 43: (1, (8, 8), ['.', '%', '', '%'], [(16, 3), (10, 12), (9, 3)], [False, True, False, True], 14, False, [True, False, False, False], 4847, 'West', (7, 8))
Element 44: (1, (7, 8), ['.', '%', '.', ''], [(16, 2), (10, 11), (10, 3)], [False, True, False, False], 12, False, [True, False, True, False], 4866, 'North', (7, 9))
Element 45: (1, (7, 9), ['.', '', '.', ''], [(16, 1), (11, 11), (11, 3)], [False, False, False, False], 10, False, [True, False, True, False], 4875, 'North', (7, 10))
Element 46: (1, (7, 10), ['.', '', '.', ''], [(17, 1), (12, 11), (11, 4)], [False, False, False, False], 8, False, [True, False, True, False], 4894, 'North', (7, 11))
Element 47: (1, (7, 11), ['.', '', '.', ''], [(16, 1), (13, 11), (12, 4)], [False, False, False, False], 6, False, [True, False, True, False], 4913, 'North', (7, 12))
Element 48: (1, (7, 12), ['.', '', '', ''], [(15, 1), (14, 11), (13, 4)], [False, False, False, False], 4, False, [True, False, False, False], 4922, 'West', (6, 12))
Element 49: (1, (6, 12), ['.', '.', '.', ''], [(14, 1), (14, 10), (14, 4)], [False, False, False, False], 2, False, [True, True, True, False], 4931, 'North', (6, 13))
