Element 1: (3, (9, 9), ['G', '%', '.', '.'], [(8, 9), (4, 13), (7, 4)], [False, True, False, False], 98, False, [False, False, True, True], 1019, 'East', (10, 9))
Element 2: (3, (10, 9), ['', '%', '.', '.'], [(8, 8), (5, 13), (8, 4)], [False, True, False, False], 96, False, [False, False, True, True], 1058, 'East', (11, 9))
Element 3: (3, (11, 9), ['', '%', '.', '.'], [(7, 8), (6, 13), (9, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (12, 9))
Element 4: (3, (12, 9), ['', '.', '.', '.'], [(7, 9), (7, 13), (9, 5)], [False, False, False, False], 92, False, [False, True, True, True], 1136, 'East', (13, 9))
Element 5: (3, (13, 9), ['', '.', '.', '.'], [(7, 10), (8, 13), (10, 5)], [False, False, False, False], 90, False, [False, True, True, True], 1175, 'East', (14, 9))
Element 6: (3, (14, 9), ['', '.', '.', '.'], [(7, 11), (9, 13), (11, 5)], [False, False, False, False], 88, False, [False, True, True, True], 2204, 'East', (15, 9))
Element 7: (3, (15, 9), ['', '.', '.', 'F'], [(8, 11), (10, 13), (12, 5)], [False, False, False, False], 86, False, [False, True, True, False], 2243, 'East', (16, 9))
Element 8: (3, (16, 9), ['', '.', '.', '%'], [(9, 11), (11, 13), (13, 5)], [False, False, False, True], 84, False, [False, True, True, False], 3272, 'North', (16, 10))
Element 9: (3, (16, 10), ['.', '', '.', '%'], [(10, 11), (12, 13), (14, 5)], [False, False, False, True], 82, False, [True, False, True, False], 3311, 'North', (16, 11))
Element 10: (3, (16, 11), ['.', '', '.', '%'], [(11, 11), (13, 13), (15, 5)], [False, False, False, True], 80, False, [True, False, True, False], 3350, 'North', (16, 12))
Element 11: (3, (16, 12), ['.', '', '.', '.'], [(12, 11), (14, 13), (15, 6)], [False, False, False, False], 78, False, [True, False, True, True], 3389, 'East', (17, 12))
Element 12: (3, (17, 12), ['', '%', '.', '%'], [(13, 11), (15, 13), (16, 6)], [False, True, False, True], 76, False, [False, False, True, False], 3428, 'North', (17, 13))
Element 13: (3, (17, 13), ['G', '', '%', '.'], [(14, 11), (16, 13), (17, 6)], [False, False, True, False], 74, False, [False, False, False, True], 3467, 'East', (18, 13))
Element 14: (3, (18, 13), ['G', '%', '%', '%'], [(15, 11), (17, 13), (18, 6)], [False, True, True, True], 72, False, [False, False, False, False], 3496, 'Stop', (18, 13))
Element 15: (3, (18, 13), ['', '%', '%', '%'], [(15, 12), (17, 12), (18, 7)], [False, True, True, True], 70, False, [False, False, False, False], 3515, 'West', (17, 13))
Element 16: (3, (17, 13), ['', '', '%', ''], [(14, 12), (16, 12), (18, 8)], [False, False, True, False], 68, False, [False, False, False, False], 3534, 'West', (16, 13))
Element 17: (3, (16, 13), ['', '', '%', ''], [(13, 12), (16, 11), (17, 8)], [False, False, True, False], 66, False, [False, False, False, False], 3553, 'West', (15, 13))
Element 18: (3, (15, 13), ['', '', '%', ''], [(13, 13), (16, 10), (17, 7)], [False, False, True, False], 64, False, [False, False, False, False], 3562, 'South', (15, 12))
Element 19: (3, (15, 12), ['', '', '', ''], [(14, 13), (15, 10), (16, 7)], [False, False, False, False], 62, False, [False, False, False, False], 3581, 'South', (15, 11))
Element 20: (3, (15, 11), ['', '', '', ''], [(15, 13), (14, 10), (16, 8)], [False, False, False, False], 60, False, [False, False, False, False], 3600, 'South', (15, 10))
Element 21: (3, (15, 10), ['', '', '', ''], [(16, 13), (13, 10), (15, 8)], [False, False, False, False], 58, False, [False, False, False, False], 3619, 'West', (14, 10))
Element 22: (3, (14, 10), ['', '', '', ''], [(17, 13), (12, 10), (14, 8)], [False, False, False, False], 56, False, [False, False, False, False], 3638, 'North', (14, 11))
Element 23: (3, (14, 11), ['', '', '', ''], [(18, 13), (11, 10), (14, 7)], [False, False, False, False], 54, False, [False, False, False, False], 3657, 'North', (14, 12))
Element 24: (3, (14, 12), ['', '', '', ''], [(17, 13), (10, 10), (14, 6)], [False, False, False, False], 52, False, [False, False, False, False], 3676, 'North', (14, 13))
Element 25: (3, (14, 13), ['', '', '%', ''], [(17, 12), (9, 10), (14, 7)], [False, False, True, False], 50, False, [False, False, False, False], 3685, 'West', (13, 13))
Element 26: (3, (13, 13), ['', '', '%', ''], [(16, 12), (9, 11), (13, 7)], [False, False, True, False], 48, False, [False, False, False, False], 3694, 'South', (13, 12))
Element 27: (3, (13, 12), ['%', '', '', ''], [(16, 11), (9, 12), (13, 8)], [True, False, False, False], 46, False, [False, False, False, False], 3713, 'South', (13, 11))
Element 28: (3, (13, 11), ['', '', '', ''], [(16, 10), (10, 12), (12, 8)], [False, False, False, False], 44, False, [False, False, False, False], 3732, 'South', (13, 10))
