Element 1: (3, (9, 9), ['G', '%', '.', '.'], [(8, 9), (4, 13), (7, 4)], [False, True, False, False], 98, False, [False, False, True, True], 1019, 'East', (10, 9))
Element 29: (3, (13, 10), ['', '', '', ''], [(16, 9), (10, 11), (12, 7)], [False, False, False, False], 42, False, [False, False, False, False], 3741, 'West', (12, 10))
Element 30: (3, (12, 10), ['', '', '', ''], [(16, 8), (11, 11), (12, 6)], [False, False, False, False], 40, False, [False, False, False, False], 3750, 'North', (12, 11))
Element 31: (3, (12, 11), ['', '', '%', ''], [(17, 8), (10, 11), (11, 6)], [False, False, True, False], 38, False, [False, False, False, False], 3759, 'West', (11, 11))
Element 32: (3, (11, 11), ['', '', '%', ''], [(18, 8), (10, 12), (11, 7)], [False, False, True, False], 36, False, [False, False, False, False], 3768, 'South', (11, 10))
Element 33: (3, (11, 10), ['', '', '', ''], [(18, 7), (9, 12), (11, 6)], [False, False, False, False], 34, False, [False, False, False, False], 3767, 'West', (10, 10))
Element 34: (3, (10, 10), ['', '', '', ''], [(18, 6), (8, 12), (10, 6)], [False, False, False, False], 32, False, [False, False, False, False], 3786, 'North', (10, 11))
Element 35: (3, (10, 11), ['', '', '', ''], [(17, 6), (7, 12), (9, 6)], [False, False, False, False], 30, False, [False, False, False, False], 3805, 'North', (10, 12))
Element 36: (3, (10, 12), ['', '', '', '%'], [(17, 7), (6, 12), (8, 6)], [False, False, False, True], 28, False, [False, False, False, False], 3824, 'North', (10, 13))
Element 37: (3, (10, 13), ['', '', '%', ''], [(16, 7), (6, 11), (8, 5)], [False, False, True, False], 26, False, [False, False, False, False], 3843, 'East', (11, 13))
Element 38: (3, (11, 13), ['', '%', '%', ''], [(16, 6), (6, 10), (7, 5)], [False, True, True, False], 24, False, [False, False, False, False], 3862, 'East', (12, 13))
Element 39: (3, (12, 13), ['', '%', '%', ''], [(15, 6), (6, 9), (7, 6)], [False, True, True, False], 22, False, [False, False, False, False], 3881, 'West', (11, 13))
Element 40: (3, (11, 13), ['', '%', '%', ''], [(15, 5), (6, 8), (6, 6)], [False, True, True, False], 20, False, [False, False, False, False], 3900, 'West', (10, 13))
Element 41: (3, (10, 13), ['', '', '%', ''], [(15, 4), (5, 8), (6, 5)], [False, False, True, False], 18, False, [False, False, False, False], 3929, 'West', (9, 13))
Element 42: (3, (9, 13), ['', '', '%', ''], [(15, 3), (5, 9), (5, 5)], [False, False, True, False], 16, False, [False, False, False, False], 3958, 'South', (9, 12))
Element 43: (3, (9, 12), ['', '', '', ''], [(16, 3), (5, 10), (5, 4)], [False, False, False, False], 14, False, [False, False, False, False], 3987, 'South', (9, 11))
Element 44: (3, (9, 11), ['', '', '', ''], [(16, 2), (5, 11), (5, 3)], [False, False, False, False], 12, False, [False, False, False, False], 5006, 'South', (9, 10))
Element 45: (3, (9, 10), ['', '', '', ''], [(16, 1), (5, 12), (6, 3)], [False, False, False, False], 10, False, [False, False, False, False], 5035, 'West', (8, 10))
Element 46: (3, (8, 10), ['', '', '', ''], [(17, 1), (4, 12), (7, 3)], [False, False, False, False], 8, False, [False, False, False, False], 5064, 'North', (8, 11))
Element 47: (3, (8, 11), ['', '', '', ''], [(16, 1), (4, 11), (8, 3)], [False, False, False, False], 6, False, [False, False, False, False], 5083, 'North', (8, 12))
Element 48: (3, (8, 12), ['', '', '', ''], [(15, 1), (4, 10), (9, 3)], [False, False, False, False], 4, False, [False, False, False, False], 5112, 'North', (8, 13))
Element 49: (3, (8, 13), ['', '', '%', ''], [(14, 1), (4, 9), (10, 3)], [False, False, True, False], 2, False, [False, False, False, False], 5141, 'West', (7, 13))
Element 50: (3, (7, 13), ['', '', '%', ''], [(14, 1), (4, 9), (10, 3)], [False, False, True, False], 0, False, [False, False, False, False], 5140, 'Stop', (7, 13))
Element 51: #0#
