Element 1: (1, (7, 9), ['.', '.', '.', 'F'], [(12, 9), (9, 1), (17, 6)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (8, 9))
Element 2: (1, (8, 9), ['', '.', '.', '.'], [(13, 9), (10, 1), (18, 6)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '%', '.', '.'], [(14, 9), (11, 1), (18, 7)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (10, 9))
Element 4: (1, (10, 9), ['', '%', '.', ''], [(15, 9), (12, 1), (18, 8)], [False, True, False, False], 92, False, [False, False, True, False], 1116, 'North', (10, 10))
Element 5: (1, (10, 10), ['.', '', '.', '.'], [(16, 9), (13, 1), (17, 8)], [False, False, False, False], 90, False, [True, False, True, True], 2145, 'East', (11, 10))
Element 6: (1, (11, 10), ['', '', '.', '.'], [(16, 10), (14, 1), (17, 7)], [False, False, False, False], 88, False, [False, False, True, True], 2184, 'East', (12, 10))
Element 7: (1, (12, 10), ['', '', '.', '.'], [(16, 11), (15, 1), (16, 7)], [False, False, False, False], 86, False, [False, False, True, True], 2223, 'East', (13, 10))
Element 8: (1, (13, 10), ['', '', '.', '.'], [(16, 12), (16, 1), (16, 8)], [False, False, False, False], 84, False, [False, False, True, True], 2262, 'East', (14, 10))
Element 9: (1, (14, 10), ['', '', '.', '.'], [(17, 12), (16, 2), (15, 8)], [False, False, False, False], 82, False, [False, False, True, True], 3291, 'East', (15, 10))
Element 10: (1, (15, 10), ['', '', '.', ''], [(17, 13), (16, 3), (14, 8)], [False, False, False, False], 80, False, [False, False, True, False], 3330, 'North', (15, 11))
Element 11: (1, (15, 11), ['.', '', '.', ''], [(18, 13), (17, 3), (14, 7)], [False, False, False, False], 78, False, [True, False, True, False], 3369, 'North', (15, 12))
Element 12: (1, (15, 12), ['.', '', '.', ''], [(17, 13), (18, 3), (14, 6)], [False, False, False, False], 76, False, [True, False, True, False], 3398, 'North', (15, 13))
Element 13: (1, (15, 13), ['.', '', '%', 'G'], [(16, 13), (17, 3), (15, 6)], [False, False, True, False], 74, False, [True, False, False, False], 3427, 'West', (14, 13))
Element 14: (1, (14, 13), ['.', '.', '%', 'G'], [(15, 13), (16, 3), (16, 6)], [False, False, True, False], 72, False, [True, True, False, False], 3446, 'South', (14, 12))
Element 15: (1, (14, 12), ['.', '.', '', 'G'], [(15, 12), (15, 3), (15, 6)], [False, False, False, False], 70, False, [True, True, False, False], 3465, 'South', (14, 11))
Element 16: (1, (14, 11), ['.', '', '', 'G'], [(15, 11), (15, 4), (15, 5)], [False, False, False, False], 68, False, [True, False, False, False], 3494, 'West', (13, 11))
Element 17: (1, (13, 11), ['.', '', '.', ''], [(15, 10), (14, 4), (14, 5)], [False, False, False, False], 66, False, [True, False, True, False], 3523, 'North', (13, 12))
Element 18: (1, (13, 12), ['%', '', '.', ''], [(14, 10), (13, 4), (13, 5)], [True, False, False, False], 64, False, [False, False, True, False], 3552, 'North', (13, 13))
Element 19: (1, (13, 13), ['.', '', '%', ''], [(14, 11), (13, 3), (12, 5)], [False, False, True, False], 62, False, [True, False, False, False], 3581, 'West', (12, 13))
Element 20: (1, (12, 13), ['.', '%', '%', ''], [(14, 12), (12, 3), (11, 5)], [False, True, True, False], 60, False, [True, False, False, False], 4600, 'West', (11, 13))
Element 21: (1, (11, 13), ['.', '%', '%', ''], [(14, 13), (12, 4), (11, 6)], [False, True, True, False], 58, False, [True, False, False, False], 4629, 'West', (10, 13))
Element 22: (1, (10, 13), ['.', '.', '%', ''], [(13, 13), (11, 4), (12, 6)], [False, False, True, False], 56, False, [True, True, False, False], 4658, 'South', (10, 12))
Element 23: (1, (10, 12), ['.', '.', '', '%'], [(13, 12), (11, 3), (12, 7)], [False, False, False, True], 54, False, [True, True, False, False], 4687, 'South', (10, 11))
Element 24: (1, (10, 11), ['.', '', '', '.'], [(13, 11), (10, 3), (13, 7)], [False, False, False, False], 52, False, [True, False, False, True], 4716, 'East', (11, 11))
Element 25: (1, (11, 11), ['', '', '%', 'G'], [(12, 11), (9, 3), (13, 8)], [False, False, True, False], 50, False, [False, False, False, False], 4755, 'West', (10, 11))
Element 26: (1, (10, 11), ['.', '', '', ''], [(12, 10), (9, 4), (12, 8)], [False, False, False, False], 48, False, [True, False, False, False], 4774, 'West', (9, 11))
Element 27: (1, (9, 11), ['.', '.', '.', ''], [(13, 10), (9, 5), (12, 9)], [False, False, False, False], 46, False, [True, True, True, False], 4793, 'North', (9, 12))
Element 28: (1, (9, 12), ['.', '', '.', ''], [(12, 10), (10, 5), (13, 9)], [False, False, False, False], 44, False, [True, False, True, False], 4812, 'North', (9, 13))
Element 29: (1, (9, 13), ['.', '', '%', ''], [(11, 10), (10, 6), (14, 9)], [False, False, True, False], 42, False, [True, False, False, False], 4831, 'West', (8, 13))
Element 30: (1, (8, 13), ['.', '.', '%', ''], [(11, 11), (9, 6), (15, 9)], [False, False, True, False], 40, False, [True, True, False, False], 4850, 'South', (8, 12))
Element 31: (1, (8, 12), ['.', '.', '', ''], [(10, 11), (8, 6), (16, 9)], [False, False, False, False], 38, False, [True, True, False, False], 4869, 'South', (8, 11))
Element 32: (1, (8, 11), ['.', '.', '', ''], [(10, 12), (8, 5), (16, 10)], [False, False, False, False], 36, False, [True, True, False, False], 4888, 'South', (8, 10))
Element 33: (1, (8, 10), ['.', '', '', '.'], [(10, 13), (8, 4), (16, 11)], [False, False, False, False], 34, False, [True, False, False, True], 4907, 'East', (9, 10))
Element 34: (1, (9, 10), ['', '', '', ''], [(11, 13), (8, 3), (16, 12)], [False, False, False, False], 32, False, [False, False, False, False], 4926, 'West', (8, 10))
Element 35: (1, (8, 10), ['.', '', '', ''], [(12, 13), (8, 2), (17, 12)], [False, False, False, False], 30, False, [True, False, False, False], 4935, 'West', (7, 10))
Element 36: (1, (7, 10), ['.', '', '.', ''], [(11, 13), (8, 1), (17, 13)], [False, False, False, False], 28, False, [True, False, True, False], 4954, 'North', (7, 11))
Element 37: (1, (7, 11), ['.', '', '.', ''], [(10, 13), (7, 1), (18, 13)], [False, False, False, False], 26, False, [True, False, True, False], 4973, 'North', (7, 12))
Element 38: (1, (7, 12), ['.', '', '.', ''], [(9, 13), (7, 2), (17, 13)], [False, False, False, False], 24, False, [True, False, True, False], 4992, 'North', (7, 13))
Element 39: (1, (7, 13), ['.', '', '%', ''], [(9, 12), (7, 3), (16, 13)], [False, False, True, False], 22, False, [True, False, False, False], 5011, 'West', (6, 13))
Element 40: (1, (6, 13), ['.', '.', '%', ''], [(9, 11), (7, 4), (15, 13)], [False, False, True, False], 20, False, [True, True, False, False], 5030, 'South', (6, 12))
Element 41: (1, (6, 12), ['.', '.', '', ''], [(9, 10), (7, 5), (15, 12)], [False, False, False, False], 18, False, [True, True, False, False], 5049, 'South', (6, 11))
Element 42: (1, (6, 11), ['.', '.', '', ''], [(10, 10), (7, 6), (15, 11)], [False, False, False, False], 16, False, [True, True, False, False], 5068, 'South', (6, 10))
Element 43: (1, (6, 10), ['.', '.', '', ''], [(10, 9), (6, 6), (15, 10)], [False, False, False, False], 14, False, [True, True, False, False], 5087, 'South', (6, 9))
Element 44: (1, (6, 9), ['.', '.', '', ''], [(9, 9), (6, 5), (14, 10)], [False, False, False, False], 12, False, [True, True, False, False], 5106, 'South', (6, 8))
Element 45: (1, (6, 8), ['.', '%', '', '.'], [(8, 9), (6, 4), (14, 11)], [False, True, False, False], 10, False, [True, False, False, True], 5125, 'East', (7, 8))
Element 46: (1, (7, 8), ['', '%', '', 'G'], [(8, 8), (6, 3), (14, 12)], [False, True, False, False], 8, False, [False, False, False, False], 5154, 'West', (6, 8))
Element 47: (1, (6, 8), ['.', '%', '', 'G'], [(7, 8), (6, 2), (14, 13)], [False, True, False, False], 6, False, [True, False, False, False], 5163, 'West', (5, 8))
Element 48: (1, (5, 8), ['.', '%', '.', ''], [(7, 9), (6, 1), (13, 13)], [False, True, False, False], 4, False, [True, False, True, False], 5182, 'North', (5, 9))
Element 49: (1, (5, 9), ['.', '', '.', ''], [(7, 10), (5, 1), (13, 12)], [False, False, False, False], 2, False, [True, False, True, False], 5201, 'North', (5, 10))
Element 50: (1, (5, 10), ['.', '', '.', ''], [(7, 10), (5, 2), (13, 11)], [False, False, False, False], 0, False, [True, False, True, False], 5220, 'Stop', (5, 10))
Element 51: #0#
