Element 1: (3, (16, 8), ['.', '.', 'F', '.'], [(8, 9), (9, 10), (15, 6)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '.', '%'], [(9, 9), (10, 10), (16, 6)], [False, False, False, True], 96, False, [True, False, True, False], 2048, 'North', (16, 10))
Element 3: (3, (16, 10), ['.', '', '.', '%'], [(10, 9), (11, 10), (17, 6)], [False, False, False, True], 94, False, [True, False, True, False], 2087, 'North', (16, 11))
Element 4: (3, (16, 11), ['.', '', '.', '%'], [(11, 9), (12, 10), (18, 6)], [False, False, False, True], 92, False, [True, False, True, False], 2126, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(12, 9), (13, 10), (18, 7)], [False, False, False, False], 90, False, [True, False, True, True], 2165, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(13, 9), (14, 10), (18, 8)], [False, True, False, True], 88, False, [False, False, True, False], 2204, 'North', (17, 13))
Element 7: (3, (17, 13), ['.', '', '%', '.'], [(14, 9), (15, 10), (17, 8)], [False, False, True, False], 86, False, [True, False, False, True], 2243, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(15, 9), (15, 11), (17, 7)], [False, True, True, True], 84, False, [False, False, False, False], 2282, 'West', (17, 13))
Element 9: (3, (17, 13), ['.', '', '%', ''], [(15, 8), (15, 12), (16, 7)], [False, False, True, False], 82, False, [True, False, False, False], 2311, 'West', (16, 13))
Element 10: (3, (16, 13), ['G', '', '%', ''], [(14, 8), (15, 13), (16, 8)], [False, False, True, False], 80, False, [False, False, False, False], 2340, 'East', (17, 13))
Element 11: (3, (17, 13), ['', '', '%', ''], [(14, 7), (14, 13), (16, 9)], [False, False, True, False], 78, False, [False, False, False, False], 2359, 'South', (17, 12))
Element 12: (3, (17, 12), ['', '%', '', '%'], [(14, 6), (14, 12), (16, 10)], [False, True, False, True], 76, False, [False, False, False, False], 2378, 'West', (16, 12))
Element 13: (3, (16, 12), ['', 'G', '', ''], [(14, 5), (14, 11), (16, 11)], [False, False, False, False], 74, False, [False, False, False, False], 2397, 'North', (16, 13))
Element 14: (3, (16, 13), ['', 'G', '%', ''], [(14, 4), (13, 11), (16, 12)], [False, False, True, False], 72, False, [False, False, False, False], 2416, 'West', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(15, 4), (13, 12), (17, 12)], [False, False, True, False], 70, False, [False, False, False, False], 2435, 'South', (15, 12))
Element 16: (3, (15, 12), ['', '', '', ''], [(15, 3), (13, 13), (17, 13)], [False, False, False, False], 68, False, [False, False, False, False], 2454, 'South', (15, 11))
Element 17: (3, (15, 11), ['', '', '', ''], [(16, 3), (12, 13), (18, 13)], [False, False, False, False], 66, False, [False, False, False, False], 2473, 'South', (15, 10))
Element 18: (3, (15, 10), ['', '', '', ''], [(16, 2), (11, 13), (17, 13)], [False, False, False, False], 64, False, [False, False, False, False], 3482, 'South', (15, 9))
Element 19: (3, (15, 9), ['', '', '', ''], [(16, 1), (10, 13), (16, 13)], [False, False, False, False], 62, False, [False, False, False, False], 3501, 'South', (15, 8))
Element 20: (3, (15, 8), ['', '%', '', ''], [(17, 1), (10, 12), (15, 13)], [False, True, False, False], 60, False, [False, False, False, False], 3520, 'West', (14, 8))
Element 21: (3, (14, 8), ['.', '', '', ''], [(16, 1), (10, 11), (15, 12)], [False, False, False, False], 58, False, [True, False, False, False], 3529, 'West', (13, 8))
Element 22: (3, (13, 8), ['.', '.', '', ''], [(15, 1), (11, 11), (15, 11)], [False, False, False, False], 56, False, [True, True, False, False], 3558, 'South', (13, 7))
Element 23: (3, (13, 7), ['.', '%', '', ''], [(14, 1), (12, 11), (15, 10)], [False, True, False, False], 54, False, [True, False, False, False], 3587, 'West', (12, 7))
Element 24: (3, (12, 7), ['.', '.', '.', ''], [(13, 1), (11, 11), (15, 9)], [False, False, False, False], 52, False, [True, True, True, False], 3606, 'North', (12, 8))
Element 25: (3, (12, 8), ['%', '', '', ''], [(12, 1), (10, 11), (15, 8)], [True, False, False, False], 50, False, [False, False, False, False], 3625, 'North', (12, 9))
Element 26: (3, (12, 9), ['', '', '', ''], [(11, 1), (9, 11), (14, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3644, 'East', (13, 9))
Element 27: (3, (13, 9), ['', '', '', 'G'], [(10, 1), (9, 12), (14, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3663, 'North', (13, 10))
Element 28: (3, (13, 10), ['', '', '', 'G'], [(9, 1), (9, 13), (14, 10)], [False, False, False, False], 44, False, [False, False, False, False], 3682, 'North', (13, 11))
Element 29: (3, (13, 11), ['', '', '', 'G'], [(8, 1), (8, 13), (14, 11)], [False, False, False, False], 42, False, [False, False, False, False], 3701, 'North', (13, 12))
Element 30: (3, (13, 12), ['%', '', '', 'G'], [(8, 2), (8, 12), (14, 12)], [True, False, False, False], 40, False, [False, False, False, False], 3720, 'North', (13, 13))
Element 31: (3, (13, 13), ['', '', '%', 'G'], [(8, 3), (8, 11), (14, 13)], [False, False, True, False], 38, False, [False, False, False, False], 3739, 'West', (12, 13))
Element 32: (3, (12, 13), ['', '%', '%', 'G'], [(9, 3), (7, 11), (13, 13)], [False, True, True, False], 36, False, [False, False, False, False], 3758, 'West', (11, 13))
Element 33: (3, (11, 13), ['', '%', '%', ''], [(10, 3), (7, 12), (13, 12)], [False, True, True, False], 34, False, [False, False, False, False], 3777, 'West', (10, 13))
Element 34: (3, (10, 13), ['', '', '%', ''], [(11, 3), (7, 13), (13, 11)], [False, False, True, False], 32, False, [False, False, False, False], 3796, 'South', (10, 12))
Element 35: (3, (10, 12), ['', '', '', '%'], [(12, 3), (6, 13), (13, 10)], [False, False, False, True], 30, False, [False, False, False, False], 3815, 'South', (10, 11))
Element 36: (3, (10, 11), ['', '', '', ''], [(13, 3), (6, 12), (13, 9)], [False, False, False, False], 28, False, [False, False, False, False], 3834, 'East', (11, 11))
Element 37: (3, (11, 11), ['', '', '%', ''], [(13, 4), (6, 11), (13, 8)], [False, False, True, False], 26, False, [False, False, False, False], 3853, 'East', (12, 11))
Element 38: (3, (12, 11), ['', '', '%', ''], [(13, 5), (6, 10), (13, 7)], [False, False, True, False], 24, False, [False, False, False, False], 3872, 'South', (12, 10))
Element 39: (3, (12, 10), ['', '', '', ''], [(12, 5), (7, 10), (14, 7)], [False, False, False, False], 22, False, [False, False, False, False], 3891, 'West', (11, 10))
Element 40: (3, (11, 10), ['', '', '', ''], [(11, 5), (7, 9), (14, 6)], [False, False, False, False], 20, False, [False, False, False, False], 4890, 'South', (11, 9))
Element 41: (3, (11, 9), ['', '%', '', ''], [(11, 6), (7, 8), (14, 5)], [False, True, False, False], 18, False, [False, False, False, False], 4909, 'West', (10, 9))
