Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(11, 13), (14, 10), (16, 13)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(12, 13), (15, 10), (17, 13)], [True, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(13, 13), (16, 10), (18, 13)], [False, True, False, False], 94, False, [True, False, False, True], 1097, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(14, 13), (16, 9), (17, 13)], [False, True, True, True], 92, False, [False, False, False, False], 2116, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(14, 12), (16, 8), (17, 12)], [False, True, False, False], 90, False, [True, False, False, False], 2145, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(15, 12), (17, 8), (16, 12)], [False, True, True, False], 88, False, [True, False, False, False], 2184, 'West', (14, 1))
Element 7: (3, (14, 1), ['.', '%', '%', ''], [(15, 11), (18, 8), (16, 11)], [False, True, True, False], 86, False, [True, False, False, False], 2223, 'West', (13, 1))
Element 8: (3, (13, 1), ['.', '%', '%', ''], [(14, 11), (18, 7), (16, 10)], [False, True, True, False], 84, False, [True, False, False, False], 2252, 'West', (12, 1))
Element 9: (3, (12, 1), ['.', '%', '%', ''], [(13, 11), (18, 6), (16, 9)], [False, True, True, False], 82, False, [True, False, False, False], 2281, 'West', (11, 1))
Element 10: (3, (11, 1), ['.', '%', '%', ''], [(13, 12), (17, 6), (15, 9)], [False, True, True, False], 80, False, [True, False, False, False], 2320, 'West', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '%', ''], [(13, 11), (17, 7), (15, 8)], [False, True, True, False], 78, False, [True, False, False, False], 2349, 'West', (9, 1))
Element 12: (3, (9, 1), ['.', '%', '%', ''], [(12, 11), (16, 7), (14, 8)], [False, True, True, False], 76, False, [True, False, False, False], 2388, 'West', (8, 1))
Element 13: (3, (8, 1), ['.', '%', '.', ''], [(12, 10), (16, 6), (14, 9)], [False, True, False, False], 74, False, [True, False, True, False], 2427, 'North', (8, 2))
Element 14: (3, (8, 2), ['.', '', '.', '%'], [(12, 9), (15, 6), (13, 9)], [False, False, False, True], 72, False, [True, False, True, False], 2466, 'North', (8, 3))
Element 15: (3, (8, 3), ['.', '', '.', '.'], [(12, 8), (15, 5), (13, 8)], [False, False, False, False], 70, False, [True, False, True, True], 2505, 'East', (9, 3))
Element 16: (3, (9, 3), ['', '%', '.', '.'], [(12, 7), (15, 4), (13, 7)], [False, True, False, False], 68, False, [False, False, True, True], 2544, 'East', (10, 3))
Element 17: (3, (10, 3), ['', '%', '%', '.'], [(12, 6), (15, 3), (14, 7)], [False, True, True, False], 66, False, [False, False, False, True], 2583, 'East', (11, 3))
Element 18: (3, (11, 3), ['', '%', '.', '.'], [(12, 5), (16, 3), (14, 6)], [False, True, False, False], 64, False, [False, False, True, True], 2612, 'East', (12, 3))
Element 19: (3, (12, 3), ['', '%', '.', '.'], [(11, 5), (17, 3), (14, 5)], [False, True, False, False], 62, False, [False, False, True, True], 3641, 'East', (13, 3))
Element 20: (3, (13, 3), ['', '%', '.', '%'], [(11, 6), (18, 3), (14, 4)], [False, True, False, True], 60, False, [False, False, True, False], 3680, 'North', (13, 4))
Element 21: (3, (13, 4), ['.', '', '.', ''], [(11, 7), (17, 3), (15, 4)], [False, False, False, False], 58, False, [True, False, True, False], 3699, 'North', (13, 5))
Element 22: (3, (13, 5), ['', '', '%', ''], [(11, 6), (16, 3), (15, 5)], [False, False, True, False], 56, False, [False, False, False, False], 3708, 'East', (14, 5))
Element 23: (3, (14, 5), ['', '', '', ''], [(10, 6), (16, 2), (15, 6)], [False, False, False, False], 54, False, [False, False, False, False], 3717, 'East', (15, 5))
Element 24: (3, (15, 5), ['', '', '', '%'], [(10, 5), (16, 1), (16, 6)], [False, False, False, True], 52, False, [False, False, False, False], 3726, 'North', (15, 6))
Element 25: (3, (15, 6), ['', '', '%', ''], [(9, 5), (17, 1), (17, 6)], [False, False, True, False], 50, False, [False, False, False, False], 3735, 'East', (16, 6))
Element 26: (3, (16, 6), ['', '%', '', ''], [(9, 6), (16, 1), (18, 6)], [False, True, False, False], 48, False, [False, False, False, False], 3744, 'East', (17, 6))
