Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(7, 9), (8, 8), (15, 11)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 2: (0, (11, 5), ['.', '', '.', '.'], [(8, 9), (7, 8), (16, 11)], [False, False, False, False], 96, False, [True, False, True, True], 2019, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '.', '.'], [(9, 9), (6, 8), (16, 12)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(10, 9), (6, 9), (17, 12)], [False, False, True, False], 92, False, [False, True, False, True], 2097, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(11, 9), (6, 10), (17, 13)], [False, False, False, False], 90, False, [False, True, True, True], 2136, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(12, 9), (7, 10), (18, 13)], [False, False, False, True], 88, False, [False, True, True, False], 2175, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(13, 9), (8, 10), (17, 13)], [False, False, True, False], 86, False, [True, False, False, True], 2204, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(14, 9), (9, 10), (16, 13)], [False, True, False, False], 84, False, [False, False, True, True], 2243, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(15, 9), (10, 10), (15, 13)], [False, True, False, False], 82, False, [False, False, True, True], 2282, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(16, 9), (11, 10), (15, 12)], [False, True, False, True], 80, False, [False, False, True, False], 3311, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(16, 10), (12, 10), (14, 12)], [False, False, False, True], 78, False, [True, False, True, False], 3350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(15, 10), (13, 10), (14, 13)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (17, 8))
Element 13: (0, (17, 8), ['.', '.', '%', ''], [(14, 10), (13, 11), (13, 13)], [False, False, True, False], 74, False, [True, True, False, False], 3428, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(14, 11), (13, 12), (12, 13)], [False, False, False, False], 72, False, [True, False, False, False], 3467, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '.', ''], [(15, 11), (14, 12), (11, 13)], [True, False, False, False], 70, False, [False, False, True, False], 3486, 'North', (16, 8))
Element 16: (0, (16, 8), ['.', '', '', ''], [(16, 11), (15, 12), (10, 13)], [False, False, False, False], 68, False, [True, False, False, False], 3505, 'West', (15, 8))
Element 17: (0, (15, 8), ['.', '%', '', ''], [(16, 12), (15, 13), (10, 12)], [False, True, False, False], 66, False, [True, False, False, False], 3524, 'West', (14, 8))
Element 18: (0, (14, 8), ['.', '.', '', ''], [(17, 12), (16, 13), (10, 11)], [False, False, False, False], 64, False, [True, True, False, False], 3543, 'South', (14, 7))
Element 19: (0, (14, 7), ['.', '.', '', '%'], [(17, 13), (16, 12), (11, 11)], [False, False, False, True], 62, False, [True, True, False, False], 3562, 'South', (14, 6))
Element 20: (0, (14, 6), ['%', '', '', ''], [(18, 13), (17, 12), (12, 11)], [True, False, False, False], 60, False, [False, False, False, False], 3581, 'North', (14, 7))
Element 21: (0, (14, 7), ['.', '', '', '%'], [(17, 13), (16, 12), (13, 11)], [False, False, False, True], 58, False, [True, False, False, False], 3580, 'West', (13, 7))
Element 22: (0, (13, 7), ['.', '%', '.', ''], [(16, 13), (16, 11), (14, 11)], [False, True, False, False], 56, False, [True, False, True, False], 3589, 'North', (13, 8))
Element 23: (0, (13, 8), ['.', '', '', ''], [(15, 13), (16, 10), (14, 10)], [False, False, False, False], 54, False, [True, False, False, False], 3598, 'West', (12, 8))
Element 24: (0, (12, 8), ['%', '.', '', ''], [(15, 12), (16, 9), (15, 10)], [True, False, False, False], 52, False, [False, True, False, False], 3607, 'South', (12, 7))
Element 25: (0, (12, 7), ['.', '.', '', ''], [(14, 12), (16, 8), (16, 10)], [False, False, False, False], 50, False, [True, True, False, False], 3616, 'South', (12, 6))
Element 26: (0, (12, 6), ['.', '', '', '%'], [(14, 13), (17, 8), (16, 9)], [False, False, False, True], 48, False, [True, False, False, False], 3625, 'West', (11, 6))
Element 27: (0, (11, 6), ['.', '', '.', ''], [(13, 13), (18, 8), (16, 8)], [False, False, False, False], 46, False, [True, False, True, False], 3634, 'North', (11, 7))
Element 28: (0, (11, 7), ['%', '', '%', ''], [(13, 12), (18, 7), (17, 8)], [True, False, True, False], 44, False, [False, False, False, False], 3643, 'South', (11, 6))
Element 29: (0, (11, 6), ['.', '', '', ''], [(13, 11), (18, 6), (18, 8)], [False, False, False, False], 42, False, [True, False, False, False], 3642, 'West', (10, 6))
Element 30: (0, (10, 6), ['.', '.', '%', ''], [(13, 10), (17, 6), (18, 7)], [False, False, True, False], 40, False, [True, True, False, False], 3651, 'South', (10, 5))
Element 31: (0, (10, 5), ['.', '%', '', ''], [(12, 10), (17, 7), (18, 6)], [False, True, False, False], 38, False, [True, False, False, False], 3660, 'West', (9, 5))
Element 32: (0, (9, 5), ['.', '.', '.', ''], [(12, 11), (16, 7), (17, 6)], [False, False, False, False], 36, False, [True, True, True, False], 3669, 'North', (9, 6))
Element 33: (0, (9, 6), ['.', '', '%', ''], [(11, 11), (16, 6), (17, 7)], [False, False, True, False], 34, False, [True, False, False, False], 3678, 'West', (8, 6))
Element 34: (0, (8, 6), ['.', '.', '%', ''], [(11, 10), (15, 6), (16, 7)], [False, False, True, False], 32, False, [True, True, False, False], 3687, 'South', (8, 5))
Element 35: (0, (8, 5), ['.', '.', '', ''], [(10, 10), (15, 5), (16, 6)], [False, False, False, False], 30, False, [True, True, False, False], 3696, 'South', (8, 4))
Element 36: (0, (8, 4), ['.', '.', '', '.'], [(10, 11), (15, 4), (15, 6)], [False, False, False, False], 28, False, [True, True, False, True], 3715, 'East', (9, 4))
Element 37: (0, (9, 4), ['', '.', '', '%'], [(9, 11), (15, 3), (15, 5)], [False, False, False, True], 26, False, [False, True, False, False], 3744, 'South', (9, 3))
Element 38: (0, (9, 3), ['.', '%', '', '.'], [(9, 12), (16, 3), (15, 4)], [False, True, False, False], 24, False, [True, False, False, True], 3773, 'East', (10, 3))
Element 39: (0, (10, 3), ['', '%', '%', '.'], [(9, 13), (16, 2), (14, 4)], [False, True, True, False], 22, False, [False, False, False, True], 4802, 'East', (11, 3))
Element 40: (0, (11, 3), ['', '%', '', '.'], [(8, 13), (16, 1), (13, 4)], [False, True, False, False], 20, False, [False, False, False, True], 4841, 'East', (12, 3))
Element 41: (0, (12, 3), ['', '%', '.', 'G'], [(8, 12), (17, 1), (13, 3)], [False, True, False, False], 18, False, [False, False, True, False], 4880, 'North', (12, 4))
Element 42: (0, (12, 4), ['', 'G', '', ''], [(8, 11), (16, 1), (12, 3)], [False, False, False, False], 16, False, [False, False, False, False], 4899, 'East', (13, 4))
Element 43: (0, (13, 4), ['G', '', '', ''], [(7, 11), (15, 1), (12, 4)], [False, False, False, False], 14, False, [False, False, False, False], 4918, 'East', (14, 4))
Element 44: (0, (14, 4), ['', '%', '', ''], [(7, 12), (14, 1), (12, 5)], [False, True, False, False], 12, False, [False, False, False, False], 4937, 'East', (15, 4))
Element 45: (0, (15, 4), ['', '', '', '%'], [(7, 13), (13, 1), (13, 5)], [False, False, False, True], 10, False, [False, False, False, False], 4956, 'South', (15, 3))
Element 46: (0, (15, 3), ['%', '%', '', ''], [(6, 13), (12, 1), (14, 5)], [True, True, False, False], 8, False, [False, False, False, False], 4975, 'East', (16, 3))
Element 47: (0, (16, 3), ['', '', '%', '.'], [(6, 12), (11, 1), (14, 6)], [False, False, True, False], 6, False, [False, False, False, True], 4994, 'East', (17, 3))
Element 48: (0, (17, 3), ['', '%', '%', '.'], [(6, 11), (10, 1), (14, 7)], [False, True, True, False], 4, False, [False, False, False, True], 5023, 'East', (18, 3))
Element 49: (0, (18, 3), ['', '%', '%', '%'], [(5, 11), (9, 1), (14, 8)], [False, True, True, True], 2, False, [False, False, False, False], 5052, 'West', (17, 3))
Element 50: (0, (17, 3), ['', '%', '%', ''], [(5, 12), (8, 1), (15, 8)], [False, True, True, False], 0, False, [False, False, False, False], 5071, 'Stop', (17, 3))
Element 51: #0#
