Element 1: (0, (8, 10), ['.', 'F', '.', '.'], [(7, 9), (11, 1), (18, 3)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (8, 9))
Element 2: (0, (8, 9), ['', '.', '', '.'], [(7, 10), (12, 1), (17, 3)], [False, False, False, False], 96, False, [False, True, False, True], 1029, 'East', (9, 9))
Element 3: (0, (9, 9), ['', '%', '.', '.'], [(7, 11), (13, 1), (16, 3)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (10, 9))
Element 4: (0, (10, 9), ['', '%', '.', '.'], [(8, 11), (14, 1), (16, 2)], [False, True, False, False], 92, False, [False, False, True, True], 2097, 'East', (11, 9))
Element 5: (0, (11, 9), ['', '%', '.', '.'], [(9, 11), (15, 1), (16, 1)], [False, True, False, False], 90, False, [False, False, True, True], 2136, 'East', (12, 9))
Element 6: (0, (12, 9), ['', '.', '.', '.'], [(10, 11), (14, 1), (17, 1)], [False, False, False, False], 88, False, [False, True, True, True], 2165, 'East', (13, 9))
Element 7: (0, (13, 9), ['', '.', '.', '.'], [(11, 11), (13, 1), (16, 1)], [False, False, False, False], 86, False, [False, True, True, True], 2184, 'East', (14, 9))
Element 8: (0, (14, 9), ['', '.', '.', '.'], [(12, 11), (12, 1), (15, 1)], [False, False, False, False], 84, False, [False, True, True, True], 2203, 'East', (15, 9))
Element 9: (0, (15, 9), ['', '.', '.', 'F'], [(13, 11), (11, 1), (14, 1)], [False, False, False, False], 82, False, [False, True, True, False], 2222, 'East', (16, 9))
Element 10: (0, (16, 9), ['', '.', '.', '%'], [(14, 11), (10, 1), (13, 1)], [False, False, False, True], 80, False, [False, True, True, False], 3241, 'North', (16, 10))
Element 11: (0, (16, 10), ['.', '', '.', '%'], [(15, 11), (9, 1), (12, 1)], [False, False, False, True], 78, False, [True, False, True, False], 3270, 'North', (16, 11))
Element 12: (0, (16, 11), ['', '', '.', '%'], [(15, 12), (8, 1), (11, 1)], [False, False, False, True], 76, False, [False, False, True, False], 3299, 'North', (16, 12))
Element 13: (0, (16, 12), ['', '', '.', '.'], [(15, 13), (8, 2), (10, 1)], [False, False, False, False], 74, False, [False, False, True, True], 3328, 'East', (17, 12))
Element 14: (0, (17, 12), ['', '%', '.', '%'], [(16, 13), (8, 3), (9, 1)], [False, True, False, True], 72, False, [False, False, True, False], 3357, 'North', (17, 13))
Element 15: (0, (17, 13), ['', '', '%', '.'], [(16, 12), (9, 3), (8, 1)], [False, False, True, False], 70, False, [False, False, False, True], 3376, 'East', (18, 13))
Element 16: (0, (18, 13), ['', '%', '%', '%'], [(17, 12), (10, 3), (7, 1)], [False, True, True, True], 68, False, [False, False, False, False], 3405, 'West', (17, 13))
Element 17: (0, (17, 13), ['', '', '%', ''], [(16, 12), (11, 3), (7, 2)], [False, False, True, False], 66, False, [False, False, False, False], 3424, 'West', (16, 13))
Element 18: (0, (16, 13), ['', '', '%', ''], [(16, 11), (12, 3), (7, 3)], [False, False, True, False], 64, False, [False, False, False, False], 3443, 'West', (15, 13))
Element 19: (0, (15, 13), ['.', '', '%', ''], [(16, 10), (13, 3), (7, 4)], [False, False, True, False], 62, False, [True, False, False, False], 3462, 'West', (14, 13))
Element 20: (0, (14, 13), ['.', '.', '%', ''], [(15, 10), (13, 4), (8, 4)], [False, False, True, False], 60, False, [True, True, False, False], 3501, 'South', (14, 12))
Element 21: (0, (14, 12), ['.', '', '', ''], [(14, 10), (14, 4), (9, 4)], [False, False, False, False], 58, False, [True, False, False, False], 3540, 'West', (13, 12))
Element 22: (0, (13, 12), ['%', '', '.', ''], [(13, 10), (15, 4), (9, 5)], [True, False, False, False], 56, False, [False, False, True, False], 3579, 'North', (13, 13))
Element 23: (0, (13, 13), ['.', '', '%', ''], [(12, 10), (15, 5), (10, 5)], [False, False, True, False], 54, False, [True, False, False, False], 3618, 'West', (12, 13))
Element 24: (0, (12, 13), ['.', '%', '%', ''], [(11, 10), (15, 6), (11, 5)], [False, True, True, False], 52, False, [True, False, False, False], 4647, 'West', (11, 13))
Element 25: (0, (11, 13), ['.', '%', '%', ''], [(10, 10), (16, 6), (12, 5)], [False, True, True, False], 50, False, [True, False, False, False], 4686, 'West', (10, 13))
Element 26: (0, (10, 13), ['.', '.', '%', ''], [(9, 10), (17, 6), (13, 5)], [False, False, True, False], 48, False, [True, True, False, False], 4725, 'South', (10, 12))
Element 27: (0, (10, 12), ['.', '', '', '%'], [(9, 9), (18, 6), (14, 5)], [False, False, False, True], 46, False, [True, False, False, False], 4754, 'West', (9, 12))
Element 28: (0, (9, 12), ['.', '', '.', ''], [(10, 9), (18, 7), (14, 6)], [False, False, False, False], 44, False, [True, False, True, False], 4783, 'North', (9, 13))
Element 29: (0, (9, 13), ['.', '', '%', ''], [(11, 9), (18, 8), (14, 7)], [False, False, True, False], 42, False, [True, False, False, False], 4812, 'West', (8, 13))
Element 30: (0, (8, 13), ['.', '.', '%', ''], [(12, 9), (17, 8), (14, 8)], [False, False, True, False], 40, False, [True, True, False, False], 4841, 'South', (8, 12))
Element 31: (0, (8, 12), ['.', '', '', ''], [(12, 8), (17, 7), (15, 8)], [False, False, False, False], 38, False, [True, False, False, False], 4880, 'West', (7, 12))
Element 32: (0, (7, 12), ['.', '', '.', ''], [(13, 8), (16, 7), (16, 8)], [False, False, False, False], 36, False, [True, False, True, False], 4919, 'North', (7, 13))
Element 33: (0, (7, 13), ['.', '', '%', ''], [(13, 7), (17, 7), (17, 8)], [False, False, True, False], 34, False, [True, False, False, False], 4938, 'West', (6, 13))
Element 34: (0, (6, 13), ['.', '.', '%', ''], [(12, 7), (16, 7), (18, 8)], [False, False, True, False], 32, False, [True, True, False, False], 4957, 'South', (6, 12))
Element 35: (0, (6, 12), ['.', '.', '', ''], [(12, 6), (16, 8), (18, 7)], [False, False, False, False], 30, False, [True, True, False, False], 4976, 'South', (6, 11))
Element 36: (0, (6, 11), ['.', '.', '', ''], [(11, 6), (16, 9), (18, 6)], [False, False, False, False], 28, False, [True, True, False, False], 4995, 'South', (6, 10))
Element 37: (0, (6, 10), ['.', '.', '', ''], [(11, 7), (16, 10), (17, 6)], [False, False, False, False], 26, False, [True, True, False, False], 5014, 'South', (6, 9))
Element 38: (0, (6, 9), ['.', '.', '', ''], [(11, 6), (16, 11), (17, 7)], [False, False, False, False], 24, False, [True, True, False, False], 5023, 'South', (6, 8))
Element 39: (0, (6, 8), ['.', '%', '', '.'], [(10, 6), (16, 12), (16, 7)], [False, True, False, False], 22, False, [True, False, False, True], 5042, 'East', (7, 8))
Element 40: (0, (7, 8), ['', '%', '', '.'], [(9, 6), (17, 12), (16, 6)], [False, True, False, False], 20, False, [False, False, False, True], 5061, 'East', (8, 8))
Element 41: (0, (8, 8), ['', '%', '', '%'], [(8, 6), (17, 13), (15, 6)], [False, True, False, True], 18, False, [False, False, False, False], 5080, 'West', (7, 8))
Element 42: (0, (7, 8), ['', '%', '', ''], [(8, 5), (18, 13), (15, 5)], [False, True, False, False], 16, False, [False, False, False, False], 5089, 'North', (7, 9))
Element 43: (0, (7, 9), ['', '', '', ''], [(7, 5), (17, 13), (15, 4)], [False, False, False, False], 14, False, [False, False, False, False], 5098, 'North', (7, 10))
Element 44: (0, (7, 10), ['', '', '', ''], [(7, 6), (16, 13), (15, 3)], [False, False, False, False], 12, False, [False, False, False, False], 5117, 'North', (7, 11))
Element 45: (0, (7, 11), ['', '', '', ''], [(6, 6), (15, 13), (15, 4)], [False, False, False, False], 10, False, [False, False, False, False], 5126, 'East', (8, 11))
Element 46: (0, (8, 11), ['', '', '', ''], [(6, 5), (15, 12), (14, 4)], [False, False, False, False], 8, False, [False, False, False, False], 5135, 'East', (9, 11))
Element 47: (0, (9, 11), ['', '', '', ''], [(6, 4), (15, 11), (13, 4)], [False, False, False, False], 6, False, [False, False, False, False], 5144, 'East', (10, 11))
Element 48: (0, (10, 11), ['', '', '', ''], [(6, 3), (15, 10), (12, 4)], [False, False, False, False], 4, False, [False, False, False, False], 5163, 'East', (11, 11))
Element 49: (0, (11, 11), ['', '', '%', ''], [(6, 2), (15, 9), (11, 4)], [False, False, True, False], 2, False, [False, False, False, False], 5182, 'East', (12, 11))
