Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(8, 1), (13, 13), (16, 12)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(9, 1), (14, 13), (17, 12)], [True, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(10, 1), (15, 13), (17, 13)], [False, True, False, False], 94, False, [True, False, False, True], 1097, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(11, 1), (16, 13), (18, 13)], [False, True, True, True], 92, False, [False, False, False, False], 1136, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(12, 1), (17, 13), (18, 13)], [False, True, False, False], 90, False, [True, False, False, False], 1145, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(13, 1), (17, 12), (17, 13)], [False, True, True, False], 88, False, [True, False, False, False], 1164, 'West', (14, 1))
Element 7: (3, (14, 1), ['', '%', '%', ''], [(12, 1), (16, 12), (16, 13)], [False, True, True, False], 86, False, [False, False, False, False], 1173, 'West', (13, 1))
Element 8: (3, (13, 1), ['', '%', '%', ''], [(11, 1), (16, 11), (15, 13)], [False, True, True, False], 84, False, [False, False, False, False], 1182, 'West', (12, 1))
Element 9: (3, (12, 1), ['', '%', '%', ''], [(10, 1), (16, 10), (14, 13)], [False, True, True, False], 82, False, [False, False, False, False], 1191, 'West', (11, 1))
Element 10: (3, (11, 1), ['', '%', '%', ''], [(9, 1), (16, 9), (14, 12)], [False, True, True, False], 80, False, [False, False, False, False], 2200, 'West', (10, 1))
Element 11: (3, (10, 1), ['', '%', '%', ''], [(8, 1), (16, 8), (14, 11)], [False, True, True, False], 78, False, [False, False, False, False], 2219, 'West', (9, 1))
Element 12: (3, (9, 1), ['', '%', '%', ''], [(8, 2), (17, 8), (15, 11)], [False, True, True, False], 76, False, [False, False, False, False], 2248, 'West', (8, 1))
Element 13: (3, (8, 1), ['', '%', '', ''], [(8, 3), (18, 8), (15, 10)], [False, True, False, False], 74, False, [False, False, False, False], 2277, 'North', (8, 2))
Element 14: (3, (8, 2), ['.', '', '', '%'], [(9, 3), (18, 7), (15, 9)], [False, False, False, True], 72, False, [True, False, False, False], 2306, 'West', (7, 2))
Element 15: (3, (7, 2), ['.', '', '.', ''], [(10, 3), (18, 6), (15, 8)], [False, False, False, False], 70, False, [True, False, True, False], 2345, 'North', (7, 3))
Element 16: (3, (7, 3), ['.', '', '.', ''], [(11, 3), (17, 6), (14, 8)], [False, False, False, False], 68, False, [True, False, True, False], 2384, 'North', (7, 4))
Element 17: (3, (7, 4), ['.', '', '.', '.'], [(12, 3), (17, 7), (14, 9)], [False, False, False, False], 66, False, [True, False, True, True], 2423, 'East', (8, 4))
Element 18: (3, (8, 4), ['', '', '.', '.'], [(13, 3), (16, 7), (14, 10)], [False, False, False, False], 64, False, [False, False, True, True], 2462, 'East', (9, 4))
Element 19: (3, (9, 4), ['', '', '.', '%'], [(13, 4), (16, 6), (13, 10)], [False, False, False, True], 62, False, [False, False, True, False], 2501, 'North', (9, 5))
Element 20: (3, (9, 5), ['.', '', '.', '.'], [(14, 4), (15, 6), (13, 11)], [False, False, False, False], 60, False, [True, False, True, True], 2540, 'East', (10, 5))
Element 21: (3, (10, 5), ['', '%', '.', 'F'], [(15, 4), (15, 5), (13, 12)], [False, True, False, False], 58, False, [False, False, True, False], 2579, 'East', (11, 5))
Element 22: (3, (11, 5), ['', '.', '.', '.'], [(15, 3), (14, 5), (13, 13)], [False, False, False, False], 56, False, [False, True, True, True], 3598, 'East', (12, 5))
Element 23: (3, (12, 5), ['', '.', '.', '.'], [(16, 3), (14, 6), (12, 13)], [False, False, False, False], 54, False, [False, True, True, True], 3617, 'East', (13, 5))
