Element 1: (3, (7, 9), ['.', '.', '.', 'F'], [(3, 4), (4, 2), (8, 2)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (8, 9))
Element 2: (3, (8, 9), ['', '.', '.', '.'], [(4, 4), (5, 2), (8, 3)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (9, 9))
Element 3: (3, (9, 9), ['', '%', '.', '.'], [(5, 4), (6, 2), (9, 3)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (10, 9))
Element 4: (3, (10, 9), ['', '%', '.', '.'], [(6, 4), (6, 3), (10, 3)], [False, True, False, False], 92, False, [False, False, True, True], 1136, 'East', (11, 9))
Element 5: (3, (11, 9), ['', '%', '.', '.'], [(7, 4), (7, 3), (11, 3)], [False, True, False, False], 90, False, [False, False, True, True], 1175, 'East', (12, 9))
Element 6: (3, (12, 9), ['', '.', '.', '.'], [(8, 4), (8, 3), (12, 3)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (13, 9))
Element 7: (3, (13, 9), ['', '.', '.', '.'], [(9, 4), (9, 3), (13, 3)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (14, 9))
Element 8: (3, (14, 9), ['', '.', '.', '.'], [(9, 5), (10, 3), (13, 4)], [False, False, False, False], 84, False, [False, True, True, True], 1262, 'East', (15, 9))
Element 9: (3, (15, 9), ['', '.', '.', 'F'], [(10, 5), (11, 3), (14, 4)], [False, False, False, False], 82, False, [False, True, True, False], 1291, 'East', (16, 9))
Element 10: (3, (16, 9), ['', '.', '.', '%'], [(11, 5), (11, 4), (15, 4)], [False, False, False, True], 80, False, [False, True, True, False], 3310, 'North', (16, 10))
Element 11: (3, (16, 10), ['.', '', '.', '%'], [(12, 5), (12, 4), (15, 5)], [False, False, False, True], 78, False, [True, False, True, False], 3349, 'North', (16, 11))
Element 12: (3, (16, 11), ['.', '', '.', '%'], [(13, 5), (13, 4), (15, 6)], [False, False, False, True], 76, False, [True, False, True, False], 3378, 'North', (16, 12))
Element 13: (3, (16, 12), ['.', '', '.', '.'], [(14, 5), (14, 4), (16, 6)], [False, False, False, False], 74, False, [True, False, True, True], 3407, 'East', (17, 12))
Element 14: (3, (17, 12), ['', '%', '.', '%'], [(14, 6), (15, 4), (17, 6)], [False, True, False, True], 72, False, [False, False, True, False], 3436, 'North', (17, 13))
Element 15: (3, (17, 13), ['.', '', '%', '.'], [(14, 7), (15, 3), (18, 6)], [False, False, True, False], 70, False, [True, False, False, True], 3475, 'East', (18, 13))
Element 16: (3, (18, 13), ['', '%', '%', '%'], [(14, 8), (16, 3), (18, 7)], [False, True, True, True], 68, False, [False, False, False, False], 3514, 'West', (17, 13))
Element 17: (3, (17, 13), ['.', '', '%', ''], [(15, 8), (16, 2), (18, 8)], [False, False, True, False], 66, False, [True, False, False, False], 4533, 'West', (16, 13))
Element 18: (3, (16, 13), ['.', '', '%', ''], [(16, 8), (16, 1), (17, 8)], [False, False, True, False], 64, False, [True, False, False, False], 4572, 'West', (15, 13))
Element 19: (3, (15, 13), ['.', '.', '%', ''], [(16, 7), (17, 1), (17, 7)], [False, False, True, False], 62, False, [True, True, False, False], 4611, 'South', (15, 12))
Element 20: (3, (15, 12), ['.', '.', '', ''], [(16, 6), (16, 1), (16, 7)], [False, False, False, False], 60, False, [True, True, False, False], 4620, 'South', (15, 11))
Element 21: (3, (15, 11), ['.', '.', '', ''], [(17, 6), (15, 1), (16, 8)], [False, False, False, False], 58, False, [True, True, False, False], 4639, 'South', (15, 10))
Element 22: (3, (15, 10), ['.', '', '', ''], [(18, 6), (14, 1), (16, 9)], [False, False, False, False], 56, False, [True, False, False, False], 4658, 'West', (14, 10))
Element 23: (3, (14, 10), ['.', '', '.', ''], [(18, 7), (13, 1), (16, 10)], [False, False, False, False], 54, False, [True, False, True, False], 4677, 'North', (14, 11))
Element 24: (3, (14, 11), ['.', '', '.', ''], [(18, 8), (12, 1), (16, 11)], [False, False, False, False], 52, False, [True, False, True, False], 4696, 'North', (14, 12))
Element 25: (3, (14, 12), ['.', '', '.', ''], [(17, 8), (11, 1), (16, 12)], [False, False, False, False], 50, False, [True, False, True, False], 4715, 'North', (14, 13))
