Element 1: (0, (16, 8), ['.', '.', 'F', '.'], [(9, 9), (11, 10), (14, 13)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (16, 9))
Element 2: (0, (16, 9), ['.', '', '.', '%'], [(8, 9), (12, 10), (15, 13)], [False, False, False, True], 96, False, [True, False, True, False], 2019, 'North', (16, 10))
Element 3: (0, (16, 10), ['.', '', '.', '%'], [(8, 10), (13, 10), (16, 13)], [False, False, False, True], 94, False, [True, False, True, False], 2058, 'North', (16, 11))
Element 4: (0, (16, 11), ['.', '', '.', '%'], [(9, 10), (14, 10), (17, 13)], [False, False, False, True], 92, False, [True, False, True, False], 2097, 'North', (16, 12))
Element 5: (0, (16, 12), ['.', '', '', '.'], [(10, 10), (15, 10), (18, 13)], [False, False, False, False], 90, False, [True, False, False, True], 2136, 'East', (17, 12))
Element 6: (0, (17, 12), ['', '%', 'G', '%'], [(10, 11), (15, 11), (17, 13)], [False, True, False, True], 88, False, [False, False, False, False], 2165, 'West', (16, 12))
Element 7: (0, (16, 12), ['G', '', '', 'G'], [(11, 11), (15, 12), (17, 12)], [False, False, False, False], 86, False, [False, False, False, False], 2184, 'South', (16, 11))
Element 8: (0, (16, 11), ['', '', 'G', '%'], [(12, 11), (14, 12), (16, 12)], [False, False, False, True], 84, False, [False, False, False, False], 2203, 'West', (15, 11))
Element 9: (0, (15, 11), ['G', '', '', 'G'], [(13, 11), (14, 11), (16, 11)], [False, False, False, False], 82, False, [False, False, False, False], 2222, 'North', (15, 12))
Element 10: (0, (15, 12), ['', '', '', ''], [(13, 12), (13, 11), (16, 10)], [False, False, False, False], 80, False, [False, False, False, False], 2231, 'North', (15, 13))
Element 11: (0, (15, 13), ['', '', '%', ''], [(13, 13), (13, 12), (16, 9)], [False, False, True, False], 78, False, [False, False, False, False], 2240, 'East', (16, 13))
Element 12: (0, (16, 13), ['', '', '%', ''], [(12, 13), (13, 13), (15, 9)], [False, False, True, False], 76, False, [False, False, False, False], 2259, 'East', (17, 13))
Element 13: (0, (17, 13), ['', '', '%', ''], [(11, 13), (14, 13), (15, 8)], [False, False, True, False], 74, False, [False, False, False, False], 2278, 'East', (18, 13))
Element 14: (0, (18, 13), ['', '%', '%', '%'], [(10, 13), (15, 13), (14, 8)], [False, True, True, True], 72, False, [False, False, False, False], 2297, 'West', (17, 13))
Element 15: (0, (17, 13), ['G', '', '%', ''], [(10, 12), (16, 13), (14, 9)], [False, False, True, False], 70, False, [False, False, False, False], 2316, 'South', (17, 12))
Element 16: (0, (17, 12), ['', '%', 'G', '%'], [(9, 12), (17, 13), (13, 9)], [False, True, False, True], 68, False, [False, False, False, False], 2335, 'North', (17, 13))
Element 17: (0, (17, 13), ['', '', '%', 'G'], [(9, 13), (18, 13), (13, 8)], [False, False, True, False], 66, False, [False, False, False, False], 2354, 'West', (16, 13))
Element 18: (0, (16, 13), ['', '', '%', 'G'], [(8, 13), (17, 13), (13, 7)], [False, False, True, False], 64, False, [False, False, False, False], 2373, 'West', (15, 13))
Element 19: (0, (15, 13), ['', '', '%', ''], [(8, 12), (17, 12), (14, 7)], [False, False, True, False], 62, False, [False, False, False, False], 2392, 'South', (15, 12))
Element 20: (0, (15, 12), ['', '', '', 'G'], [(8, 11), (16, 12), (14, 6)], [False, False, False, False], 60, False, [False, False, False, False], 2411, 'West', (14, 12))
Element 21: (0, (14, 12), ['', '', '', ''], [(9, 11), (16, 11), (15, 6)], [False, False, False, False], 58, False, [False, False, False, False], 2430, 'North', (14, 13))
Element 22: (0, (14, 13), ['', '', '%', ''], [(8, 11), (16, 10), (16, 6)], [False, False, True, False], 56, False, [False, False, False, False], 2439, 'West', (13, 13))
Element 23: (0, (13, 13), ['', '', '%', ''], [(7, 11), (16, 9), (17, 6)], [False, False, True, False], 54, False, [False, False, False, False], 2458, 'South', (13, 12))
Element 24: (0, (13, 12), ['%', '', '', ''], [(7, 12), (16, 8), (18, 6)], [True, False, False, False], 52, False, [False, False, False, False], 2477, 'South', (13, 11))
Element 25: (0, (13, 11), ['', '', '', ''], [(7, 13), (17, 8), (18, 7)], [False, False, False, False], 50, False, [False, False, False, False], 2506, 'East', (14, 11))
Element 26: (0, (14, 11), ['', '', '', ''], [(6, 13), (18, 8), (17, 7)], [False, False, False, False], 48, False, [False, False, False, False], 2535, 'South', (14, 10))
Element 27: (0, (14, 10), ['', '', '', ''], [(6, 12), (18, 7), (16, 7)], [False, False, False, False], 46, False, [False, False, False, False], 2554, 'East', (15, 10))
Element 28: (0, (15, 10), ['', '', '', ''], [(6, 11), (18, 6), (16, 8)], [False, False, False, False], 44, False, [False, False, False, False], 2563, 'South', (15, 9))
Element 29: (0, (15, 9), ['', '', '', ''], [(6, 10), (17, 6), (17, 8)], [False, False, False, False], 42, False, [False, False, False, False], 2572, 'South', (15, 8))
Element 30: (0, (15, 8), ['', '%', '', ''], [(7, 10), (17, 7), (18, 8)], [False, True, False, False], 40, False, [False, False, False, False], 2581, 'West', (14, 8))
Element 31: (0, (14, 8), ['', '', '', ''], [(7, 9), (16, 7), (17, 8)], [False, False, False, False], 38, False, [False, False, False, False], 2590, 'North', (14, 9))
Element 32: (0, (14, 9), ['', '', '', ''], [(7, 8), (16, 6), (16, 8)], [False, False, False, False], 36, False, [False, False, False, False], 2599, 'West', (13, 9))
Element 33: (0, (13, 9), ['.', '', '', ''], [(8, 8), (15, 6), (16, 7)], [False, False, False, False], 34, False, [True, False, False, False], 2608, 'West', (12, 9))
Element 34: (0, (12, 9), ['.', '.', '', ''], [(7, 8), (15, 5), (17, 7)], [False, False, False, False], 32, False, [True, True, False, False], 2627, 'South', (12, 8))
Element 35: (0, (12, 8), ['%', '.', '', ''], [(6, 8), (15, 4), (17, 8)], [True, False, False, False], 30, False, [False, True, False, False], 2656, 'South', (12, 7))
Element 36: (0, (12, 7), ['.', '.', '', ''], [(6, 9), (15, 3), (17, 7)], [False, False, False, False], 28, False, [True, True, False, False], 2685, 'South', (12, 6))
Element 37: (0, (12, 6), ['.', '.', '', '%'], [(5, 9), (16, 3), (18, 7)], [False, False, False, True], 26, False, [True, True, False, False], 2714, 'South', (12, 5))
Element 38: (0, (12, 5), ['F', '.', '', '.'], [(5, 10), (16, 2), (18, 6)], [False, False, False, False], 24, False, [False, True, False, True], 3733, 'West', (11, 5))
Element 39: (0, (11, 5), ['.', '.', '.', ''], [(5, 11), (16, 1), (17, 6)], [False, False, False, False], 22, False, [True, True, True, False], 4752, 'North', (11, 6))
Element 40: (0, (11, 6), ['.', '', '.', ''], [(5, 12), (17, 1), (17, 7)], [False, False, False, False], 20, False, [True, False, True, False], 4781, 'North', (11, 7))
Element 41: (0, (11, 7), ['%', '', '%', ''], [(5, 13), (16, 1), (17, 6)], [True, False, True, False], 18, False, [False, False, False, False], 4800, 'South', (11, 6))
Element 42: (0, (11, 6), ['.', '', '', ''], [(4, 13), (15, 1), (16, 6)], [False, False, False, False], 16, False, [True, False, False, False], 4819, 'West', (10, 6))
Element 43: (0, (10, 6), ['.', '.', '%', ''], [(4, 12), (14, 1), (16, 7)], [False, False, True, False], 14, False, [True, True, False, False], 4848, 'South', (10, 5))
Element 44: (0, (10, 5), ['.', '%', '', ''], [(4, 11), (13, 1), (16, 6)], [False, True, False, False], 12, False, [True, False, False, False], 4877, 'West', (9, 5))
Element 45: (0, (9, 5), ['.', '.', '.', ''], [(4, 10), (12, 1), (15, 6)], [False, False, False, False], 10, False, [True, True, True, False], 4906, 'North', (9, 6))
Element 46: (0, (9, 6), ['.', '', '%', ''], [(4, 9), (11, 1), (15, 5)], [False, False, True, False], 8, False, [True, False, False, False], 4935, 'West', (8, 6))
Element 47: (0, (8, 6), ['.', '.', '%', ''], [(4, 8), (10, 1), (14, 5)], [False, False, True, False], 6, False, [True, True, False, False], 4974, 'South', (8, 5))
Element 48: (0, (8, 5), ['.', '.', '', ''], [(5, 8), (9, 1), (14, 4)], [False, False, False, False], 4, False, [True, True, False, False], 5013, 'South', (8, 4))
Element 49: (0, (8, 4), ['.', '.', '', '.'], [(4, 8), (8, 1), (13, 4)], [False, False, False, False], 2, False, [True, True, False, True], 5042, 'East', (9, 4))
Element 50: (0, (9, 4), ['', '.', '', '%'], [(4, 9), (8, 2), (13, 5)], [False, False, False, True], 0, False, [False, True, False, False], 5071, 'Stop', (9, 4))
Element 51: #0#
