Element 1: (3, (10, 10), ['.', '', '.', '.'], [(11, 9), (8, 10), (8, 12)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (11, 10))
Element 2: (3, (11, 10), ['', '', '.', '.'], [(12, 9), (8, 9), (9, 12)], [False, False, False, False], 96, False, [False, False, True, True], 1058, 'East', (12, 10))
Element 3: (3, (12, 10), ['', '', '.', '.'], [(13, 9), (9, 9), (10, 12)], [False, False, False, False], 94, False, [False, False, True, True], 1097, 'East', (13, 10))
Element 4: (3, (13, 10), ['', '', '.', '.'], [(14, 9), (9, 10), (10, 13)], [False, False, False, False], 92, False, [False, False, True, True], 1136, 'East', (14, 10))
Element 5: (3, (14, 10), ['', '', '.', '.'], [(15, 9), (9, 11), (11, 13)], [False, False, False, False], 90, False, [False, False, True, True], 1175, 'East', (15, 10))
Element 6: (3, (15, 10), ['', '', '.', '.'], [(16, 9), (10, 11), (12, 13)], [False, False, False, False], 88, False, [False, False, True, True], 2204, 'East', (16, 10))
Element 7: (3, (16, 10), ['', '', '.', '%'], [(16, 8), (11, 11), (13, 13)], [False, False, False, True], 86, False, [False, False, True, False], 2243, 'North', (16, 11))
Element 8: (3, (16, 11), ['.', '', '.', '%'], [(17, 8), (12, 11), (14, 13)], [False, False, False, True], 84, False, [True, False, True, False], 2282, 'North', (16, 12))
Element 9: (3, (16, 12), ['.', '', '.', '.'], [(18, 8), (13, 11), (15, 13)], [False, False, False, False], 82, False, [True, False, True, True], 2321, 'East', (17, 12))
Element 10: (3, (17, 12), ['', '%', '.', '%'], [(18, 7), (14, 11), (16, 13)], [False, True, False, True], 80, False, [False, False, True, False], 2360, 'North', (17, 13))
Element 11: (3, (17, 13), ['', '', '%', '.'], [(18, 6), (15, 11), (16, 12)], [False, False, True, False], 78, False, [False, False, False, True], 2389, 'East', (18, 13))
Element 12: (3, (18, 13), ['', '%', '%', '%'], [(17, 6), (15, 12), (17, 12)], [False, True, True, True], 76, False, [False, False, False, False], 2418, 'West', (17, 13))
