Element 1: (3, (10, 10), ['.', '', '.', '.'], [(11, 9), (8, 10), (8, 12)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (11, 10))
Element 13: (3, (17, 13), ['', '', '%', ''], [(17, 7), (14, 12), (16, 12)], [False, False, True, False], 74, False, [False, False, False, False], 2437, 'West', (16, 13))
Element 14: (3, (16, 13), ['', '', '%', ''], [(16, 7), (13, 12), (16, 11)], [False, False, True, False], 72, False, [False, False, False, False], 2456, 'West', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(16, 6), (13, 13), (16, 10)], [False, False, True, False], 70, False, [False, False, False, False], 2465, 'South', (15, 12))
Element 16: (3, (15, 12), ['', '', '', ''], [(15, 6), (14, 13), (16, 9)], [False, False, False, False], 68, False, [False, False, False, False], 2474, 'South', (15, 11))
Element 17: (3, (15, 11), ['', '', '', ''], [(15, 5), (15, 13), (16, 8)], [False, False, False, False], 66, False, [False, False, False, False], 2483, 'West', (14, 11))
Element 18: (3, (14, 11), ['', '', '', ''], [(15, 4), (16, 13), (15, 8)], [False, False, False, False], 64, False, [False, False, False, False], 2502, 'North', (14, 12))
Element 19: (3, (14, 12), ['', '', '', ''], [(15, 3), (17, 13), (14, 8)], [False, False, False, False], 62, False, [False, False, False, False], 2521, 'North', (14, 13))
Element 20: (3, (14, 13), ['', '', '%', ''], [(16, 3), (18, 13), (14, 7)], [False, False, True, False], 60, False, [False, False, False, False], 2540, 'West', (13, 13))
Element 21: (3, (13, 13), ['', '', '%', ''], [(16, 2), (17, 13), (14, 6)], [False, False, True, False], 58, False, [False, False, False, False], 3549, 'South', (13, 12))
Element 22: (3, (13, 12), ['%', '', '', ''], [(16, 1), (17, 12), (14, 5)], [True, False, False, False], 56, False, [False, False, False, False], 3568, 'South', (13, 11))
Element 23: (3, (13, 11), ['', '', '', ''], [(17, 1), (16, 12), (14, 4)], [False, False, False, False], 54, False, [False, False, False, False], 3587, 'West', (12, 11))
Element 24: (3, (12, 11), ['', '', '%', ''], [(16, 1), (16, 11), (13, 4)], [False, False, True, False], 52, False, [False, False, False, False], 3596, 'West', (11, 11))
Element 25: (3, (11, 11), ['', '', '%', ''], [(15, 1), (16, 10), (13, 5)], [False, False, True, False], 50, False, [False, False, False, False], 3615, 'West', (10, 11))
Element 26: (3, (10, 11), ['', '', '', ''], [(14, 1), (16, 9), (12, 5)], [False, False, False, False], 48, False, [False, False, False, False], 3634, 'North', (10, 12))
Element 27: (3, (10, 12), ['', '', '', '%'], [(13, 1), (16, 8), (11, 5)], [False, False, False, True], 46, False, [False, False, False, False], 4643, 'North', (10, 13))
Element 28: (3, (10, 13), ['.', '', '%', ''], [(12, 1), (17, 8), (11, 6)], [False, False, True, False], 44, False, [True, False, False, False], 4662, 'West', (9, 13))
Element 29: (3, (9, 13), ['.', '', '%', ''], [(11, 1), (18, 8), (12, 6)], [False, False, True, False], 42, False, [True, False, False, False], 4691, 'West', (8, 13))
Element 30: (3, (8, 13), ['.', '', '%', ''], [(10, 1), (18, 7), (12, 7)], [False, False, True, False], 40, False, [True, False, False, False], 4720, 'West', (7, 13))
Element 31: (3, (7, 13), ['.', '', '%', ''], [(9, 1), (18, 6), (13, 7)], [False, False, True, False], 38, False, [True, False, False, False], 4749, 'West', (6, 13))
Element 32: (3, (6, 13), ['.', '.', '%', ''], [(8, 1), (17, 6), (13, 8)], [False, False, True, False], 36, False, [True, True, False, False], 4778, 'South', (6, 12))
Element 33: (3, (6, 12), ['.', '.', '', ''], [(8, 2), (17, 7), (12, 8)], [False, False, False, False], 34, False, [True, True, False, False], 4807, 'South', (6, 11))
Element 34: (3, (6, 11), ['.', '.', '', '.'], [(8, 3), (16, 7), (12, 9)], [False, False, False, False], 32, False, [True, True, False, True], 4826, 'East', (7, 11))
Element 35: (3, (7, 11), ['', '', '', '.'], [(9, 3), (16, 6), (13, 9)], [False, False, False, False], 30, False, [False, False, False, True], 4845, 'East', (8, 11))
Element 36: (3, (8, 11), ['', '', '', ''], [(10, 3), (15, 6), (14, 9)], [False, False, False, False], 28, False, [False, False, False, False], 4864, 'East', (9, 11))
Element 37: (3, (9, 11), ['', '', '', ''], [(11, 3), (15, 5), (15, 9)], [False, False, False, False], 26, False, [False, False, False, False], 4873, 'North', (9, 12))
Element 38: (3, (9, 12), ['', '', '', ''], [(12, 3), (15, 4), (15, 10)], [False, False, False, False], 24, False, [False, False, False, False], 4882, 'West', (8, 12))
Element 39: (3, (8, 12), ['', '', '', ''], [(13, 3), (15, 3), (15, 11)], [False, False, False, False], 22, False, [False, False, False, False], 4891, 'West', (7, 12))
Element 40: (3, (7, 12), ['', '', '', ''], [(13, 4), (16, 3), (15, 12)], [False, False, False, False], 20, False, [False, False, False, False], 4890, 'East', (8, 12))
Element 41: (3, (8, 12), ['', '', '', ''], [(12, 4), (17, 3), (14, 12)], [False, False, False, False], 18, False, [False, False, False, False], 4909, 'East', (9, 12))
Element 42: (3, (9, 12), ['', '', '', ''], [(11, 4), (18, 3), (14, 11)], [False, False, False, False], 16, False, [False, False, False, False], 4928, 'South', (9, 11))
Element 43: (3, (9, 11), ['', '', '', ''], [(11, 5), (17, 3), (14, 10)], [False, False, False, False], 14, False, [False, False, False, False], 4927, 'South', (9, 10))
Element 44: (3, (9, 10), ['', '', '', ''], [(10, 5), (16, 3), (13, 10)], [False, False, False, False], 12, False, [False, False, False, False], 4936, 'South', (9, 9))
Element 45: (3, (9, 9), ['', '%', '', ''], [(10, 6), (16, 2), (13, 11)], [False, True, False, False], 10, False, [False, False, False, False], 4945, 'East', (10, 9))
Element 46: (3, (10, 9), ['', '%', '', ''], [(9, 6), (16, 1), (13, 12)], [False, True, False, False], 8, False, [False, False, False, False], 4954, 'East', (11, 9))
Element 47: (3, (11, 9), ['', '%', '', ''], [(9, 5), (17, 1), (13, 11)], [False, True, False, False], 6, False, [False, False, False, False], 4963, 'East', (12, 9))
Element 48: (3, (12, 9), ['', '', '', ''], [(9, 4), (16, 1), (12, 11)], [False, False, False, False], 4, False, [False, False, False, False], 4972, 'East', (13, 9))
Element 49: (3, (13, 9), ['', '', '', ''], [(8, 4), (15, 1), (12, 10)], [False, False, False, False], 2, False, [False, False, False, False], 4981, 'East', (14, 9))
Element 50: (3, (14, 9), ['', '', '', ''], [(8, 4), (15, 1), (12, 10)], [False, False, False, False], 0, False, [False, False, False, False], 4980, 'Stop', (14, 9))
Element 51: #0#
