Element 1: (3, (9, 11), ['.', '.', 'G', '.'], [(12, 7), (5, 11), (9, 12)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (10, 11))
Element 2: (3, (10, 11), ['', '.', 'G', '.'], [(13, 7), (6, 11), (10, 12)], [False, False, False, False], 96, False, [False, True, False, True], 68, 'East', (11, 11))
Element 3: (3, (11, 11), ['', '.', '%', '.'], [(14, 7), (7, 11), (10, 13)], [False, False, True, False], 94, False, [False, True, False, True], 107, 'East', (12, 11))
Element 4: (3, (12, 11), ['', '.', '%', '.'], [(14, 8), (8, 11), (11, 13)], [False, False, True, False], 92, False, [False, True, False, True], 146, 'East', (13, 11))
Element 5: (3, (13, 11), ['', '.', '.', '.'], [(15, 8), (8, 10), (12, 13)], [False, False, False, False], 90, False, [False, True, True, True], 185, 'East', (14, 11))
Element 6: (3, (14, 11), ['', '.', '.', '.'], [(16, 8), (8, 9), (13, 13)], [False, False, False, False], 88, False, [False, True, True, True], 1214, 'East', (15, 11))
Element 7: (3, (15, 11), ['', '.', '.', '.'], [(16, 9), (9, 9), (14, 13)], [False, False, False, False], 86, False, [False, True, True, True], 2243, 'East', (16, 11))
Element 8: (3, (16, 11), ['', 'G', '.', '%'], [(16, 10), (10, 9), (15, 13)], [False, False, False, True], 84, False, [False, False, True, False], 2282, 'North', (16, 12))
Element 9: (3, (16, 12), ['.', '', 'G', '.'], [(15, 10), (11, 9), (16, 13)], [False, False, False, False], 82, False, [True, False, False, True], 2321, 'East', (17, 12))
Element 10: (3, (17, 12), ['', '%', 'G', '%'], [(15, 9), (12, 9), (17, 13)], [False, True, False, True], 80, False, [False, False, False, False], 2360, 'West', (16, 12))
Element 11: (3, (16, 12), ['.', '', '', ''], [(14, 9), (13, 9), (18, 13)], [False, False, False, False], 78, False, [True, False, False, False], 2389, 'West', (15, 12))
Element 12: (3, (15, 12), ['.', '', '', ''], [(14, 10), (13, 10), (17, 13)], [False, False, False, False], 76, False, [True, False, False, False], 2418, 'West', (14, 12))
Element 13: (3, (14, 12), ['.', 'G', '', ''], [(14, 11), (12, 10), (17, 12)], [False, False, False, False], 74, False, [True, False, False, False], 2437, 'West', (13, 12))
Element 14: (3, (13, 12), ['%', '', '', ''], [(15, 11), (11, 10), (16, 12)], [True, False, False, False], 72, False, [False, False, False, False], 2456, 'North', (13, 13))
Element 15: (3, (13, 13), ['', '', '%', ''], [(16, 11), (10, 10), (15, 12)], [False, False, True, False], 70, False, [False, False, False, False], 2465, 'East', (14, 13))
Element 16: (3, (14, 13), ['', '', '%', ''], [(16, 12), (9, 10), (15, 11)], [False, False, True, False], 68, False, [False, False, False, False], 2474, 'East', (15, 13))
Element 17: (3, (15, 13), ['', '', '%', ''], [(17, 12), (9, 11), (16, 11)], [False, False, True, False], 66, False, [False, False, False, False], 2473, 'East', (16, 13))
Element 18: (3, (16, 13), ['', '', '%', 'G'], [(17, 13), (10, 11), (16, 10)], [False, False, True, False], 64, False, [False, False, False, False], 2472, 'West', (15, 13))
Element 19: (3, (15, 13), ['', '', '%', ''], [(18, 13), (11, 11), (16, 9)], [False, False, True, False], 62, False, [False, False, False, False], 2471, 'West', (14, 13))
Element 20: (3, (14, 13), ['', '', '%', ''], [(17, 13), (12, 11), (16, 8)], [False, False, True, False], 60, False, [False, False, False, False], 2470, 'West', (13, 13))
Element 21: (3, (13, 13), ['', '', '%', ''], [(16, 13), (13, 11), (17, 8)], [False, False, True, False], 58, False, [False, False, False, False], 2479, 'West', (12, 13))
Element 22: (3, (12, 13), ['', '%', '%', ''], [(15, 13), (14, 11), (18, 8)], [False, True, True, False], 56, False, [False, False, False, False], 2488, 'West', (11, 13))
Element 23: (3, (11, 13), ['', '%', '%', ''], [(15, 12), (15, 11), (18, 7)], [False, True, True, False], 54, False, [False, False, False, False], 2497, 'West', (10, 13))
