Element 1: (3, (14, 10), ['G', '.', '.', '.'], [(18, 8), (6, 2), (13, 10)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (15, 10))
Element 2: (3, (15, 10), ['', '.', '.', '.'], [(18, 7), (7, 2), (13, 11)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (16, 10))
Element 3: (3, (16, 10), ['', 'F', '.', '%'], [(18, 6), (8, 2), (14, 11)], [False, False, False, True], 94, False, [False, False, True, False], 107, 'South', (16, 9))
Element 4: (3, (16, 9), ['.', '.', '', '%'], [(17, 6), (8, 3), (15, 11)], [False, False, False, True], 92, False, [True, True, False, False], 1136, 'South', (16, 8))
Element 5: (3, (16, 8), ['.', '.', '', ''], [(17, 7), (9, 3), (16, 11)], [False, False, False, False], 90, False, [True, True, False, False], 1175, 'South', (16, 7))
Element 6: (3, (16, 7), ['%', '.', '', ''], [(17, 6), (10, 3), (16, 12)], [True, False, False, False], 88, False, [False, True, False, False], 1204, 'South', (16, 6))
Element 7: (3, (16, 6), ['.', '%', '', ''], [(17, 7), (11, 3), (17, 12)], [False, True, False, False], 86, False, [True, False, False, False], 1233, 'West', (15, 6))
Element 8: (3, (15, 6), ['.', '.', '%', ''], [(17, 6), (12, 3), (17, 13)], [False, False, True, False], 84, False, [True, True, False, False], 1262, 'South', (15, 5))
Element 9: (3, (15, 5), ['.', '.', '', '%'], [(18, 6), (13, 3), (18, 13)], [False, False, False, True], 82, False, [True, True, False, False], 1291, 'South', (15, 4))
Element 10: (3, (15, 4), ['.', '.', '', '%'], [(18, 7), (13, 4), (17, 13)], [False, False, False, True], 80, False, [True, True, False, False], 1310, 'South', (15, 3))
Element 11: (3, (15, 3), ['%', '%', '', '.'], [(17, 7), (14, 4), (16, 13)], [True, True, False, False], 78, False, [False, False, False, True], 1339, 'East', (16, 3))
Element 12: (3, (16, 3), ['', 'F', '%', '.'], [(18, 7), (14, 5), (15, 13)], [False, False, True, False], 76, False, [False, False, False, True], 1368, 'South', (16, 2))
Element 13: (3, (16, 2), ['%', '.', '', '%'], [(18, 8), (14, 6), (15, 12)], [True, False, False, True], 74, False, [False, True, False, False], 2387, 'South', (16, 1))
Element 14: (3, (16, 1), ['.', '%', '', '.'], [(17, 8), (14, 7), (14, 12)], [False, True, False, False], 72, False, [True, False, False, True], 2416, 'East', (17, 1))
