Element 1: (2, (3, 4), ['.', '', '.', '.'], [(12, 9), (4, 3), (17, 13)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (4, 4))
Element 2: (2, (4, 4), ['', '', '.', '.'], [(13, 9), (5, 3), (18, 13)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (5, 4))
Element 3: (2, (5, 4), ['', '', '.', '.'], [(14, 9), (6, 3), (17, 13)], [False, False, False, False], 94, False, [False, False, True, True], 87, 'East', (6, 4))
Element 4: (2, (6, 4), ['', '', '.', '.'], [(15, 9), (7, 3), (17, 12)], [False, False, False, False], 92, False, [False, False, True, True], 126, 'East', (7, 4))
Element 5: (2, (7, 4), ['', '', '.', '.'], [(16, 9), (8, 3), (16, 12)], [False, False, False, False], 90, False, [False, False, True, True], 1155, 'East', (8, 4))
Element 6: (2, (8, 4), ['', '', '.', '.'], [(16, 10), (9, 3), (16, 13)], [False, False, False, False], 88, False, [False, False, True, True], 1194, 'East', (9, 4))
Element 7: (2, (9, 4), ['', '', '.', '%'], [(16, 11), (10, 3), (15, 13)], [False, False, False, True], 86, False, [False, False, True, False], 1233, 'North', (9, 5))
Element 8: (2, (9, 5), ['.', '', '.', '.'], [(15, 11), (11, 3), (15, 12)], [False, False, False, False], 84, False, [True, False, True, True], 1272, 'East', (10, 5))
Element 9: (2, (10, 5), ['', '%', '.', 'F'], [(15, 10), (12, 3), (14, 12)], [False, True, False, False], 82, False, [False, False, True, False], 1311, 'East', (11, 5))
Element 10: (2, (11, 5), ['', '.', '.', '.'], [(14, 10), (13, 3), (14, 13)], [False, False, False, False], 80, False, [False, True, True, True], 2340, 'East', (12, 5))
Element 11: (2, (12, 5), ['', '.', '.', '.'], [(14, 11), (13, 4), (13, 13)], [False, False, False, False], 78, False, [False, True, True, True], 2379, 'East', (13, 5))
Element 12: (2, (13, 5), ['', '', '%', '.'], [(13, 11), (14, 4), (13, 12)], [False, False, True, False], 76, False, [False, False, False, True], 2418, 'East', (14, 5))
Element 13: (2, (14, 5), ['', '', '.', '.'], [(13, 10), (15, 4), (13, 13)], [False, False, False, False], 74, False, [False, False, True, True], 2447, 'East', (15, 5))
Element 14: (2, (15, 5), ['', '', '.', '%'], [(12, 10), (15, 3), (12, 13)], [False, False, False, True], 72, False, [False, False, True, False], 2486, 'North', (15, 6))
Element 15: (2, (15, 6), ['.', '', '%', '.'], [(12, 11), (16, 3), (11, 13)], [False, False, True, False], 70, False, [True, False, False, True], 2525, 'East', (16, 6))
Element 16: (2, (16, 6), ['', '%', '.', '.'], [(11, 11), (16, 2), (10, 13)], [False, True, False, False], 68, False, [False, False, True, True], 3554, 'East', (17, 6))
Element 17: (2, (17, 6), ['', '%', '.', '.'], [(11, 10), (16, 1), (10, 12)], [False, True, False, False], 66, False, [False, False, True, True], 3593, 'East', (18, 6))
