Element 1: (2, (3, 4), ['.', '', '.', '.'], [(12, 9), (4, 3), (17, 13)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (4, 4))
Element 18: (2, (18, 6), ['', '%', '.', '%'], [(10, 10), (17, 1), (10, 11)], [False, True, False, True], 64, False, [False, False, True, False], 3632, 'North', (18, 7))
Element 19: (2, (18, 7), ['.', '', '.', '%'], [(10, 9), (16, 1), (9, 11)], [False, False, False, True], 62, False, [True, False, True, False], 3661, 'North', (18, 8))
Element 20: (2, (18, 8), ['.', '', '%', '%'], [(9, 9), (15, 1), (9, 12)], [False, False, True, True], 60, False, [True, False, False, False], 3700, 'West', (17, 8))
Element 21: (2, (17, 8), ['.', '.', '%', ''], [(8, 9), (14, 1), (9, 13)], [False, False, True, False], 58, False, [True, True, False, False], 4729, 'South', (17, 7))
Element 22: (2, (17, 7), ['.', '', '', ''], [(8, 10), (13, 1), (8, 13)], [False, False, False, False], 56, False, [True, False, False, False], 4768, 'West', (16, 7))
Element 23: (2, (16, 7), ['%', '', '.', ''], [(9, 10), (12, 1), (8, 12)], [True, False, False, False], 54, False, [False, False, True, False], 4807, 'North', (16, 8))
Element 24: (2, (16, 8), ['.', '', '', ''], [(9, 11), (11, 1), (8, 11)], [False, False, False, False], 52, False, [True, False, False, False], 4836, 'West', (15, 8))
Element 25: (2, (15, 8), ['.', '%', '', ''], [(10, 11), (10, 1), (7, 11)], [False, True, False, False], 50, False, [True, False, False, False], 4865, 'West', (14, 8))
Element 26: (2, (14, 8), ['.', '.', '', ''], [(10, 12), (9, 1), (7, 12)], [False, False, False, False], 48, False, [True, True, False, False], 4894, 'South', (14, 7))
Element 27: (2, (14, 7), ['.', '.', '', '%'], [(10, 13), (8, 1), (7, 13)], [False, False, False, True], 46, False, [True, True, False, False], 4923, 'South', (14, 6))
Element 28: (2, (14, 6), ['%', '', '', ''], [(11, 13), (8, 2), (6, 13)], [True, False, False, False], 44, False, [False, False, False, False], 4952, 'North', (14, 7))
Element 29: (2, (14, 7), ['.', '', '', '%'], [(12, 13), (7, 2), (6, 12)], [False, False, False, True], 42, False, [True, False, False, False], 4971, 'West', (13, 7))
Element 30: (2, (13, 7), ['.', '%', '.', ''], [(13, 13), (7, 1), (6, 11)], [False, True, False, False], 40, False, [True, False, True, False], 5000, 'North', (13, 8))
Element 31: (2, (13, 8), ['.', '', '', ''], [(14, 13), (6, 1), (6, 10)], [False, False, False, False], 38, False, [True, False, False, False], 5029, 'West', (12, 8))
Element 32: (2, (12, 8), ['%', '.', '', ''], [(15, 13), (6, 2), (7, 10)], [True, False, False, False], 36, False, [False, True, False, False], 5058, 'South', (12, 7))
Element 33: (2, (12, 7), ['.', '.', '', ''], [(16, 13), (5, 2), (7, 9)], [False, False, False, False], 34, False, [True, True, False, False], 5087, 'South', (12, 6))
Element 34: (2, (12, 6), ['.', '', '', '%'], [(17, 13), (5, 1), (7, 8)], [False, False, False, True], 32, False, [True, False, False, False], 5116, 'West', (11, 6))
Element 35: (2, (11, 6), ['.', '', '.', ''], [(18, 13), (5, 2), (8, 8)], [False, False, False, False], 30, False, [True, False, True, False], 5135, 'North', (11, 7))
Element 36: (2, (11, 7), ['%', '', '%', ''], [(17, 13), (4, 2), (8, 9)], [True, False, True, False], 28, False, [False, False, False, False], 5154, 'South', (11, 6))
Element 37: (2, (11, 6), ['.', '', '', ''], [(17, 12), (3, 2), (9, 9)], [False, False, False, False], 26, False, [True, False, False, False], 5163, 'West', (10, 6))
Element 38: (2, (10, 6), ['.', '', '%', ''], [(16, 12), (4, 2), (10, 9)], [False, False, True, False], 24, False, [True, False, False, False], 5172, 'West', (9, 6))
Element 39: (2, (9, 6), ['.', '', '%', ''], [(15, 12), (5, 2), (11, 9)], [False, False, True, False], 22, False, [True, False, False, False], 5181, 'West', (8, 6))
Element 40: (2, (8, 6), ['.', '.', '%', ''], [(14, 12), (6, 2), (12, 9)], [False, False, True, False], 20, False, [True, True, False, False], 5190, 'South', (8, 5))
Element 41: (2, (8, 5), ['.', '', '', ''], [(13, 12), (6, 1), (13, 9)], [False, False, False, False], 18, False, [True, False, False, False], 5199, 'West', (7, 5))
Element 42: (2, (7, 5), ['.', '', '.', ''], [(14, 12), (5, 1), (14, 9)], [False, False, False, False], 16, False, [True, False, True, False], 5208, 'North', (7, 6))
Element 43: (2, (7, 6), ['.', '', '%', ''], [(15, 12), (6, 1), (15, 9)], [False, False, True, False], 14, False, [True, False, False, False], 5217, 'West', (6, 6))
Element 44: (2, (6, 6), ['%', '.', '%', ''], [(16, 12), (7, 1), (16, 9)], [True, False, True, False], 12, False, [False, True, False, False], 5226, 'South', (6, 5))
Element 45: (2, (6, 5), ['.', '', '', ''], [(17, 12), (7, 2), (16, 10)], [False, False, False, False], 10, False, [True, False, False, False], 5235, 'West', (5, 5))
Element 46: (2, (5, 5), ['.', '', '%', ''], [(17, 13), (6, 2), (16, 11)], [False, False, True, False], 8, False, [True, False, False, False], 5244, 'West', (4, 5))
Element 47: (2, (4, 5), ['.', '', '%', ''], [(16, 13), (7, 2), (15, 11)], [False, False, True, False], 6, False, [True, False, False, False], 5253, 'West', (3, 5))
Element 48: (2, (3, 5), ['.', '', '%', ''], [(16, 12), (8, 2), (15, 10)], [False, False, True, False], 4, False, [True, False, False, False], 5262, 'West', (2, 5))
Element 49: (2, (2, 5), ['.', '.', '.', ''], [(16, 13), (8, 1), (14, 10)], [False, False, False, False], 2, False, [True, True, True, False], 5271, 'North', (2, 6))
Element 50: (2, (2, 6), ['.', '', '.', '%'], [(16, 13), (8, 1), (14, 11)], [False, False, False, True], 0, False, [True, False, True, False], 5280, 'Stop', (2, 6))
Element 51: #0#
