Element 1: (1, (16, 12), ['.', '.', 'G', '.'], [(4, 13), (16, 13), (18, 13)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (17, 12))
Element 2: (1, (17, 12), ['', '%', 'G', '%'], [(5, 13), (17, 13), (18, 13)], [False, True, False, True], 96, False, [False, False, False, False], 38, 'West', (16, 12))
Element 3: (1, (16, 12), ['.', '.', '', 'G'], [(6, 13), (17, 12), (17, 13)], [False, False, False, False], 94, False, [True, True, False, False], 47, 'South', (16, 11))
Element 4: (1, (16, 11), ['.', '.', 'G', '%'], [(7, 13), (16, 12), (17, 12)], [False, False, False, True], 92, False, [True, True, False, False], 66, 'South', (16, 10))
Element 5: (1, (16, 10), ['.', 'F', '', '%'], [(8, 13), (15, 12), (16, 12)], [False, False, False, True], 90, False, [True, False, False, False], 95, 'South', (16, 9))
Element 6: (1, (16, 9), ['.', '.', '', '%'], [(9, 13), (15, 13), (16, 13)], [False, False, False, True], 88, False, [True, True, False, False], 1114, 'South', (16, 8))
Element 7: (1, (16, 8), ['.', '.', '', '.'], [(10, 13), (14, 13), (15, 13)], [False, False, False, False], 86, False, [True, True, False, True], 1143, 'East', (17, 8))
Element 8: (1, (17, 8), ['', '.', '%', '.'], [(11, 13), (14, 12), (15, 12)], [False, False, True, False], 84, False, [False, True, False, True], 1172, 'East', (18, 8))
Element 9: (1, (18, 8), ['', '.', '%', '%'], [(12, 13), (14, 11), (15, 11)], [False, False, True, True], 82, False, [False, True, False, False], 1211, 'South', (18, 7))
Element 10: (1, (18, 7), ['.', '.', '', '%'], [(13, 13), (14, 10), (15, 10)], [False, False, False, True], 80, False, [True, True, False, False], 1250, 'South', (18, 6))
Element 11: (1, (18, 6), ['.', '%', '', '%'], [(13, 12), (14, 9), (15, 9)], [False, True, False, True], 78, False, [True, False, False, False], 1289, 'West', (17, 6))
Element 12: (1, (17, 6), ['.', '%', '.', ''], [(13, 11), (14, 8), (15, 8)], [False, True, False, False], 76, False, [True, False, True, False], 1328, 'North', (17, 7))
