Element 1: (3, (16, 8), ['.', '.', 'F', '.'], [(11, 13), (3, 3), (6, 12)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '.', '%'], [(12, 13), (4, 3), (7, 12)], [False, False, False, True], 96, False, [True, False, True, False], 1058, 'North', (16, 10))
Element 3: (3, (16, 10), ['.', '', '.', '%'], [(13, 13), (5, 3), (8, 12)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (16, 11))
Element 4: (3, (16, 11), ['.', '', '.', '%'], [(14, 13), (6, 3), (9, 12)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(15, 13), (7, 3), (10, 12)], [False, False, False, False], 90, False, [True, False, True, True], 1175, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(16, 13), (8, 3), (10, 11)], [False, True, False, True], 88, False, [False, False, True, False], 1214, 'North', (17, 13))
Element 7: (3, (17, 13), ['', '', '%', '.'], [(16, 12), (9, 3), (11, 11)], [False, False, True, False], 86, False, [False, False, False, True], 1243, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(15, 12), (10, 3), (12, 11)], [False, True, True, True], 84, False, [False, False, False, False], 1282, 'West', (17, 13))
Element 9: (3, (17, 13), ['', '', '%', ''], [(15, 11), (11, 3), (13, 11)], [False, False, True, False], 82, False, [False, False, False, False], 1311, 'West', (16, 13))
Element 10: (3, (16, 13), ['', '', '%', ''], [(15, 10), (12, 3), (14, 11)], [False, False, True, False], 80, False, [False, False, False, False], 1340, 'West', (15, 13))
Element 11: (3, (15, 13), ['', '', '%', ''], [(15, 9), (13, 3), (14, 12)], [False, False, True, False], 78, False, [False, False, False, False], 1369, 'South', (15, 12))
Element 12: (3, (15, 12), ['', '', '', ''], [(15, 8), (13, 4), (13, 12)], [False, False, False, False], 76, False, [False, False, False, False], 1398, 'South', (15, 11))
Element 13: (3, (15, 11), ['', '', '', ''], [(14, 8), (14, 4), (13, 13)], [False, False, False, False], 74, False, [False, False, False, False], 1417, 'South', (15, 10))
Element 14: (3, (15, 10), ['.', '', '', ''], [(14, 9), (15, 4), (14, 13)], [False, False, False, False], 72, False, [True, False, False, False], 1436, 'West', (14, 10))
Element 15: (3, (14, 10), ['.', '', '', ''], [(13, 9), (15, 5), (15, 13)], [False, False, False, False], 70, False, [True, False, False, False], 1465, 'West', (13, 10))
Element 16: (3, (13, 10), ['.', '', '', ''], [(13, 8), (15, 6), (16, 13)], [False, False, False, False], 68, False, [True, False, False, False], 1494, 'West', (12, 10))
Element 17: (3, (12, 10), ['.', '.', '', ''], [(13, 7), (16, 6), (17, 13)], [False, False, False, False], 66, False, [True, True, False, False], 1523, 'South', (12, 9))
Element 18: (3, (12, 9), ['.', '.', '', ''], [(14, 7), (17, 6), (18, 13)], [False, False, False, False], 64, False, [True, True, False, False], 1552, 'South', (12, 8))
Element 19: (3, (12, 8), ['%', '.', '', ''], [(14, 6), (18, 6), (17, 13)], [True, False, False, False], 62, False, [False, True, False, False], 1581, 'South', (12, 7))
Element 20: (3, (12, 7), ['.', '.', '', ''], [(14, 5), (18, 7), (17, 12)], [False, False, False, False], 60, False, [True, True, False, False], 1610, 'South', (12, 6))
Element 21: (3, (12, 6), ['.', '.', '', '%'], [(13, 5), (18, 8), (16, 12)], [False, False, False, True], 58, False, [True, True, False, False], 1639, 'South', (12, 5))
Element 22: (3, (12, 5), ['F', '.', '', ''], [(13, 4), (17, 8), (16, 11)], [False, False, False, False], 56, False, [False, True, False, False], 1658, 'West', (11, 5))
Element 23: (3, (11, 5), ['.', '.', '.', ''], [(12, 4), (17, 7), (16, 10)], [False, False, False, False], 54, False, [True, True, True, False], 2677, 'North', (11, 6))
Element 24: (3, (11, 6), ['.', '', '.', ''], [(11, 4), (16, 7), (16, 9)], [False, False, False, False], 52, False, [True, False, True, False], 2706, 'North', (11, 7))
Element 25: (3, (11, 7), ['%', '', '%', ''], [(11, 5), (16, 8), (15, 9)], [True, False, True, False], 50, False, [False, False, False, False], 2715, 'South', (11, 6))
Element 26: (3, (11, 6), ['.', '', '', ''], [(10, 5), (16, 9), (15, 10)], [False, False, False, False], 48, False, [True, False, False, False], 2724, 'West', (10, 6))
Element 27: (3, (10, 6), ['.', '', '%', ''], [(9, 5), (16, 10), (15, 11)], [False, False, True, False], 46, False, [True, False, False, False], 2743, 'West', (9, 6))
Element 28: (3, (9, 6), ['.', '', '%', ''], [(9, 4), (16, 11), (15, 12)], [False, False, True, False], 44, False, [True, False, False, False], 2762, 'West', (8, 6))
Element 29: (3, (8, 6), ['.', '.', '%', ''], [(8, 4), (16, 12), (15, 11)], [False, False, True, False], 42, False, [True, True, False, False], 2781, 'South', (8, 5))
Element 30: (3, (8, 5), ['.', '', '', ''], [(7, 4), (17, 12), (15, 10)], [False, False, False, False], 40, False, [True, False, False, False], 2800, 'West', (7, 5))
Element 31: (3, (7, 5), ['.', '', '.', ''], [(6, 4), (17, 13), (14, 10)], [False, False, False, False], 38, False, [True, False, True, False], 2819, 'North', (7, 6))
Element 32: (3, (7, 6), ['.', '', '%', ''], [(6, 5), (18, 13), (14, 9)], [False, False, True, False], 36, False, [True, False, False, False], 2838, 'West', (6, 6))
Element 33: (3, (6, 6), ['%', '', '%', ''], [(5, 5), (17, 13), (14, 8)], [True, False, True, False], 34, False, [False, False, False, False], 2857, 'South', (6, 5))
Element 34: (3, (6, 5), ['', '', '', ''], [(5, 4), (16, 13), (15, 8)], [False, False, False, False], 32, False, [False, False, False, False], 2866, 'South', (6, 4))
Element 35: (3, (6, 4), ['', '', '', ''], [(4, 4), (15, 13), (16, 8)], [False, False, False, False], 30, False, [False, False, False, False], 2875, 'East', (7, 4))
Element 36: (3, (7, 4), ['', '', '', ''], [(4, 5), (15, 12), (17, 8)], [False, False, False, False], 28, False, [False, False, False, False], 2884, 'East', (8, 4))
Element 37: (3, (8, 4), ['', '', '', ''], [(3, 5), (15, 11), (18, 8)], [False, False, False, False], 26, False, [False, False, False, False], 2893, 'East', (9, 4))
Element 38: (3, (9, 4), ['', '', '', '%'], [(3, 4), (15, 10), (18, 7)], [False, False, False, True], 24, False, [False, False, False, False], 2902, 'North', (9, 5))
Element 39: (3, (9, 5), ['', '', '', ''], [(2, 4), (15, 9), (18, 6)], [False, False, False, False], 22, False, [False, False, False, False], 2911, 'East', (10, 5))
Element 40: (3, (10, 5), ['', '%', '', ''], [(2, 5), (15, 8), (17, 6)], [False, True, False, False], 20, False, [False, False, False, False], 2920, 'West', (9, 5))
Element 41: (3, (9, 5), ['', '', '', ''], [(2, 6), (14, 8), (17, 7)], [False, False, False, False], 18, False, [False, False, False, False], 2929, 'South', (9, 4))
Element 42: (3, (9, 4), ['', '', '', '%'], [(2, 7), (14, 9), (16, 7)], [False, False, False, True], 16, False, [False, False, False, False], 2938, 'South', (9, 3))
Element 43: (3, (9, 3), ['', '%', '', ''], [(1, 7), (14, 10), (16, 6)], [False, True, False, False], 14, False, [False, False, False, False], 2947, 'East', (10, 3))
Element 44: (3, (10, 3), ['', '%', '%', ''], [(1, 6), (14, 11), (15, 6)], [False, True, True, False], 12, False, [False, False, False, False], 2956, 'East', (11, 3))
Element 45: (3, (11, 3), ['', '%', '', ''], [(1, 5), (14, 12), (15, 5)], [False, True, False, False], 10, False, [False, False, False, False], 2965, 'East', (12, 3))
Element 46: (3, (12, 3), ['', '%', '', ''], [(1, 4), (14, 13), (15, 4)], [False, True, False, False], 8, False, [False, False, False, False], 2974, 'East', (13, 3))
Element 47: (3, (13, 3), ['', '%', '', '%'], [(1, 5), (13, 13), (15, 3)], [False, True, False, True], 6, False, [False, False, False, False], 2983, 'North', (13, 4))
Element 48: (3, (13, 4), ['', '', '', ''], [(1, 6), (13, 12), (16, 3)], [False, False, False, False], 4, False, [False, False, False, False], 2992, 'East', (14, 4))
Element 49: (3, (14, 4), ['', '%', '', ''], [(1, 7), (13, 11), (16, 2)], [False, True, False, False], 2, False, [False, False, False, False], 3991, 'East', (15, 4))
