Element 1: (1, (4, 2), ['.', '%', '.', '.'], [(12, 3), (14, 1), (15, 1)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (5, 2))
Element 2: (1, (5, 2), ['', '.', '.', '.'], [(13, 3), (13, 1), (16, 1)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (6, 2))
Element 3: (1, (6, 2), ['', '.', '.', '.'], [(13, 4), (12, 1), (16, 2)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (7, 2))
Element 4: (1, (7, 2), ['', '.', '.', '.'], [(14, 4), (11, 1), (16, 3)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (8, 2))
Element 5: (1, (8, 2), ['', '.', '.', '%'], [(15, 4), (10, 1), (17, 3)], [False, False, False, True], 90, False, [False, True, True, False], 1155, 'North', (8, 3))
Element 6: (1, (8, 3), ['.', '', '.', '.'], [(15, 5), (9, 1), (18, 3)], [False, False, False, False], 88, False, [True, False, True, True], 1194, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '%', '.', '.'], [(15, 6), (8, 1), (17, 3)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '%', '%', ''], [(16, 6), (7, 1), (16, 3)], [False, True, True, False], 84, False, [False, False, False, False], 1252, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', '.', ''], [(17, 6), (6, 1), (15, 3)], [False, True, False, False], 82, False, [False, False, True, False], 1281, 'North', (11, 4))
Element 10: (1, (11, 4), ['%', '', 'F', '.'], [(18, 6), (5, 1), (15, 4)], [True, False, False, False], 80, False, [False, False, False, True], 1310, 'North', (11, 5))
Element 11: (1, (11, 5), ['.', '', '.', '.'], [(18, 7), (5, 2), (15, 5)], [False, False, False, False], 78, False, [True, False, True, True], 2319, 'East', (12, 5))
Element 12: (1, (12, 5), ['', '.', '.', '.'], [(18, 8), (5, 3), (14, 5)], [False, False, False, False], 76, False, [False, True, True, True], 2358, 'East', (13, 5))
Element 13: (1, (13, 5), ['', '', '%', ''], [(17, 8), (6, 3), (14, 6)], [False, False, True, False], 74, False, [False, False, False, False], 2397, 'East', (14, 5))
Element 14: (1, (14, 5), ['', '', '', ''], [(17, 7), (7, 3), (14, 7)], [False, False, False, False], 72, False, [False, False, False, False], 2426, 'East', (15, 5))
Element 15: (1, (15, 5), ['', '', '', '%'], [(16, 7), (7, 4), (14, 8)], [False, False, False, True], 70, False, [False, False, False, False], 2455, 'North', (15, 6))
Element 16: (1, (15, 6), ['', '', '%', ''], [(16, 8), (8, 4), (15, 8)], [False, False, True, False], 68, False, [False, False, False, False], 2484, 'East', (16, 6))
Element 17: (1, (16, 6), ['', '%', '', ''], [(16, 9), (9, 4), (15, 9)], [False, True, False, False], 66, False, [False, False, False, False], 3503, 'East', (17, 6))
Element 18: (1, (17, 6), ['', '%', '', ''], [(16, 10), (9, 5), (15, 10)], [False, True, False, False], 64, False, [False, False, False, False], 3532, 'East', (18, 6))
Element 19: (1, (18, 6), ['', '%', '', '%'], [(16, 11), (10, 5), (15, 11)], [False, True, False, True], 62, False, [False, False, False, False], 3561, 'North', (18, 7))
Element 20: (1, (18, 7), ['', '', '', '%'], [(16, 12), (10, 6), (15, 12)], [False, False, False, True], 60, False, [False, False, False, False], 3590, 'North', (18, 8))
Element 21: (1, (18, 8), ['', '', '%', '%'], [(17, 12), (11, 6), (15, 13)], [False, False, True, True], 58, False, [False, False, False, False], 3619, 'West', (17, 8))
Element 22: (1, (17, 8), ['', '', '%', ''], [(17, 13), (12, 6), (16, 13)], [False, False, True, False], 56, False, [False, False, False, False], 3648, 'South', (17, 7))
Element 23: (1, (17, 7), ['', '', '', ''], [(18, 13), (12, 7), (16, 12)], [False, False, False, False], 54, False, [False, False, False, False], 3667, 'West', (16, 7))
Element 24: (1, (16, 7), ['%', '', '', ''], [(17, 13), (13, 7), (17, 12)], [True, False, False, False], 52, False, [False, False, False, False], 3676, 'North', (16, 8))
