Element 1: (1, (9, 9), ['F', '%', '.', '.'], [(17, 13), (13, 7), (15, 8)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'West', (8, 9))
Element 2: (1, (8, 9), ['.', '.', '.', ''], [(18, 13), (14, 7), (16, 8)], [False, False, False, False], 96, False, [True, True, True, False], 1038, 'North', (8, 10))
Element 3: (1, (8, 10), ['.', '', '.', '.'], [(17, 13), (14, 8), (16, 9)], [False, False, False, False], 94, False, [True, False, True, True], 2057, 'East', (9, 10))
Element 4: (1, (9, 10), ['', '', '.', '.'], [(16, 13), (14, 9), (16, 10)], [False, False, False, False], 92, False, [False, False, True, True], 2096, 'East', (10, 10))
Element 5: (1, (10, 10), ['', '.', '.', '.'], [(16, 12), (15, 9), (16, 11)], [False, False, False, False], 90, False, [False, True, True, True], 2135, 'East', (11, 10))
Element 6: (1, (11, 10), ['', '.', '.', '.'], [(15, 12), (15, 10), (15, 11)], [False, False, False, False], 88, False, [False, True, True, True], 2174, 'East', (12, 10))
Element 7: (1, (12, 10), ['', '.', '.', '.'], [(15, 13), (14, 10), (14, 11)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (13, 10))
Element 8: (1, (13, 10), ['', '.', '.', ''], [(14, 13), (15, 10), (14, 12)], [False, False, False, False], 84, False, [False, True, True, False], 2242, 'North', (13, 11))
Element 9: (1, (13, 11), ['.', '', 'G', ''], [(13, 13), (16, 10), (13, 12)], [False, False, False, False], 82, False, [True, False, False, False], 2271, 'West', (12, 11))
Element 10: (1, (12, 11), ['.', '', '%', 'G'], [(12, 13), (16, 11), (13, 11)], [False, False, True, False], 80, False, [True, False, False, False], 2290, 'West', (11, 11))
Element 11: (1, (11, 11), ['.', '', '%', ''], [(11, 13), (16, 12), (13, 10)], [False, False, True, False], 78, False, [True, False, False, False], 2309, 'West', (10, 11))
Element 12: (1, (10, 11), ['.', '', '.', ''], [(10, 13), (17, 12), (13, 9)], [False, False, False, False], 76, False, [True, False, True, False], 2338, 'North', (10, 12))
Element 13: (1, (10, 12), ['.', '', '', '%'], [(9, 13), (17, 13), (13, 8)], [False, False, False, True], 74, False, [True, False, False, False], 2367, 'West', (9, 12))
Element 14: (1, (9, 12), ['.', '.', '', ''], [(8, 13), (18, 13), (12, 8)], [False, False, False, False], 72, False, [True, True, False, False], 2396, 'South', (9, 11))
Element 15: (1, (9, 11), ['.', '', '', ''], [(8, 12), (17, 13), (12, 9)], [False, False, False, False], 70, False, [True, False, False, False], 2425, 'West', (8, 11))
Element 16: (1, (8, 11), ['.', '', '', ''], [(7, 12), (16, 13), (11, 9)], [False, False, False, False], 68, False, [True, False, False, False], 2454, 'West', (7, 11))
Element 17: (1, (7, 11), ['.', '.', '', ''], [(7, 13), (15, 13), (10, 9)], [False, False, False, False], 66, False, [True, True, False, False], 2483, 'South', (7, 10))
Element 18: (1, (7, 10), ['.', '.', '', ''], [(6, 13), (15, 12), (10, 10)], [False, False, False, False], 64, False, [True, True, False, False], 2502, 'South', (7, 9))
Element 19: (1, (7, 9), ['.', '.', '', ''], [(6, 12), (15, 11), (11, 10)], [False, False, False, False], 62, False, [True, True, False, False], 2521, 'South', (7, 8))
Element 20: (1, (7, 8), ['.', '%', '', '.'], [(6, 11), (14, 11), (12, 10)], [False, True, False, False], 60, False, [True, False, False, True], 2540, 'East', (8, 8))
Element 21: (1, (8, 8), ['', '%', '', '%'], [(6, 10), (14, 12), (12, 11)], [False, True, False, True], 58, False, [False, False, False, False], 2559, 'West', (7, 8))
