Element 1: (1, (3, 4), ['.', '.', '.', '.'], [(14, 13), (11, 4), (14, 10)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', '.', '.', '.'], [(15, 13), (11, 5), (15, 10)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '.', '.', '.'], [(16, 13), (12, 5), (16, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '.', '.', '.'], [(17, 13), (13, 5), (16, 9)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (7, 4))
Element 5: (1, (7, 4), ['', '.', '.', '.'], [(18, 13), (14, 5), (16, 8)], [False, False, False, False], 90, False, [False, True, True, True], 2145, 'East', (8, 4))
Element 6: (1, (8, 4), ['', '.', '.', '.'], [(17, 13), (15, 5), (17, 8)], [False, False, False, False], 88, False, [False, True, True, True], 2174, 'East', (9, 4))
Element 7: (1, (9, 4), ['', '.', '.', '%'], [(17, 12), (15, 6), (18, 8)], [False, False, False, True], 86, False, [False, True, True, False], 2213, 'North', (9, 5))
Element 8: (1, (9, 5), ['.', '', '.', '.'], [(16, 12), (16, 6), (18, 7)], [False, False, False, False], 84, False, [True, False, True, True], 2252, 'East', (10, 5))
Element 9: (1, (10, 5), ['', '%', '.', ''], [(16, 11), (17, 6), (18, 6)], [False, True, False, False], 82, False, [False, False, True, False], 2291, 'North', (10, 6))
Element 10: (1, (10, 6), ['.', '', '%', '.'], [(15, 11), (17, 7), (17, 6)], [False, False, True, False], 80, False, [True, False, False, True], 2320, 'East', (11, 6))
Element 11: (1, (11, 6), ['', '', '.', '.'], [(15, 12), (16, 7), (17, 7)], [False, False, False, False], 78, False, [False, False, True, True], 2349, 'East', (12, 6))
Element 12: (1, (12, 6), ['', '', '.', '%'], [(14, 12), (16, 8), (16, 7)], [False, False, False, True], 76, False, [False, False, True, False], 2368, 'North', (12, 7))
Element 13: (1, (12, 7), ['.', '', '.', '.'], [(14, 11), (15, 8), (16, 6)], [False, False, False, False], 74, False, [True, False, True, True], 2397, 'East', (13, 7))
Element 14: (1, (13, 7), ['', '%', '.', '.'], [(13, 11), (15, 9), (15, 6)], [False, True, False, False], 72, False, [False, False, True, True], 2426, 'East', (14, 7))
Element 15: (1, (14, 7), ['', 'G', '.', '%'], [(13, 12), (14, 9), (14, 6)], [False, False, False, True], 70, False, [False, False, True, False], 2465, 'North', (14, 8))
Element 16: (1, (14, 8), ['.', 'G', '', ''], [(13, 11), (13, 9), (14, 7)], [False, False, False, False], 68, False, [True, False, False, False], 2484, 'West', (13, 8))
Element 17: (1, (13, 8), ['.', '', '', 'G'], [(13, 12), (13, 10), (14, 8)], [False, False, False, False], 66, False, [True, False, False, False], 2503, 'West', (12, 8))
Element 18: (1, (12, 8), ['%', '', '.', ''], [(13, 11), (12, 10), (15, 8)], [True, False, False, False], 64, False, [False, False, True, False], 2522, 'North', (12, 9))
Element 19: (1, (12, 9), ['.', '', '', ''], [(13, 10), (12, 11), (15, 9)], [False, False, False, False], 62, False, [True, False, False, False], 2541, 'West', (11, 9))
Element 20: (1, (11, 9), ['.', '%', '.', ''], [(14, 10), (11, 11), (14, 9)], [False, True, False, False], 60, False, [True, False, True, False], 2560, 'North', (11, 10))
Element 21: (1, (11, 10), ['.', '', '', ''], [(15, 10), (10, 11), (13, 9)], [False, False, False, False], 58, False, [True, False, False, False], 2579, 'West', (10, 10))
Element 22: (1, (10, 10), ['.', '.', '', ''], [(16, 10), (10, 12), (13, 10)], [False, False, False, False], 56, False, [True, True, False, False], 2598, 'South', (10, 9))
