Element 1: (2, (5, 12), ['.', '.', '.', 'G'], [(16, 12), (2, 4), (6, 12)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (5, 13))
Element 2: (2, (5, 13), ['.', '', '%', '.'], [(17, 12), (3, 4), (7, 12)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (6, 13))
Element 3: (2, (6, 13), ['', '', '%', '.'], [(17, 13), (4, 4), (8, 12)], [False, False, True, False], 94, False, [False, False, False, True], 97, 'East', (7, 13))
Element 4: (2, (7, 13), ['', '', '%', '.'], [(18, 13), (5, 4), (9, 12)], [False, False, True, False], 92, False, [False, False, False, True], 136, 'East', (8, 13))
Element 5: (2, (8, 13), ['', '', '%', '.'], [(17, 13), (6, 4), (10, 12)], [False, False, True, False], 90, False, [False, False, False, True], 165, 'East', (9, 13))
Element 6: (2, (9, 13), ['', '', '%', 'G'], [(16, 13), (7, 4), (10, 13)], [False, False, True, False], 88, False, [False, False, False, False], 204, 'South', (9, 12))
Element 7: (2, (9, 12), ['', '.', '', ''], [(15, 13), (8, 4), (11, 13)], [False, False, False, False], 86, False, [False, True, False, False], 233, 'South', (9, 11))
Element 8: (2, (9, 11), ['.', '.', '', '.'], [(14, 13), (9, 4), (12, 13)], [False, False, False, False], 84, False, [True, True, False, True], 272, 'East', (10, 11))
Element 9: (2, (10, 11), ['', '.', '', '.'], [(14, 12), (9, 5), (13, 13)], [False, False, False, False], 82, False, [False, True, False, True], 311, 'East', (11, 11))
Element 10: (2, (11, 11), ['', '.', '%', '.'], [(14, 11), (10, 5), (13, 12)], [False, False, True, False], 80, False, [False, True, False, True], 350, 'East', (12, 11))
Element 11: (2, (12, 11), ['', '.', '%', 'G'], [(15, 11), (11, 5), (13, 11)], [False, False, True, False], 78, False, [False, True, False, False], 1379, 'South', (12, 10))
Element 12: (2, (12, 10), ['.', '.', '', 'G'], [(16, 11), (12, 5), (13, 10)], [False, False, False, False], 76, False, [True, True, False, False], 1418, 'South', (12, 9))
Element 13: (2, (12, 9), ['.', '.', '', '.'], [(16, 10), (13, 5), (14, 10)], [False, False, False, False], 74, False, [True, True, False, True], 1457, 'East', (13, 9))
Element 14: (2, (13, 9), ['', '.', '', '.'], [(16, 9), (14, 5), (15, 10)], [False, False, False, False], 72, False, [False, True, False, True], 2486, 'East', (14, 9))
Element 15: (2, (14, 9), ['', '.', '', 'G'], [(16, 8), (15, 5), (15, 9)], [False, False, False, False], 70, False, [False, True, False, False], 2525, 'South', (14, 8))
Element 16: (2, (14, 8), ['.', '.', '', 'G'], [(17, 8), (15, 6), (15, 8)], [False, False, False, False], 68, False, [True, True, False, False], 2564, 'South', (14, 7))
Element 17: (2, (14, 7), ['.', '.', '', '%'], [(18, 8), (16, 6), (16, 8)], [False, False, False, True], 66, False, [True, True, False, False], 2593, 'South', (14, 6))
Element 18: (2, (14, 6), ['%', '', '', ''], [(18, 7), (17, 6), (16, 7)], [True, False, False, False], 64, False, [False, False, False, False], 2632, 'East', (15, 6))
Element 19: (2, (15, 6), ['', '', '%', 'G'], [(18, 6), (16, 6), (17, 7)], [False, False, True, False], 62, False, [False, False, False, False], 2651, 'South', (15, 5))
Element 20: (2, (15, 5), ['', '.', 'G', '%'], [(17, 6), (15, 6), (18, 7)], [False, False, False, True], 60, False, [False, True, False, False], 2650, 'South', (15, 4))
Element 21: (2, (15, 4), ['.', '.', '', '%'], [(17, 7), (14, 6), (18, 8)], [False, False, False, True], 58, False, [True, True, False, False], 2659, 'South', (15, 3))
Element 22: (2, (15, 3), ['%', '%', '', '.'], [(16, 7), (14, 7), (17, 8)], [True, True, False, False], 56, False, [False, False, False, True], 2668, 'East', (16, 3))
Element 23: (2, (16, 3), ['', 'F', '%', '.'], [(16, 6), (13, 7), (18, 8)], [False, False, True, False], 54, False, [False, False, False, True], 2687, 'South', (16, 2))
Element 24: (2, (16, 2), ['%', '.', '', '%'], [(15, 6), (13, 8), (18, 7)], [True, False, False, True], 52, False, [False, True, False, False], 3696, 'South', (16, 1))
Element 25: (2, (16, 1), ['.', '%', '', '.'], [(15, 5), (12, 8), (18, 6)], [False, True, False, False], 50, False, [True, False, False, True], 3715, 'East', (17, 1))
Element 26: (2, (17, 1), ['', '%', '%', '%'], [(15, 4), (12, 7), (17, 6)], [False, True, True, True], 48, False, [False, False, False, False], 3734, 'West', (16, 1))
Element 27: (2, (16, 1), ['.', '%', '', ''], [(14, 4), (12, 6), (16, 6)], [False, True, False, False], 46, False, [True, False, False, False], 3753, 'West', (15, 1))
Element 28: (2, (15, 1), ['.', '%', '%', ''], [(13, 4), (11, 6), (15, 6)], [False, True, True, False], 44, False, [True, False, False, False], 3782, 'West', (14, 1))
Element 29: (2, (14, 1), ['.', '%', '%', ''], [(13, 3), (11, 7), (15, 5)], [False, True, True, False], 42, False, [True, False, False, False], 3811, 'West', (13, 1))
Element 30: (2, (13, 1), ['.', '%', '%', ''], [(12, 3), (11, 6), (15, 4)], [False, True, True, False], 40, False, [True, False, False, False], 3830, 'West', (12, 1))
Element 31: (2, (12, 1), ['.', '%', '%', ''], [(12, 4), (10, 6), (15, 3)], [False, True, True, False], 38, False, [True, False, False, False], 3859, 'West', (11, 1))
Element 32: (2, (11, 1), ['.', '%', '%', ''], [(11, 4), (9, 6), (16, 3)], [False, True, True, False], 36, False, [True, False, False, False], 3888, 'West', (10, 1))
Element 33: (2, (10, 1), ['.', '%', '%', ''], [(11, 3), (8, 6), (17, 3)], [False, True, True, False], 34, False, [True, False, False, False], 3927, 'West', (9, 1))
Element 34: (2, (9, 1), ['.', '%', '%', ''], [(10, 3), (8, 5), (18, 3)], [False, True, True, False], 32, False, [True, False, False, False], 3966, 'West', (8, 1))
Element 35: (2, (8, 1), ['.', '%', '.', ''], [(9, 3), (7, 5), (17, 3)], [False, True, False, False], 30, False, [True, False, True, False], 3995, 'North', (8, 2))
Element 36: (2, (8, 2), ['.', '', 'G', '%'], [(8, 3), (7, 6), (16, 3)], [False, False, False, True], 28, False, [True, False, False, False], 4024, 'West', (7, 2))
Element 37: (2, (7, 2), ['.', '.', 'G', ''], [(7, 3), (6, 6), (16, 2)], [False, False, False, False], 26, False, [True, True, False, False], 4053, 'South', (7, 1))
Element 38: (2, (7, 1), ['.', '%', '', ''], [(6, 3), (6, 5), (16, 1)], [False, True, False, False], 24, False, [True, False, False, False], 4082, 'West', (6, 1))
Element 39: (2, (6, 1), ['.', '%', 'G', ''], [(6, 2), (5, 5), (17, 1)], [False, True, False, False], 22, False, [True, False, False, False], 4111, 'West', (5, 1))
Element 40: (2, (5, 1), ['%', '%', 'G', ''], [(5, 2), (4, 5), (16, 1)], [True, True, False, False], 20, False, [False, False, False, False], 4140, 'East', (6, 1))
Element 41: (2, (6, 1), ['', '%', '', ''], [(5, 3), (3, 5), (15, 1)], [False, True, False, False], 18, False, [False, False, False, False], 4159, 'East', (7, 1))
Element 42: (2, (7, 1), ['', '%', '', ''], [(4, 3), (2, 5), (14, 1)], [False, True, False, False], 16, False, [False, False, False, False], 4178, 'North', (7, 2))
Element 43: (2, (7, 2), ['', '', '', ''], [(4, 2), (2, 6), (13, 1)], [False, False, False, False], 14, False, [False, False, False, False], 4197, 'West', (6, 2))
Element 44: (2, (6, 2), ['', '', '', ''], [(3, 2), (2, 7), (12, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4216, 'North', (6, 3))
Element 45: (2, (6, 3), ['', '', '', ''], [(3, 3), (1, 7), (11, 1)], [False, False, False, False], 10, False, [False, False, False, False], 4235, 'East', (7, 3))
Element 46: (2, (7, 3), ['', '', '', ''], [(2, 3), (1, 6), (10, 1)], [False, False, False, False], 8, False, [False, False, False, False], 4254, 'East', (8, 3))
Element 47: (2, (8, 3), ['', '', '', ''], [(2, 4), (1, 5), (9, 1)], [False, False, False, False], 6, False, [False, False, False, False], 4263, 'East', (9, 3))
Element 48: (2, (9, 3), ['', '%', '', ''], [(3, 4), (1, 6), (8, 1)], [False, True, False, False], 4, False, [False, False, False, False], 4262, 'East', (10, 3))
Element 49: (2, (10, 3), ['', '%', '%', ''], [(4, 4), (1, 7), (8, 2)], [False, True, True, False], 2, False, [False, False, False, False], 4261, 'East', (11, 3))
Element 50: (2, (11, 3), ['', '%', '', ''], [(4, 4), (1, 7), (8, 3)], [False, True, False, False], 0, False, [False, False, False, False], 4260, 'Stop', (11, 3))
Element 51: #0#
