Element 1: (2, (16, 3), ['.', 'F', '%', '.'], [(11, 3), (10, 6), (16, 8)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (16, 2))
Element 2: (2, (16, 2), ['%', '.', '', '%'], [(12, 3), (11, 6), (16, 9)], [True, False, False, True], 96, False, [False, True, False, False], 2038, 'South', (16, 1))
Element 3: (2, (16, 1), ['.', '%', '', '.'], [(13, 3), (11, 5), (16, 10)], [False, True, False, False], 94, False, [True, False, False, True], 3067, 'East', (17, 1))
Element 4: (2, (17, 1), ['', '%', '%', '%'], [(13, 4), (12, 5), (16, 11)], [False, True, True, True], 92, False, [False, False, False, False], 3106, 'West', (16, 1))
Element 5: (2, (16, 1), ['.', '%', '', ''], [(14, 4), (13, 5), (16, 12)], [False, True, False, False], 90, False, [True, False, False, False], 3135, 'West', (15, 1))
Element 6: (2, (15, 1), ['.', '%', '%', ''], [(15, 4), (14, 5), (17, 12)], [False, True, True, False], 88, False, [True, False, False, False], 3174, 'West', (14, 1))
Element 7: (2, (14, 1), ['.', '%', '%', ''], [(15, 5), (14, 6), (17, 13)], [False, True, True, False], 86, False, [True, False, False, False], 3213, 'West', (13, 1))
Element 8: (2, (13, 1), ['.', '%', '%', ''], [(15, 6), (14, 7), (18, 13)], [False, True, True, False], 84, False, [True, False, False, False], 3252, 'West', (12, 1))
Element 9: (2, (12, 1), ['.', '%', '%', ''], [(16, 6), (14, 8), (17, 13)], [False, True, True, False], 82, False, [True, False, False, False], 3281, 'West', (11, 1))
Element 10: (2, (11, 1), ['.', '%', '%', ''], [(17, 6), (15, 8), (16, 13)], [False, True, True, False], 80, False, [True, False, False, False], 3320, 'West', (10, 1))
Element 11: (2, (10, 1), ['.', '%', '%', ''], [(18, 6), (15, 9), (15, 13)], [False, True, True, False], 78, False, [True, False, False, False], 3359, 'West', (9, 1))
Element 12: (2, (9, 1), ['.', '%', '%', ''], [(18, 7), (15, 10), (15, 12)], [False, True, True, False], 76, False, [True, False, False, False], 3398, 'West', (8, 1))
Element 13: (2, (8, 1), ['.', '%', '.', ''], [(18, 8), (14, 10), (15, 11)], [False, True, False, False], 74, False, [True, False, True, False], 3437, 'North', (8, 2))
Element 14: (2, (8, 2), ['.', '', '.', '%'], [(17, 8), (14, 9), (14, 11)], [False, False, False, True], 72, False, [True, False, True, False], 3476, 'North', (8, 3))
